BX 000 Event : 1
00|0000000|1110010|00010110110010|1110|0011 0x001C85B2E3
00|0000001|1011100|01001001001111|0111|1011 0x0037124F7B
00|0000001|1110010|01001000111010|1001|1011 0x003C923A9B
00|0000000|1110010|01010010010111|1110|1010 0x001C9497EA
00|0000001|1011100|01110110101101|0000|0000 0x00371DAD00
00|0000000|1011100|01111101100100|0011|1000 0x00171F6438
00|0000010|0001101|00101110011100|1111|0000 0x00434B9CF0
00|0000011|0100100|01000010010111|1011|1011 0x00691097BB
00|0000011|0100100|01000010101011|1011|0000 0x006910ABB0
00|0000100|1011100|00111010110110|1001|0001 0x00970EB691
00|0000111|0001101|01000100101100|0100|0100 0x00E3512C44
00|0000110|0001101|01110001100110|0100|0000 0x00C35C6640
00|0000110|0001101|01101100011010|0001|0011 0x00C35B1A13
00|0001000|1110010|01000011101101|0110|0100 0x011C90ED64
00|0001000|1011100|01111010011010|0000|0010 0x01171E9A02
01|0000000|1011100|00001000111111|0101|0000 0x1017023F50
01|0000001|1110011|00101001000101|0110|0011 0x103CCA4563
01|0000001|1110011|00101010111110|0111|1001 0x103CCABE79
01|0000001|1011100|00101010111101|1001|0010 0x10370ABD92
01|0000001|1011100|01111101101001|0011|1000 0x10371F6938
01|0000001|1011100|01111000101110|0001|0000 0x10371E2E10
01|0000001|1011100|01101111101000|1101|0000 0x10371BE8D0
01|0000000|1011100|01110111110100|0000|0011 0x10171DF403
01|0000000|1011100|01110110011000|0000|0011 0x10171D9803
01|0000000|1011100|01110110010001|0000|0000 0x10171D9100
01|0000011|0001110|00100101101110|0111|0000 0x1063896E70
01|0000011|0001110|00100101011000|0110|0000 0x1063895860
01|0000011|0100100|00111010110011|0011|1011 0x10690EB33B
01|0000010|0100100|00101001100001|1010|0000 0x10490A61A0
01|0000011|0100100|01100001010001|1010|0011 0x10691851A3
01|0000010|0100100|01100010000110|1011|0001 0x10491886B1
01|0000010|0100100|01101000110001|1110|0001 0x10491A31E1
01|0000010|0001110|01111110111101|1011|0000 0x10439FBDB0
01|0000100|1011100|00100010010000|0111|1001 0x1097089079
01|0000100|1110011|00100001110100|1001|1001 0x109CC87499
01|0000100|1011100|00111010111110|1010|0011 0x10970EBEA3
