BX 000 Event : 1
00|0000001|0001110|10011100111000|0100|1011 0x0023A7384B
00|0000001|0100100|10110001000100|0000|0010 0x00292C4402
00|0000001|0100100|10110101011010|0001|0000 0x00292D5A10
00|0000001|0001110|11000011101101|1010|1011 0x0023B0EDAB
00|0000000|0001110|11010000101101|0000|0010 0x0003B42D02
00|0000000|0001110|11001101101100|1111|1001 0x0003B36CF9
00|0000001|0100100|11110110111001|0100|1011 0x00293DB94B
00|0000010|1110011|10010100110001|1110|1011 0x005CE531EB
00|0000010|1110011|10010101111110|1110|0011 0x005CE57EE3
00|0000010|1011100|10110011111110|0000|1000 0x00572CFE08
00|0000010|1011100|10110010101110|0000|0010 0x00572CAE02
00|0000011|1110011|11000010111010|1010|0001 0x007CF0BAA1
00|0000011|1110011|11011000011101|0101|0011 0x007CF61D53
00|0000100|0100100|10101111010100|0011|0010 0x00892BD432
00|0000100|0100100|10110101000011|0111|1011 0x00892D437B
00|0000101|0001110|11001100100100|0111|0000 0x00A3B32470
00|0000100|0001110|11000011000011|0001|1010 0x0083B0C31A
00|0000100|0100100|11011010110001|0000|1100 0x008936B10C
00|0000111|1011100|10000011000001|0010|0100 0x00F720C124
00|0000110|1110011|10010101100001|0000|0000 0x00DCE56100
00|0000111|1011100|11001100000010|1001|1100 0x00F733029C
00|0000111|1110011|11110100011001|0101|1000 0x00FCFD1958
00|0000111|1110011|11110111110001|0111|0000 0x00FCFDF170
00|0000110|1110011|11100101111100|1100|0100 0x00DCF97CC4
00|0000111|1011100|11110111111101|1001|1000 0x00F73DFD98
00|0001001|0001110|10000011011111|1001|1100 0x0123A0DF9C
00|0001000|0001110|10110101011110|1111|0100 0x0103AD5EF4
00|0001000|0100100|11000101001001|1100|0011 0x01093149C3
00|0001000|0100100|11010000001100|0011|1011 0x0109340C3B
00|0001000|0100100|11010000011001|0011|0101 0x0109341935
00|0001000|0100100|11110100101101|0000|1001 0x01093D2D09
01|0000011|1110010|10001111110001|0011|1010 0x107CA3F13A
01|0000010|1011100|10011001010100|1010|0001 0x10572654A1
01|0000011|1110010|11000011010001|0001|0010 0x107CB0D112
01|0000010|1110010|11000001110001|0000|1010 0x105CB0710A
01|0000010|1110010|11111110111001|0010|0001 0x105CBFB921
01|0000101|0100100|11011010000110|0000|1000 0x10A9368608
01|0000101|0001101|11111100110010|0110|0011 0x10A37F3263
01|0000100|0001101|11110001001001|0000|0011 0x10837C4903
01|0000110|1011100|11111110110010|1110|0011 0x10D73FB2E3
BX 001 Event : 2
00|0000001|0001110|10010111111111|0001|1001 0x0023A5FF19
00|0000001|0001110|10010110001111|0001|1000 0x0023A58F18
00|0000001|0001110|10000110110010|1010|1010 0x0023A1B2AA
00|0000000|0001110|10010110100010|0001|0000 0x0003A5A210
00|0000000|0001110|10010000101001|1111|1010 0x0003A429FA
00|0000000|0001110|10000011011110|1001|0010 0x0003A0DE92
00|0000000|0001110|11010010010100|0000|1010 0x0003B4940A
00|0000000|0100100|11110101010110|0011|0000 0x00093D5630
00|0000000|0001110|11111111101101|1010|1000 0x0003BFEDA8
00|0000010|1011100|10000101100001|0011|1010 0x005721613A
00|0000010|1110011|10011001110110|0000|1011 0x005CE6760B
00|0000010|1110011|10100010011011|0100|0010 0x005CE89B42
00|0000011|1011100|10110110101000|0001|0010 0x00772DA812
00|0000010|1110011|11010110011010|0100|0011 0x005CF59A43
00|0000111|1011100|10001010000010|0111|1100 0x00F722827C
00|0000110|1110011|10001010111100|1001|1100 0x00DCE2BC9C
00|0000110|1011100|10101011001000|0000|1011 0x00D72AC80B
00|0000110|1011100|10100100001001|1100|1001 0x00D72909C9
00|0001001|0100100|10000010101100|0111|1000 0x012920AC78
00|0001000|0100100|10011000101101|1010|0101 0x0109262DA5
00|0001001|0001110|11100100100101|0011|0011 0x0123B92533
00|0001001|0001110|11011011100000|1101|1100 0x0123B6E0DC
00|0001000|0100100|11111110111000|0111|0001 0x01093FB871
01|0000001|0001101|10010111111101|0001|0000 0x102365FD10
01|0000001|0001101|10000110100011|1010|0000 0x102361A3A0
01|0000000|0001101|10100011101110|0111|0010 0x100368EE72
01|0000000|0100100|10100101100111|1011|0001 0x10092967B1
01|0000000|0100100|10100111001010|1011|1000 0x100929CAB8
01|0000001|0001101|11010101100001|0010|1000 0x1023756128
01|0000001|0100100|11101100101001|0000|0001 0x10293B2901
01|0000001|0100100|11101101010010|0000|0001 0x10293B5201
01|0000011|1011100|10100111001110|0001|1011 0x107729CE1B
01|0000011|1011100|10100011111000|0000|1001 0x107728F809
01|0000011|1011100|10010111110100|1001|1010 0x107725F49A
01|0000010|1011100|10011111000111|1101|1000 0x105727C7D8
01|0000010|1011100|10011110111000|1101|1000 0x105727B8D8
01|0000010|1011100|11010101101100|1101|0010 0x1057356CD2
01|0000010|1110010|11110011100111|1101|1000 0x105CBCE7D8
01|0000101|0100100|10110001000101|0101|0010 0x10A92C4552
01|0000100|0100100|10110101110011|0111|1010 0x10892D737A
01|0000100|0001101|10110101110011|1010|0010 0x10836D73A2
01|0000100|0001101|10110101101110|1010|0000 0x10836D6EA0
01|0000100|0001101|10110101100100|1010|1010 0x10836D64AA
01|0000101|0001101|11101000000111|1010|1000 0x10A37A07A8
01|0000111|1110010|10011101011010|0101|0011 0x10FCA75A53
01|0000110|1011100|10110010111100|0100|1010 0x10D72CBC4A
01|0000110|1011100|10101010110000|0000|0100 0x10D72AB004
01|0000110|1011100|10100110010001|1101|1010 0x10D72991DA
01|0000110|1011100|10100110001000|1101|0010 0x10D72988D2
