BX 000 Event : 1
00|0011101|00000011|00000010011111011|0011 0x03A0604FB3
00|0011110|00000011|00000101001010100|1001 0x03C060A549
00|0011001|00001101|00000010110100101|1001 0x0321A05A59
00|0011001|00010011|00000011011101101|1010 0x0322606EDA
00|0011001|00010011|00000011000110101|1010 0x032260635A
00|0011101|00011000|00000011110000100|0101 0x03A3007845
00|0011110|00011000|00000101001011110|0100 0x03C300A5E4
00|0011110|00011000|00000110110110111|1100 0x03C300DB7C
00|0011101|01010111|01010000100001110|0001 0x03AAEA10E1
BX 001 Event : 2
00|0011101|01010111|00000000110101011|1001 0x03AAE01AB9
00|0011001|01100001|00000010100101011|1001 0x032C2052B9
00|0011000|01100001|00000001111011110|1001 0x030C203DE9
00|0011001|01100110|00000011010110101|1000 0x032CC06B58
00|0011001|01100110|00000011010000001|1101 0x032CC0681D
00|0011010|01110101|00000111010101110|1110 0x034EA0EAEE
00|1100111|00001000|00010101010101110|0001 0x0CE102AAE1
00|1100111|01011101|00110100100100110|1110 0x0CEBA6926E
00|0011000|01111011|01110101101110101|0101 0x030F6EB755
BX 010 Event : 3
00|0011110|01101100|00000111010001101|1011 0x03CD80E8DB
00|1100111|00110011|00010001101101010|0111 0x0CE66236A7
00|1100011|00111101|00001100011110101|0000 0x0C67A18F50
00|0011101|00011110|01001001001110111|0110 0x03A3C92776
00|0011110|01000010|01010100110100010|1100 0x03C84A9A2C
00|0011101|00001000|01111010110010100|1011 0x03A10F594B
00|0011001|00101000|01111101101111010|1000 0x03250FB7A8
00|0011110|01010111|01101101111101011|0000 0x03CAEDBEB0
00|0011101|01010111|01111011001010000|0011 0x03AAEF6503
00|0011001|01100110|01111100001000010|0100 0x032CCF8424
00|0011000|01100110|01111001111110001|0010 0x030CCF3F12
BX 011 Event : 4
00|0011110|00001000|00000101011010011|1011 0x03C100AD3B
00|0011101|00011110|00000000000010011|0100 0x03A3C00134
00|0011101|00011110|00000001000100110|0001 0x03A3C02261
00|0011101|00011110|00000001101101101|1110 0x03A3C036DE
00|0011000|00100011|00000001100001100|0000 0x03046030C0
00|0011101|00101101|00000011000001111|1010 0x03A5A060FA
00|0011101|01001000|00000001010110101|1000 0x03A9002B58
00|0011001|01100001|00000011101000100|1011 0x032C20744B
00|1100111|00011110|00010011010001001|1010 0x0CE3C2689A
00|1100111|01010111|00010111000011100|1101 0x0CEAE2E1CD
00|1101000|00000011|00110000000101111|0110 0x0D006602F6
00|1100111|00000011|00110100011000111|1110 0x0CE0668C7E
00|1101000|00110011|01000011000001101|1110 0x0D066860DE
00|1101000|00110011|01000011010101010|0010 0x0D06686AA2
00|1100011|00111101|01000010100001100|0110 0x0C67A850C6
00|1100011|01111011|01000010001101110|0101 0x0C6F6846E5
00|1100100|01111011|00101111110101010|0001 0x0C8F65FAA1
00|0011001|00010011|01010011111111000|0101 0x03226A7F85
00|0011110|00011000|01010111101011011|0011 0x03C30AF5B3
00|0011110|00011110|01010111100011000|0010 0x03C3CAF182
00|0011010|00100011|01010111010111001|1011 0x03446AEB9B
00|0011001|00100011|01000101000100110|1001 0x032468A269
00|0011001|00101000|01010110101001001|1011 0x03250AD49B
00|0011110|00101101|01000011101011101|1000 0x03C5A875D8
00|0011101|00101101|01001011100001110|0100 0x03A5A970E4
00|0011101|00101101|01001100111101001|0000 0x03A5A99E90
00|0011101|00101101|01001101001101110|1100 0x03A5A9A6EC
00|0011101|00110011|01001000110000111|1000 0x03A6691878
00|0011101|00110011|01001010000110100|1000 0x03A6694348
00|0011101|00110011|01001010100111110|0001 0x03A66953E1
00|0011101|00110011|01001011010111000|1010 0x03A6696B8A
00|0011101|00110011|01001101100111010|1001 0x03A669B3A9
00|0011101|00110011|01001101111110010|1000 0x03A669BF28
00|0011101|00110011|01001110110110100|1010 0x03A669DB4A
00|0011110|00110011|01010111001001100|0000 0x03C66AE4C0
00|0011001|00111000|01010110011101000|0011 0x03270ACE83
00|0011001|00111000|01010110010101111|1001 0x03270ACAF9
00|0011010|00111101|01010111010000001|0101 0x0347AAE815
00|0011101|01000010|01000111100001110|1100 0x03A848F0EC
00|0011101|01000010|01010000101100000|0100 0x03A84A1604
00|0011101|01000010|01010011011000011|0100 0x03A84A6C34
00|0011110|01000010|01010110000010001|1001 0x03C84AC119
00|0011101|01001000|01010000111000110|0111 0x03A90A1C67
00|0011110|01001000|01010101110010110|1001 0x03C90AB969
00|0011001|01010010|01010101100010001|1100 0x032A4AB11C
00|0011110|01011101|01000110000000110|1000 0x03CBA8C068
00|0011000|01100110|01001001100100000|1101 0x030CC9320D
00|0011110|00000011|01101100111001001|0101 0x03C06D9C95
00|0011110|00000011|01101101100000110|0101 0x03C06DB065
00|0011110|00000011|01101101110111000|1110 0x03C06DBB8E
00|0011101|00000011|01110000000001100|1000 0x03A06E00C8
00|0011101|00000011|01110001010111000|1101 0x03A06E2B8D
00|0011101|00000011|01110001100101000|1011 0x03A06E328B
00|0011101|00000011|01110001110011110|0010 0x03A06E39E2
00|0011101|00000011|01110001111111010|0010 0x03A06E3FA2
00|0011101|00000011|01110110101001100|1101 0x03A06ED4CD
00|0011101|01010111|01111000001011001|0100 0x03AAEF0594
BX 100 Event : 5
00|0011110|00001000|00000101001001001|0101 0x03C100A495
00|0011110|00001000|00000101011110111|0010 0x03C100AF72
00|0011110|00001000|00000110010011110|0000 0x03C100C9E0
00|1100011|01100001|00010111111011000|1101 0x0C6C22FD8D
00|1100010|01100001|00010101000110101|1100 0x0C4C22A35C
00|1100010|01100001|00010000110111111|1011 0x0C4C221BFB
00|1100010|01100110|00001110011101110|0000 0x0C4CC1CEE0
00|1100011|01111011|00001100101101111|0001 0x0C6F6196F1
00|1100111|01001000|00110011000011101|0101 0x0CE90661D5
00|0011001|00010011|01010101011001001|1010 0x03226AAC9A
00|0011001|00101000|01000110100111010|1001 0x032508D3A9
00|0011001|01001100|01010111000011010|0010 0x03298AE1A2
00|0011001|01001100|01010101111111100|1010 0x03298ABFCA
BX 101 Event : 6
00|1101000|00000011|00001000100000001|0000 0x0D00611010
00|1100111|00000011|00010001101110100|0100 0x0CE0623744
00|1101000|00001000|00001001000111100|1001 0x0D010123C9
00|1100111|00001000|00001100000001111|0101 0x0CE10180F5
00|1100010|00001101|00001111011000011|0011 0x0C41A1EC33
00|1100010|00010011|00010001101100000|0001 0x0C42623601
00|1101000|00011000|00011010111100010|0001 0x0D03035E21
00|1101000|00011110|00011011110001100|0001 0x0D03C378C1
00|1100111|00101101|00010100001000010|1010 0x0CE5A2842A
00|1100111|00101101|00010100100001010|1101 0x0CE5A290AD
00|1101000|00101101|00011001011010100|0100 0x0D05A32D44
00|1100111|00110011|00010100100101010|1000 0x0CE66292A8
00|1101000|00110011|00011001010111010|0000 0x0D06632BA0
00|1101000|00110011|00011001011101110|0100 0x0D06632EE4
00|1100111|01000010|00010100100101111|1100 0x0CE84292FC
00|1100111|01000010|00010100110110111|1001 0x0CE8429B79
00|1100111|01000010|00010111010101010|0101 0x0CE842EAA5
00|1100111|01000010|00010111110000001|0000 0x0CE842F810
00|1100011|00001101|00110011110010101|1100 0x0C61A6795C
00|1101000|00101101|01000001100011110|1011 0x0D05A831EB
00|1101000|00110011|01000010010001110|1101 0x0D066848ED
00|0011001|00001101|01010110100110100|1101 0x0321AAD34D
00|0011101|00011000|01010100101011011|1101 0x03A30A95BD
00|0011101|00011110|01010010100111010|1100 0x03A3CA53AC
00|0011101|00110011|01001000111100100|0111 0x03A6691E47
00|0011101|01001000|01001100101111110|1001 0x03A90997E9
00|0011101|00000011|01111000111011000|0110 0x03A06F1D86
