BX 000 Event : 1
01|0000000|1011100|10000000101000|0100|1000 0x1017202848
01|0000001|1110010|10011001001000|0010|1010 0x103CA6482A
01|0000001|1110010|10100011010001|0111|1011 0x103CA8D17B
01|0000000|1110010|10010100010010|0000|1010 0x101CA5120A
01|0000001|1011100|10101001000000|1100|1011 0x10372A40CB
01|0000000|1110010|11000001101010|1010|0100 0x101CB06AA4
01|0000011|0001110|10010011110011|0101|1000 0x1063A4F358
01|0000011|0001110|10001111111011|0011|1001 0x1063A3FB39
01|0000010|0100100|10100001111011|1111|1001 0x1049287BF9
01|0000010|0100100|10101110010101|0100|0011 0x10492B9543
01|0000010|0001110|11001101111101|0110|0000 0x1043B37D60
01|0000010|0001110|11001101101111|0110|0010 0x1043B36F62
01|0000010|0001110|11001101000000|0110|0001 0x1043B34061
01|0000011|0001110|11101011010111|1001|0001 0x1063BAD791
01|0000100|1110010|10001111111111|0000|0001 0x109CA3FF01
01|0000100|1110010|10010100001110|0010|1001 0x109CA50E29
01|0000100|1110010|10110110010111|1010|0011 0x109CAD97A3
01|0000101|1110010|11101000001101|1010|0001 0x10BCBA0DA1
01|0000110|0100100|10001011001011|0111|0000 0x10C922CB70
01|0000110|0001110|10010000010100|1101|1001 0x10C3A414D9
01|0000110|0100100|10101100110111|0000|1001 0x10C92B3709
01|0000111|0001110|11001010011011|0110|0000 0x10E3B29B60
01|0001000|1110010|10110011101100|1110|1011 0x111CACECEB
01|0001001|1011100|11001111100100|0010|0001 0x113733E421
00|1100011|01100110|10000101000100010|0110 0x0C6CD0A226
00|1101000|00011000|11010001100101111|0000 0x0D031A32F0
00|1101000|00011000|11010001101100011|0001 0x0D031A3631
00|1100111|00011000|11011011001110101|0000 0x0CE31B6750
00|1101000|00011110|11010000111011111|1000 0x0D03DA1DF8
00|1101000|00011110|11010001100000000|1001 0x0D03DA3009
00|1100010|00100011|11011011110000011|0000 0x0C447B7830
00|1100111|00101101|11011100000100100|0000 0x0CE5BB8240
00|1100010|00111000|11011100101101101|1000 0x0C471B96D8
00|1100111|01000010|11011011111111010|0110 0x0CE85B7FA6
00|1100111|01000010|11011100001001001|1001 0x0CE85B8499
00|1100111|01000010|11011101000101100|0000 0x0CE85BA2C0
00|1100111|01001000|11011101100010100|0000 0x0CE91BB140
00|1100010|01010010|11011101111001011|1001 0x0C4A5BBCB9
BX 001 Event : 2
01|0000001|1011100|10100111001001|1011|0011 0x103729C9B3
01|0000000|1011100|11000001110000|0111|1011 0x101730707B
01|0000000|1011100|10111010001110|0011|0000 0x10172E8E30
01|0000000|1110010|11000000101101|1001|1011 0x101CB02D9B
01|0000010|0001110|10010011110011|0101|1010 0x1043A4F35A
01|0000010|0001110|10001000001100|0000|1001 0x1043A20C09
01|0000010|0001110|10000010010011|1101|0011 0x1043A093D3
01|0000010|0001110|10000001000101|1100|0001 0x1043A045C1
01|0000010|0100100|10101101011100|0100|1011 0x10492B5C4B
01|0000010|0001110|11001100011111|0101|1010 0x1043B31F5A
01|0000010|0100100|11010110000011|1101|0011 0x10493583D3
01|0000101|1110010|10010001010110|0000|0001 0x10BCA45601
01|0000100|1110010|10010001001000|0000|0011 0x109CA44803
01|0000101|1011100|10100111000100|1111|0010 0x10B729C4F2
01|0000100|1110010|11001001011011|0100|1010 0x109CB25B4A
01|0000100|1011100|11100100110010|0110|0011 0x1097393263
01|0000100|1110010|11100101101011|1001|0010 0x109CB96B92
01|0000110|0100100|10000010100000|0001|1001 0x10C920A019
01|0001001|1011100|11111010101100|0100|1010 0x11373EAC4A
00|1100111|01010111|10001000010101010|1110 0x0CEAF10AAE
00|1100111|01011101|10000110100000011|1110 0x0CEBB0D03E
00|1100010|01100110|10001011001110001|0110 0x0C4CD16716
00|1100010|01100110|10000111010101110|1000 0x0C4CD0EAE8
00|1100111|01110001|10000110101110001|1011 0x0CEE30D71B
00|1100010|01110101|10000110110000010|0000 0x0C4EB0D820
BX 010 Event : 3
01|0000000|1110010|10010101000101|0000|0100 0x101CA54504
01|0000011|0001110|11000111111001|0011|0000 0x1063B1F930
01|0000100|1110010|10001011011110|1110|1001 0x109CA2DEE9
01|0000100|1110010|10001101011000|1111|0011 0x109CA358F3
01|0000100|1011100|10011110000101|1010|1001 0x10972785A9
01|0000100|1110010|11001000100110|0100|1010 0x109CB2264A
01|0000101|1110010|11110001101111|0000|1010 0x10BCBC6F0A
01|0000100|1110010|11101011101101|1101|0011 0x109CBAEDD3
01|0000110|0100100|10101001001010|1111|1001 0x10C92A4AF9
01|0000110|0001110|10111001000111|1011|0011 0x10C3AE47B3
00|1100010|00010011|10001100011010100|0100 0x0C42718D44
00|1100011|00010011|11011111111001110|0001 0x0C627BFCE1
00|1100111|00011110|11010101000110011|0111 0x0CE3DAA337
00|1100010|01100001|11011011101101110|1000 0x0C4C3B76E8
00|1100010|01100001|11011011001111011|0000 0x0C4C3B67B0
00|1100010|01100001|11011010101111001|1000 0x0C4C3B5798
00|1100010|01100001|11011001111001110|0010 0x0C4C3B3CE2
00|1100010|01100001|11011001101101111|0001 0x0C4C3B36F1
