BX 000 Event : 1
00|0000000|0100100|00110100100001|1110|1001 0x00090D21E9
00|0000011|1110010|00000100011011|0100|0011 0x007C811B43
00|0000010|1110010|00001000110010|0110|1000 0x005C823268
00|0000010|1011100|00010001011000|1101|0011 0x00570458D3
00|0000010|1110010|01101101110110|0100|0010 0x005C9B7642
00|0000100|0100100|00010001101000|1110|1010 0x00890468EA
00|0000100|0001101|00111010011010|0111|0010 0x00834E9A72
00|0000110|1011100|00000001100000|0010|1100 0x00D700602C
00|0000110|1110010|00011000000000|0011|1010 0x00DC86003A
00|0000111|1110010|00110111011111|1011|1010 0x00FC8DDFBA
00|0000111|1110010|01110011000000|0110|1010 0x00FC9CC06A
00|0000111|1011100|01111111101100|0000|1001 0x00F71FEC09
00|0001000|0001101|01000100000101|0110|0011 0x0103510563
00|0001001|0100100|01000111111011|1010|1001 0x012911FBA9
00|0001000|0100100|01010001111000|0001|1100 0x010914781C
00|0001000|0100100|01110001000001|1011|1011 0x01091C41BB
00|0001000|0100100|01110001001100|1011|0011 0x01091C4CB3
01|0000000|0001110|01011111000011|0011|0010 0x100397C332
01|0000000|0001110|01011110011010|0011|0000 0x1003979A30
01|0000000|0100100|01101110001001|1101|0010 0x10091B89D2
01|0000010|1110011|01000101000101|1010|0000 0x105CD145A0
01|0000010|1110011|01011101010010|0110|1011 0x105CD7526B
01|0000010|1011100|01100000110100|1010|1001 0x10571834A9
01|0000101|0001110|00100101010001|1011|0011 0x10A38951B3
01|0000100|0100100|01001000000100|0000|1010 0x108912040A
01|0000101|0100100|01111100111110|0011|0011 0x10A91F3E33
01|0000111|1011100|00101000011000|0000|0011 0x10F70A1803
01|0000111|1011100|01011111011000|0111|0010 0x10F717D872
01|0000111|1110011|01011110110100|1001|0001 0x10FCD7B491
01|0000110|1110011|01100111000101|1110|0011 0x10DCD9C5E3
01|0000110|1110011|01110010001000|0101|0011 0x10DCDC8853
01|0000110|1110011|01110010010111|0101|0010 0x10DCDC9752
01|0001000|0100100|01001000100010|1011|0010 0x11091222B2
01|0001000|0001110|01011110110011|1100|0001 0x110397B3C1
BX 001 Event : 2
00|0000000|0001101|00010001110111|1100|1001 0x00034477C9
00|0000001|0100100|00111110111011|0010|1010 0x00290FBB2A
00|0000001|0100100|01000100000001|0101|0010 0x0029110152
00|0000001|0100100|01001000011010|0111|1010 0x0029121A7A
00|0000001|0001101|01001000010010|1001|1010 0x002352129A
00|0000000|0100100|01111111000111|0100|0011 0x00091FC743
00|0000011|1110010|00101100111001|1110|1010 0x007C8B39EA
00|0000011|1110010|00110011101001|0001|1011 0x007C8CE91B
00|0000010|1110010|00101011000011|1101|1000 0x005C8AC3D8
00|0000011|1011100|01001100100100|0000|0010 0x0077132402
00|0000011|1011100|01000111111100|1110|1010 0x007711FCEA
00|0000100|0001101|00111000111100|0110|1000 0x00834E3C68
00|0000100|0001101|00110100010001|0011|1001 0x00834D1139
00|0000100|0001101|00101101100100|0000|1001 0x00834B6409
00|0000101|0100100|01001010110110|0010|0100 0x00A912B624
00|0000101|0001101|01100111101100|0101|1011 0x00A359EC5B
00|0000100|0100100|01111011110011|0010|1011 0x00891EF32B
00|0000111|1011100|01011010011110|0100|0011 0x00F7169E43
00|0000110|1011100|01010101110111|0000|0000 0x00D7157700
00|0000110|1011100|01001101011010|1100|0100 0x00D7135AC4
00|0001001|0001101|00111101001111|0001|1011 0x01234F4F1B
00|0001001|0001101|00110011011011|1011|0011 0x01234CDBB3
01|0000000|0100100|00000011000101|0010|1001 0x100900C529
01|0000001|0001110|00100101111111|0101|1001 0x1023897F59
01|0000001|0100100|01000011011000|0100|0010 0x102910D842
01|0000001|0100100|01000110111010|0110|1011 0x102911BA6B
01|0000000|0001110|01011011101000|0001|1010 0x100396E81A
01|0000010|1110011|00011011010010|0000|1001 0x105CC6D209
01|0000010|1011100|00101001101111|1010|0000 0x10570A6FA0
01|0000010|1011100|00101001001101|1010|1010 0x10570A4DAA
01|0000011|1110011|01010101000000|0010|0001 0x107CD54021
01|0000100|0001110|00000101111000|0101|0000 0x1083817850
01|0000101|0100100|00001010110001|1010|0010 0x10A902B1A2
01|0000100|0100100|00011011010011|0011|0010 0x108906D332
01|0000101|0001110|00111010011110|0111|0000 0x10A38E9E70
01|0000100|0001110|00100100100100|1011|0011 0x10838924B3
01|0000101|0100100|00111011000011|1001|0000 0x10A90EC390
01|0000100|0100100|00111111111000|1100|0011 0x10890FF8C3
01|0000101|0001110|01010111011101|1100|0001 0x10A395DDC1
01|0000100|0001110|01100001100001|0001|1010 0x108398611A
01|0000100|0001110|01011101000110|1111|0011 0x10839746F3
01|0000100|0001110|01011001011110|1101|1010 0x1083965EDA
01|0000100|0001110|01011001011000|1101|0000 0x10839658D0
01|0000101|0100100|01111010000010|0001|1010 0x10A91E821A
01|0000111|1011100|01001110000101|1100|0010 0x10F71385C2
01|0000111|1011100|01111010001011|1100|1010 0x10F71E8BCA
01|0000110|1011100|01111011010100|1101|0100 0x10D71ED4D4
01|0001000|0100100|00101110010111|0101|0010 0x11090B9752
01|0001001|0100100|01011010011101|0111|0001 0x1129169D71
BX 010 Event : 3
00|0000000|0100100|00001101001111|0111|0000 0x0009034F70
00|0000001|0001101|00011001001001|1111|1001 0x00234649F9
00|0000000|0001101|00001101101101|1010|1000 0x0003436DA8
00|0000011|1110010|00101101000011|1110|1010 0x007C8B43EA
00|0000010|1011100|01011001001100|0111|0010 0x0057164C72
00|0000010|1110010|01011001000101|1010|0011 0x005C9645A3
00|0000100|0100100|01000100101101|1111|0011 0x0089112DF3
00|0000110|1011100|00110001111100|0110|0011 0x00D70C7C63
00|0001000|0001101|00010000101101|0000|1010 0x0103442D0A
00|0001000|0001101|00110100011110|1100|0000 0x01034D1EC0
00|0001000|0001101|00110100011000|1100|1000 0x01034D18C8
00|0001000|0001101|01100101111111|0001|0010 0x0103597F12
00|0001000|0001101|01100000001000|1101|0011 0x01035808D3
01|0000001|0100100|00001100110111|0111|1011 0x102903377B
01|0000001|0001110|00100111110101|0110|0000 0x102389F560
01|0000001|0100100|00101101110011|1011|0011 0x10290B73B3
01|0000100|0001110|00100101001100|1011|1000 0x1083894CB8
01|0000101|0100100|00111101010010|1011|0011 0x10A90F52B3
01|0000110|1110011|00110111110001|1100|0010 0x10DCCDF1C2
01|0000110|1011100|01111101001100|1111|1001 0x10D71F4CF9
01|0001001|0100100|00000001111100|0011|1000 0x1129007C38
01|0001000|0100100|01111111011111|0100|0001 0x11091FDF41
