BX = 000 Event : 0
0x00 0000000|110|0|0100|101|10100|1 0x018969
0x01 0000001|110|0|0100|100|10100|1 0x038929
0x02 0000010|110|0|0101|101|10100|1 0x058b69
0x03 0000011|110|0|0101|101|10100|1 0x078b69
0x04 0000100|110|0|0100|100|10100|1 0x098929
0x05 0000101|110|0|0100|100|10100|1 0x0b8929
0x06 0001000|110|1|1000|111|10011|1 0x11b1e7
0x07 0001010|110|0|0100|100|10100|1 0x158929
0x08 0001011|110|0|0101|100|10100|1 0x178b29
