BX = 000 Event : 0
0x00 0000000|101|1|1000|001|10100|1 0x017069
0x01 0000001|101|1|1000|001|10100|1 0x037069
0x02 0000010|101|1|1000|010|10100|1 0x0570a9
0x03 0000011|110|0|0001|010|10100|1 0x0782a9
0x04 0000100|101|1|1000|001|10100|1 0x097069
0x05 0000101|101|1|1000|001|10100|1 0x0b7069
0x06 0001000|110|0|0011|011|10011|1 0x1186e7
0x07 0001001|110|0|0011|100|10011|1 0x138727
0x08 0001010|101|1|1000|001|10100|1 0x157069
0x09 0001011|101|1|1000|001|10100|1 0x177069
