BX = 000 Event : 0
0x00 1001100|000011000011|01100011101100|111 0x98186c767
0x01 1001110|000001010110|01110001011110|101 0x9c0ace2f5
0x02 1010000|111110111111|01111111000100|010 0xa1f7efe22
0x03 1010101|111101111100|01101101101001|000 0xabef8db48
0x04 1010101|111101101100|01101111111001|001 0xabed8dfc9
0x05 1010101|111110001000|01101100110100|111 0xabf10d9a7
0x06 1010110|111101100011|01110010010111|110 0xadec6e4be
0x07 1001100|111100111001|01101001110100|111 0x99e72d3a7
0x08 1001110|111100000101|01101010011000|010 0x9de0ad4c2
0x09 1001111|111100011101|01110011101010|010 0x9fe3ae752
0x0a 1111101|011111100110|01101000001111|000 0xfafccd078
0x0b 0010111|011111011111|01110000010000|111 0x2efbee087
0x0c 1101111|011111101010|01101110000100|001 0xdefd4dc21
0x0d 1101011|011111101100|01111100000011|111 0xd6fd8f81f
0x0e 0011001|011111011111|01110000101011|010 0x32fbee15a
0x0f 1111001|011111101000|01101110110010|110 0xf2fd0dd96
0x10 1100000|011111101111|01100011100110|010 0xc0fdec732
0x11 0010011|001011101111|01101010011001|011 0x265ded4cb
0x12 0000000|011010110110|01101010011101|001 0x00d6cd4e9
0x13 0000110|011010110101|01111010100100|010 0x0cd6af522
0x14 0010001|001011110001|01110110001111|011 0x225e2ec7b
0x15 0011101|001000001101|01100111010100|111 0x3a41acea7
0x16 0001010|010110101101|01111000000001|001 0x14b5af009
0x17 0100100|000110110011|01111101001100|010 0x48366fa62
0x18 0011001|010000010000|01101110010001|001 0x32820dc89
0x19 1111000|000110000101|01111101110010|111 0xf030afb97
0x1a 1110101|000110001001|01111101111111|001 0xea312fbf9
0x1b 0010101|000101101010|01111001010000|110 0x2a2d4f286
0x1c 0001001|000100100111|01110100001111|111 0x1224ee87f
0x1d 1110111|000100111011|01111101000000|010 0xee276fa02
0x1e 0000101|000100101011|01110111110111|101 0x0a256efbd
0x1f 0001100|011011000101|01111101001101|110 0x18d8afa6e
0x20 0000100|001100010000|10000000000001|110 0x08621000e
0x21 1111011|001100010101|01111111011010|010 0xf662afed2
0x22 0001000|000110011001|01111101110011|010 0x10332fb9a
