BX = 000 Event : 1
0x00 0001000|0001110 0x040E
0x01 0001000|0001111 0x040F
BX = 001 Event : 2
0x00 0000100|1000001 0x0241
0x01 0000100|1000010 0x0242
0x02 0000101|1000010 0x02C2
0x03 0100001|0110111 0x10B7
BX = 010 Event : 3
0x00 0000011|0101011 0x01AB
0x01 0000011|0110001 0x01B1
0x02 0100101|0100111 0x12A7
BX = 011 Event : 4
BX = 100 Event : 5
0x00 0000000|0111000 0x0038
0x01 0000001|0111000 0x00B8
0x02 0000010|0111000 0x0138
BX = 101 Event : 6
0x00 0001110|0000101 0x0705
0x01 0001111|0000101 0x0785
0x02 0010010|0000101 0x0905
BX = 110 Event : 7
0x00 0000101|0110111 0x02B7
0x01 0000111|0110111 0x03B7
0x02 0001000|0110111 0x0437
BX = 111 Event : 8
0x00 0001110|0001111 0x070F
BX = 000 Event : 9
0x00 0000010|1000100 0x0144
0x01 0000010|1000101 0x0145
0x02 0000101|1000100 0x02C4
0x03 0000101|1001100 0x02CC
0x04 0000110|1000100 0x0344
0x05 0000110|1000101 0x0345
0x06 0000110|1001100 0x034C
0x07 0000111|1001100 0x03CC
0x08 0001001|1001100 0x04CC
0x09 0101101|0100010 0x16A2
0x0a 1000101|0110101 0x22B5
BX = 001 Event : 10
BX = 010 Event : 11
0x00 0000001|0111111 0x00BF
0x01 0000001|1000001 0x00C1
0x02 0100011|0110011 0x11B3
BX = 011 Event : 12
0x00 0000000|0110001 0x0031
0x01 0000000|0110111 0x0037
0x02 0001010|0111001 0x0539
0x03 0001010|0111010 0x053A
0x04 0001010|0111101 0x053D
0x05 0001011|0111101 0x05BD
0x06 0101000|0110001 0x1431
0x07 0101011|0110111 0x15B7
BX = 100 Event : 13
0x00 0000001|0101000 0x00A8
0x01 0001110|0010010 0x0712
0x02 0001110|0010011 0x0713
BX = 101 Event : 14
0x00 0000000|0111101 0x003D
0x01 0000000|0110111 0x0037
0x02 0000000|0111111 0x003F
0x03 0000000|1000000 0x0040
0x04 0000000|1000100 0x0044
0x05 0000000|1000101 0x0045
0x06 0000100|0111111 0x023F
0x07 0000100|1000000 0x0240
0x08 0000100|1000101 0x0245
0x09 0000110|1000111 0x0347
0x0a 0000110|1001000 0x0348
0x0b 0000110|1010000 0x0350
0x0c 0011010|0011011 0x0D1B
0x0d 0101100|0111101 0x163D
0x0e 0101100|0110111 0x1637
0x0f 0101100|0111111 0x163F
0x10 0101100|1000000 0x1640
0x11 0101110|0111101 0x173D
0x12 0101110|0110111 0x1737
0x13 0101110|0111111 0x173F
0x14 0101110|1000000 0x1740
BX = 110 Event : 15
0x00 0000000|1000100 0x0044
0x01 0000000|1001001 0x0049
0x02 0000001|1000010 0x00C2
0x03 0000001|1000100 0x00C4
0x04 0000011|1001001 0x01C9
0x05 0000011|1001011 0x01CB
BX = 111 Event : 16
0x00 0001011|0001110 0x058E
BX = 000 Event : 17
0x00 0000010|0110100 0x0134
0x01 0000110|0110100 0x0334
0x02 0101110|0110011 0x1733
0x03 0101111|0101101 0x17AD
0x04 0110000|0101101 0x182D
0x05 0110000|0110011 0x1833
BX = 001 Event : 18
0x00 0000100|0101011 0x022B
0x01 0000101|0101011 0x02AB
0x02 0000101|0110000 0x02B0
0x03 0000101|0110001 0x02B1
0x04 0001001|0101011 0x04AB
0x05 0001001|0110000 0x04B0
0x06 0001001|0110001 0x04B1
0x07 0001010|0101011 0x052B
0x08 0001010|0110000 0x0530
0x09 0001010|0110001 0x0531
BX = 010 Event : 19
0x00 0000000|0110000 0x0030
0x01 0000000|0110100 0x0034
0x02 0000001|0110000 0x00B0
0x03 0000001|0110100 0x00B4
0x04 0000001|0110101 0x00B5
0x05 0001101|0010001 0x0691
0x06 0001101|0010101 0x0695
BX = 011 Event : 20
0x00 0000000|0110010 0x0032
0x01 0000000|0110011 0x0033
0x02 0000000|0110110 0x0036
0x03 0000001|0110010 0x00B2
0x04 0000001|0110011 0x00B3
0x05 0000001|0110100 0x00B4
0x06 0000001|0110110 0x00B6
0x07 0000010|0110010 0x0132
0x08 0000010|0110110 0x0136
0x09 0101010|0110010 0x1532
0x0a 0101010|0110110 0x1536
BX = 100 Event : 21
0x00 0000101|0111001 0x02B9
0x01 0000111|0111001 0x03B9
0x02 0001011|0111001 0x05B9
0x03 0001100|0111001 0x0639
BX = 101 Event : 22
0x00 0000001|0101110 0x00AE
0x01 0000001|0101111 0x00AF
BX = 110 Event : 23
BX = 111 Event : 24
0x00 0010001|0010000 0x0890
0x01 0100100|0011100 0x121C
BX = 000 Event : 25
0x00 0010000|0001001 0x0809
BX = 001 Event : 26
0x00 0010010|0011001 0x0919
0x01 0010100|0011001 0x0A19
0x02 0010100|0100000 0x0A20
0x03 0010101|0011001 0x0A99
0x04 0010101|0100000 0x0AA0
0x05 0010101|0100001 0x0AA1
0x06 0010110|0100000 0x0B20
0x07 0010110|0100001 0x0B21
0x08 0011010|0100001 0x0D21
0x09 0011110|0100111 0x0F27
BX = 010 Event : 27
0x00 0000111|0001001 0x0389
0x01 0010000|0010100 0x0814
