BX = 000 Event : 1
0x00 0000011|0111001 0x01B9
0x01 0000011|0111010 0x01BA
0x02 0000011|0111100 0x01BC
0x03 0000011|0111101 0x01BD
BX = 001 Event : 2
0x00 0010000|0011110 0x081E
0x01 0010111|0100101 0x0BA5
0x02 0011111|0110101 0x0FB5
0x03 0011111|0111000 0x0FB8
0x04 0100001|0110101 0x10B5
0x05 0100001|0111000 0x10B8
BX = 010 Event : 3
0x00 0100001|0100000 0x10A0
BX = 011 Event : 4
0x00 0000011|1010110 0x01D6
0x01 0000011|1011011 0x01DB
BX = 100 Event : 5
0x00 0000010|0111010 0x013A
0x01 0001001|0001111 0x048F
BX = 101 Event : 6
0x00 0101110|0101100 0x172C
0x01 0101111|0101100 0x17AC
BX = 110 Event : 7
0x00 0000000|0101001 0x0029
0x01 0000001|0101001 0x00A9
0x02 0000010|0101001 0x0129
BX = 111 Event : 8
BX = 000 Event : 9
0x00 0001001|1010101 0x04D5
BX = 001 Event : 10
BX = 010 Event : 11
BX = 011 Event : 12
BX = 100 Event : 13
BX = 101 Event : 14
0x00 0000000|0111110 0x003E
0x01 0000110|1001101 0x034D
0x02 0000110|1001110 0x034E
0x03 0100100|0100111 0x1227
0x04 0100100|0101000 0x1228
0x05 0100100|0101001 0x1229
0x06 0100100|0101011 0x122B
0x07 0100100|0110000 0x1230
0x08 0100100|0110001 0x1231
0x09 0101001|0100111 0x14A7
0x0a 0101001|0101000 0x14A8
0x0b 0101001|0101001 0x14A9
0x0c 0101001|0101011 0x14AB
0x0d 0101001|0110000 0x14B0
0x0e 0101001|0110001 0x14B1
0x0f 0101100|0101011 0x162B
0x10 0101100|0110000 0x1630
0x11 0101110|0110000 0x1730
0x12 0101110|0111110 0x173E
BX = 110 Event : 15
0x00 0000111|1010000 0x03D0
0x01 0000111|1010001 0x03D1
BX = 111 Event : 16
0x00 0001011|0001111 0x058F
0x01 0001011|0010010 0x0592
BX = 000 Event : 17
0x00 0000010|0110111 0x0137
0x01 0000110|0110111 0x0337
BX = 001 Event : 18
0x00 0000000|0000011 0x0003
0x01 0000100|0001001 0x0209
0x02 0000100|0101010 0x022A
0x03 0000101|0001001 0x0289
0x04 0000101|0101010 0x02AA
0x05 0001010|0001001 0x0509
0x06 0001010|0101010 0x052A
0x07 0011111|0010110 0x0F96
0x08 0100001|0010110 0x1096
BX = 010 Event : 19
BX = 011 Event : 20
0x00 0000000|0110111 0x0037
0x01 0000001|0110111 0x00B7
0x02 0000010|0000001 0x0101
0x03 0000010|0110111 0x0137
0x04 0001001|0111100 0x04BC
0x05 0001111|0001011 0x078B
0x06 0010001|0001110 0x088E
0x07 0010001|0010011 0x0893
0x08 0010001|0010100 0x0894
0x09 0010010|0010100 0x0914
0x0a 0010010|0010110 0x0916
0x0b 0101010|0000001 0x1501
0x0c 0101010|0110111 0x1537
BX = 100 Event : 21
0x00 0001000|0000111 0x0407
0x01 0001000|0111010 0x043A
0x02 0001011|0000111 0x0587
0x03 0001011|0111010 0x05BA
BX = 101 Event : 22
BX = 110 Event : 23
0x00 0000100|1000100 0x0244
0x01 0001110|0001010 0x070A
0x02 0100001|0100111 0x10A7
0x03 0100100|0100111 0x1227
0x04 0100100|0101000 0x1228
BX = 111 Event : 24
BX = 000 Event : 25
0x00 0001100|0000110 0x0606
0x01 0001100|1000010 0x0642
0x02 0100111|0011101 0x139D
0x03 0101001|0011101 0x149D
BX = 001 Event : 26
0x00 0000010|0000011 0x0103
0x01 0001100|0001000 0x0608
0x02 0001100|0001001 0x0609
0x03 0001100|0001010 0x060A
0x04 0001100|0010001 0x0611
0x05 0001110|0001001 0x0709
0x06 0001110|0001010 0x070A
0x07 0001110|0010001 0x0711
0x08 0011010|0100011 0x0D23
0x09 0011110|0101000 0x0F28
0x0a 0100100|0111000 0x1238
0x0b 0100100|0111011 0x123B
BX = 010 Event : 27
BX = 011 Event : 28
0x00 0000101|0111001 0x02B9
BX = 100 Event : 29
BX = 101 Event : 30
0x00 0001100|0000110 0x0606
0x01 0001100|0000111 0x0607
0x02 0011010|0010110 0x0D16
0x03 0011010|0011000 0x0D18
0x04 0011011|0010110 0x0D96
BX = 110 Event : 31
0x00 0100110|0010110 0x1316
BX = 111 Event : 32
BX = 000 Event : 33
BX = 001 Event : 34
0x00 0000101|0110011 0x02B3
0x01 0011000|0001111 0x0C0F
0x02 0101010|0101001 0x1529
0x03 0101010|0101010 0x152A
BX = 010 Event : 35
0x00 0001001|0111101 0x04BD
0x01 0001001|0111110 0x04BE
0x02 0001001|1000000 0x04C0
0x03 0001001|1000100 0x04C4
0x04 0001010|0111101 0x053D
0x05 0001010|0111110 0x053E
0x06 0001010|1000000 0x0540
0x07 0001010|1000100 0x0544
0x08 0001110|1000100 0x0744
0x09 0100110|0100000 0x1320
BX = 011 Event : 36
0x00 0000000|0101110 0x002E
0x01 0000000|0101111 0x002F
0x02 0010100|0011001 0x0A19
0x03 0011111|0101110 0x0FAE
0x04 0011111|0101111 0x0FAF
BX = 100 Event : 37
0x00 0001101|0010000 0x0690
0x01 0001101|0010010 0x0692
0x02 0001101|0010101 0x0695
0x03 0010000|0010010 0x0812
0x04 0010000|0010101 0x0815
0x05 0010001|0010010 0x0892
0x06 0010001|0010101 0x0895
0x07 0101110|0110111 0x1737
0x08 0101110|0111001 0x1739
0x09 0110000|0110111 0x1837
BX = 101 Event : 38
0x00 0001000|0000100 0x0404
0x01 0010110|0001010 0x0B0A
0x02 1000001|0110010 0x20B2
BX = 110 Event : 39
0x00 0100110|0100101 0x1325
0x01 0100110|0101011 0x132B
BX = 111 Event : 40
0x00 0010101|0011001 0x0A99
BX = 000 Event : 41
0x00 0000011|0111001 0x01B9
0x01 0001110|0001010 0x070A
BX = 001 Event : 42
0x00 0001011|0001010 0x058A
0x01 0010001|0010010 0x0892
0x02 0010001|0010110 0x0896
0x03 0010011|0010110 0x0996
BX = 010 Event : 43
0x00 0001111|0000101 0x0785
0x01 0001111|0001001 0x0789
BX = 011 Event : 44
BX = 100 Event : 45
0x00 0001011|0010001 0x0591
BX = 101 Event : 46
0x00 0000010|1001010 0x014A
0x01 0000101|1001010 0x02CA
0x02 0000111|1001010 0x03CA
0x03 0001000|1001010 0x044A
0x04 0010100|0001111 0x0A0F
0x05 0100010|0100010 0x1122
0x06 0100011|0100010 0x11A2
BX = 110 Event : 47
0x00 0011011|0011101 0x0D9D
BX = 111 Event : 48
0x00 0000101|0111010 0x02BA
0x01 0000111|0111010 0x03BA
0x02 0001000|0111010 0x043A
BX = 000 Event : 49
0x00 0010101|0010110 0x0A96
BX = 001 Event : 50
0x00 0001000|0001100 0x040C
0x01 0001001|0001100 0x048C
0x02 0001011|0001100 0x058C
0x03 0010101|0010011 0x0A93
0x04 0010110|0011101 0x0B1D
0x05 0010111|0011101 0x0B9D
BX = 010 Event : 51
BX = 011 Event : 52
0x00 0000111|0101111 0x03AF
0x01 0001001|0101111 0x04AF
0x02 0001101|0001010 0x068A
0x03 0001101|0001101 0x068D
BX = 100 Event : 53
BX = 101 Event : 54
0x00 0001011|0001101 0x058D
0x01 0011111|0100100 0x0FA4
BX = 110 Event : 55
0x00 0100001|0011100 0x109C
BX = 111 Event : 56
0x00 0010001|0000110 0x0886
0x01 0010011|0000101 0x0985
0x02 0010011|0000110 0x0986
0x03 0010011|0000111 0x0987
0x04 0010100|0000101 0x0A05
0x05 0010100|0000110 0x0A06
0x06 0010100|0000111 0x0A07
BX = 000 Event : 57
0x00 0001111|0011000 0x0798
0x01 0011100|0100111 0x0E27
BX = 001 Event : 58
0x00 0000100|0110101 0x0235
0x01 0001010|0110101 0x0535
0x02 0010100|0000111 0x0A07
0x03 0010111|0000111 0x0B87
BX = 010 Event : 59
0x00 0000111|0111000 0x03B8
0x01 0001111|0001111 0x078F
0x02 0010111|0010101 0x0B95
0x03 0010111|0010111 0x0B97
BX = 011 Event : 60
BX = 100 Event : 61
0x00 0001100|0010000 0x0610
BX = 101 Event : 62
0x00 0000001|0100110 0x00A6
0x01 0000101|0100110 0x02A6
0x02 0001000|0100110 0x0426
0x03 0001001|0100110 0x04A6
0x04 0001101|0110010 0x06B2
BX = 110 Event : 63
0x00 0110111|0100010 0x1BA2
BX = 111 Event : 64
0x00 0001111|0001011 0x078B
0x01 0001111|0001101 0x078D
BX = 000 Event : 65
0x00 0000101|0110010 0x02B2
0x01 0001000|0110010 0x0432
0x02 0001111|0010000 0x0790
BX = 001 Event : 66
0x00 0000000|0111101 0x003D
0x01 0000001|0111101 0x00BD
BX = 010 Event : 67
0x00 0001010|1011010 0x055A
0x01 0001010|1011100 0x055C
BX = 011 Event : 68
0x00 0000011|1000011 0x01C3
0x01 0101011|0000000 0x1580
0x02 0101011|0110101 0x15B5
0x03 0101100|0110101 0x1635
BX = 100 Event : 69
0x00 0001110|0010001 0x0711
BX = 101 Event : 70
BX = 110 Event : 71
0x00 0000000|0110001 0x0031
0x01 0000110|0110000 0x0330
0x02 0000110|0110001 0x0331
0x03 0000110|0110011 0x0333
0x04 0001001|0110001 0x04B1
0x05 0001001|0110011 0x04B3
0x06 0010101|0011010 0x0A9A
BX = 111 Event : 72
BX = 000 Event : 73
BX = 001 Event : 74
