BX = 000 Event : 1
0x00 0000111|1000000 0x03C0
BX = 001 Event : 2
0x00 0011100|0110001 0x0E31
0x01 0011100|0110010 0x0E32
0x02 0011101|0110001 0x0EB1
0x03 0011101|0110010 0x0EB2
0x04 0011110|0110001 0x0F31
0x05 0011110|0110010 0x0F32
0x06 0011110|0111010 0x0F3A
0x07 0100000|0110001 0x1031
0x08 0100000|0110010 0x1032
BX = 010 Event : 3
0x00 0000100|0110101 0x0235
0x01 0000101|0101111 0x02AF
0x02 0000101|0110011 0x02B3
0x03 0000101|0110101 0x02B5
BX = 011 Event : 4
0x00 0000101|1011010 0x02DA
0x01 0001001|1100010 0x04E2
0x02 0001001|1100011 0x04E3
0x03 0110110|1010010 0x1B52
BX = 100 Event : 5
0x00 0000100|0111011 0x023B
0x01 0000100|0111100 0x023C
0x02 0000100|0111101 0x023D
0x03 0000100|0111110 0x023E
0x04 0000100|1000100 0x0244
0x05 0011111|0011010 0x0F9A
BX = 101 Event : 6
0x00 0101100|0100110 0x1626
BX = 110 Event : 7
0x00 0000011|0110011 0x01B3
0x01 0100111|0101111 0x13AF
BX = 111 Event : 8
0x00 0000001|0101110 0x00AE
0x01 0000011|0110100 0x01B4
0x02 0000011|0110101 0x01B5
0x03 0000101|0110100 0x02B4
BX = 000 Event : 9
0x00 0000100|1001000 0x0248
0x01 0010100|0010101 0x0A15
BX = 001 Event : 10
0x00 0001101|0000011 0x0683
BX = 010 Event : 11
0x00 0001010|0010010 0x0512
0x01 0001100|0010001 0x0611
0x02 0001101|0010010 0x0692
0x03 0100001|0101111 0x10AF
BX = 011 Event : 12
0x00 0000001|0111000 0x00B8
0x01 0010001|1000001 0x08C1
0x02 0010001|1000010 0x08C2
BX = 100 Event : 13
0x00 0010011|0100000 0x09A0
BX = 101 Event : 14
0x00 0000101|1000110 0x02C6
0x01 0001010|0001111 0x050F
0x02 0001111|0010010 0x0792
0x03 0100110|0101111 0x132F
0x04 0100110|0110101 0x1335
0x05 0100111|0101111 0x13AF
BX = 110 Event : 15
0x00 0010100|0010011 0x0A13
0x01 0010100|0010110 0x0A16
0x02 0010110|0010011 0x0B13
0x03 0010110|0010110 0x0B16
BX = 111 Event : 16
BX = 000 Event : 17
0x00 0000100|0111010 0x023A
0x01 0000111|0111010 0x03BA
0x02 0000111|0111101 0x03BD
0x03 0011111|0100100 0x0FA4
0x04 0100011|0100100 0x11A4
0x05 0100100|0100100 0x1224
BX = 001 Event : 18
0x00 0001000|0101111 0x042F
0x01 0100111|0011110 0x139E
BX = 010 Event : 19
BX = 011 Event : 20
0x00 0100111|0110001 0x13B1
BX = 100 Event : 21
0x00 0000011|0110111 0x01B7
0x01 0000110|0110111 0x0337
BX = 101 Event : 22
0x00 0011010|0001011 0x0D0B
0x01 0011010|0001100 0x0D0C
BX = 110 Event : 23
0x00 0000000|0110100 0x0034
0x01 0000001|0110100 0x00B4
0x02 0000011|0110100 0x01B4
0x03 0001011|1001011 0x05CB
0x04 0001011|1001100 0x05CC
0x05 0001011|1001110 0x05CE
0x06 0100111|0110100 0x13B4
BX = 111 Event : 24
BX = 000 Event : 25
BX = 001 Event : 26
0x00 0000110|1001101 0x034D
0x01 0000111|1001101 0x03CD
0x02 0001000|0001100 0x040C
0x03 0011000|0100010 0x0C22
BX = 010 Event : 27
0x00 0000000|0101010 0x002A
0x01 0110101|0101010 0x1AAA
BX = 011 Event : 28
0x00 0100101|0100001 0x12A1
0x01 0100101|0100010 0x12A2
0x02 0100111|0100010 0x13A2
0x03 0100111|0100111 0x13A7
0x04 0101000|0100010 0x1422
0x05 0101000|0100111 0x1427
BX = 100 Event : 29
BX = 101 Event : 30
0x00 0000101|0100000 0x02A0
0x01 0000101|0100010 0x02A2
0x02 0000101|0100011 0x02A3
BX = 110 Event : 31
BX = 111 Event : 32
BX = 000 Event : 33
BX = 001 Event : 34
0x00 0000000|0101111 0x002F
0x01 0000000|0110000 0x0030
0x02 0000000|0110001 0x0031
0x03 0000001|0101111 0x00AF
0x04 0000001|0110000 0x00B0
0x05 0000001|0110001 0x00B1
0x06 0000010|0110000 0x0130
0x07 0000010|0110001 0x0131
0x08 0000011|0110101 0x01B5
0x09 0101100|0101111 0x162F
0x0a 0101101|0101111 0x16AF
BX = 010 Event : 35
0x00 0000010|0110001 0x0131
0x01 0000011|0110001 0x01B1
BX = 011 Event : 36
0x00 0011001|0011110 0x0C9E
BX = 100 Event : 37
0x00 0000001|1000011 0x00C3
0x01 0000001|1000100 0x00C4
BX = 101 Event : 38
0x00 0000010|0110101 0x0135
0x01 0000010|0110111 0x0137
0x02 0000111|0110101 0x03B5
BX = 110 Event : 39
0x00 0010100|0010011 0x0A13
0x01 0010110|0010011 0x0B13
0x02 0011000|0011001 0x0C19
BX = 111 Event : 40
0x00 0000010|0101100 0x012C
0x01 0000010|0110001 0x0131
0x02 0000010|0110011 0x0133
0x03 0010010|0011000 0x0918
0x04 0011111|0100011 0x0FA3
0x05 0100100|0100110 0x1226
0x06 0100100|0100111 0x1227
BX = 000 Event : 41
0x00 0000001|0111101 0x00BD
0x01 0000010|0111101 0x013D
0x02 0000100|0111101 0x023D
BX = 001 Event : 42
BX = 010 Event : 43
0x00 0000001|1001101 0x00CD
0x01 0001011|0000110 0x0586
0x02 0001011|1010010 0x05D2
0x03 0010000|0000110 0x0806
0x04 0010110|0001100 0x0B0C
0x05 0010110|0011001 0x0B19
0x06 0010110|0011011 0x0B1B
0x07 0010111|0011001 0x0B99
0x08 0010111|0011011 0x0B9B
0x09 0011000|0011001 0x0C19
0x0a 0011000|0011011 0x0C1B
0x0b 0011001|0011001 0x0C99
0x0c 0011001|0011011 0x0C9B
0x0d 0011010|0011001 0x0D19
BX = 011 Event : 44
0x00 0100100|0101110 0x122E
0x01 0100100|0101111 0x122F
BX = 100 Event : 45
0x00 0001100|0010100 0x0614
0x01 0001111|0011010 0x079A
0x02 0001111|0011110 0x079E
0x03 0010001|0011010 0x089A
0x04 0010001|0011110 0x089E
0x05 0010101|0100001 0x0AA1
BX = 101 Event : 46
0x00 0001110|1010000 0x0750
0x01 0001110|1010001 0x0751
0x02 0010001|1010001 0x08D1
0x03 0010001|0001101 0x088D
0x04 0111110|1001001 0x1F49
BX = 110 Event : 47
0x00 0011101|0100001 0x0EA1
BX = 111 Event : 48
0x00 0000000|0110001 0x0031
0x01 0000011|0110001 0x01B1
BX = 000 Event : 49
0x00 0000111|0100100 0x03A4
0x01 0010011|0001110 0x098E
0x02 0010011|0001111 0x098F
BX = 001 Event : 50
0x00 0000000|0110111 0x0037
0x01 0000000|0110101 0x0035
0x02 0000000|0111000 0x0038
0x03 0000111|1001001 0x03C9
BX = 010 Event : 51
BX = 011 Event : 52
0x00 0001000|0110010 0x0432
0x01 0001000|0110011 0x0433
0x02 0001000|0110100 0x0434
BX = 100 Event : 53
0x00 0000011|0110110 0x01B6
0x01 0000100|0110110 0x0236
0x02 0110001|0101101 0x18AD
0x03 0110100|0101101 0x1A2D
0x04 0110110|0101101 0x1B2D
0x05 0110110|0110000 0x1B30
BX = 101 Event : 54
0x00 0001100|0001100 0x060C
0x01 0100100|0110001 0x1231
0x02 0100101|0110001 0x12B1
0x03 0100110|0110001 0x1331
0x04 0100110|0110010 0x1332
BX = 110 Event : 55
0x00 0010001|0010001 0x0891
0x01 0010010|0010100 0x0914
0x02 0010011|0010100 0x0994
BX = 111 Event : 56
0x00 0001001|0101110 0x04AE
0x01 0001001|0110001 0x04B1
0x02 0001001|0110101 0x04B5
0x03 0001001|0110110 0x04B6
0x04 0001011|0101110 0x05AE
0x05 0001011|0110001 0x05B1
0x06 0001011|0110101 0x05B5
0x07 0001011|0110110 0x05B6
0x08 0010101|0001000 0x0A88
BX = 000 Event : 57
BX = 001 Event : 58
0x00 0000001|0101100 0x00AC
0x01 0000011|0110111 0x01B7
0x02 0001000|0110110 0x0436
0x03 0001000|0110111 0x0437
0x04 0001000|0111110 0x043E
0x05 0001001|0111110 0x04BE
0x06 0010011|0111110 0x09BE
BX = 010 Event : 59
BX = 011 Event : 60
0x00 0000011|1001010 0x01CA
0x01 0000100|1001010 0x024A
0x02 0000100|1001110 0x024E
0x03 0000110|1001110 0x034E
0x04 0001110|0010110 0x0716
0x05 0001111|0010110 0x0796
0x06 0010010|0010110 0x0916
0x07 0101111|0110101 0x17B5
0x08 0101111|0110110 0x17B6
0x09 0110000|0110101 0x1835
0x0a 0110000|0110110 0x1836
0x0b 0110010|0111101 0x193D
BX = 100 Event : 61
0x00 0000001|0100101 0x00A5
0x01 0000001|0100110 0x00A6
0x02 0000100|0101011 0x022B
0x03 0000101|0101011 0x02AB
0x04 0000110|0101010 0x032A
0x05 0000110|0101011 0x032B
0x06 0011011|0011101 0x0D9D
BX = 101 Event : 62
0x00 0000010|0101011 0x012B
0x01 0000010|0101101 0x012D
0x02 0000111|0101011 0x03AB
0x03 0000111|0101101 0x03AD
0x04 0000111|0101111 0x03AF
0x05 0001011|0101111 0x05AF
BX = 110 Event : 63
0x00 0000001|0101100 0x00AC
0x01 0000011|0101100 0x01AC
0x02 0000100|0101100 0x022C
0x03 0000101|0101100 0x02AC
0x04 0000111|0101100 0x03AC
0x05 0010010|0000101 0x0905
0x06 0010101|0000101 0x0A85
0x07 0010101|0010000 0x0A90
0x08 0011001|0010000 0x0C90
BX = 111 Event : 64
0x00 0110001|0110000 0x18B0
0x01 0110100|0110000 0x1A30
0x02 0110100|0110100 0x1A34
BX = 000 Event : 65
BX = 001 Event : 66
BX = 010 Event : 67
0x00 0001011|1010101 0x05D5
BX = 011 Event : 68
0x00 0000001|1000001 0x00C1
0x01 0000001|1000010 0x00C2
0x02 0000001|1000100 0x00C4
0x03 0000100|1000001 0x0241
0x04 0000100|1000010 0x0242
0x05 0000100|1000100 0x0244
0x06 0000100|1000111 0x0247
0x07 0000100|1001000 0x0248
0x08 0000111|1001011 0x03CB
0x09 0001000|1001011 0x044B
0x0a 0100100|0100110 0x1226
0x0b 0100101|0100110 0x12A6
BX = 100 Event : 69
BX = 101 Event : 70
0x00 0001010|0001100 0x050C
0x01 0001010|0001101 0x050D
BX = 110 Event : 71
BX = 111 Event : 72
0x00 0000001|0110111 0x00B7
0x01 0001101|0001101 0x068D
0x02 0010011|0010010 0x0992
0x03 0011010|0010010 0x0D12
BX = 000 Event : 73
0x00 0000010|0110111 0x0137
0x01 0000110|0110111 0x0337
BX = 001 Event : 74
0x00 0000011|1000001 0x01C1
0x01 0000011|1000010 0x01C2
0x02 0001001|1000010 0x04C2
0x03 0001001|1001001 0x04C9
0x04 0001001|1001010 0x04CA
0x05 0001011|1001001 0x05C9
0x06 0001011|1001010 0x05CA
0x07 0011111|0011010 0x0F9A
BX = 010 Event : 75
0x00 0010110|0100110 0x0B26
0x01 0010110|0100111 0x0B27
0x02 0011001|0101110 0x0CAE
0x03 0100001|0110010 0x10B2
BX = 011 Event : 76
BX = 100 Event : 77
BX = 101 Event : 78
0x00 0000101|0110011 0x02B3
0x01 0000101|0110101 0x02B5
0x02 0001010|0111000 0x0538
0x03 0001010|0111100 0x053C
0x04 0001010|0111111 0x053F
0x05 0100101|0101000 0x12A8
0x06 0100101|0101100 0x12AC
BX = 110 Event : 79
0x00 0000111|0110111 0x03B7
0x01 0011010|0010010 0x0D12
0x02 0101101|0100011 0x16A3
BX = 111 Event : 80
0x00 0000000|0110010 0x0032
0x01 0000001|0110010 0x00B2
0x02 0000011|0110010 0x01B2
0x03 0001000|0111010 0x043A
BX = 000 Event : 81
0x00 0001001|0001111 0x048F
0x01 0001101|0001111 0x068F
BX = 001 Event : 82
BX = 010 Event : 83
0x00 0000001|1001100 0x00CC
0x01 0001011|0001001 0x0589
0x02 0010000|0100010 0x0822
0x03 0101011|0111101 0x15BD
BX = 011 Event : 84
0x00 0000101|0101100 0x02AC
0x01 0001000|0101100 0x042C
0x02 0001000|0101111 0x042F
0x03 0001111|0110001 0x07B1
0x04 0010011|0001110 0x098E
0x05 0010011|0001111 0x098F
BX = 100 Event : 85
0x00 0110011|0101010 0x19AA
BX = 101 Event : 86
BX = 110 Event : 87
BX = 111 Event : 88
BX = 000 Event : 89
0x00 0000001|0101001 0x00A9
0x01 0000001|0101101 0x00AD
BX = 001 Event : 90
0x00 0000001|0110100 0x00B4
0x01 0000001|0110101 0x00B5
BX = 010 Event : 91
0x00 0000000|0111000 0x0038
0x01 0000101|0111110 0x02BE
0x02 0000101|1000000 0x02C0
0x03 0011100|0100111 0x0E27
0x04 0011111|0100111 0x0FA7
0x05 0011111|0101000 0x0FA8
0x06 0101111|0111000 0x17B8
BX = 011 Event : 92
0x00 0000010|0111000 0x0138
0x01 0000010|0111011 0x013B
BX = 100 Event : 93
0x00 0100101|0101101 0x12AD
BX = 101 Event : 94
0x00 0011101|0100001 0x0EA1
0x01 0011110|0100001 0x0F21
0x02 0100110|0101100 0x132C
BX = 110 Event : 95
0x00 0000010|0110101 0x0135
BX = 111 Event : 96
0x00 0000110|0111101 0x033D
0x01 0001001|0111101 0x04BD
