BX = 000 Event : 1
2 3 0111110|100|0101 0x1F45
3 0 1000011|010|0001 0x21A1
3 1 1000100|101|0001 0x2251
3 2 1000101|101|0001 0x22D1
3 3 1000110|100|0011 0x2343
3 4 1001000|101|0011 0x2453
3 5 1001010|100|0011 0x2543
4 0 0000101|101|0111 0x02D7
4 1 0100011|000|0010 0x1182
5 0 0000110|110|0000 0x0360
5 1 0001110|100|0100 0x0744
7 0 0011001|000|0010 0x0C82
7 1 0011010|000|0010 0x0D02
7 2 0011100|000|0111 0x0E07
BX = 100 Event : 5
1 0 0101010|010|0111 0x1527
2 0 0101101|001|0101 0x1695
2 1 0110000|101|0111 0x1857
3 0 0010101|101|0100 0x0AD4
3 1 0011010|101|0101 0x0D55
3 2 0100000|100|0111 0x1047
3 3 0110010|101|0001 0x1951
3 4 0110100|000|0011 0x1A03
3 5 0110110|010|0011 0x1B23
3 6 0110111|000|0011 0x1B83
5 0 0000001|110|0000 0x00E0
5 1 0000011|100|0010 0x01C2
5 2 0000100|110|0010 0x0262
5 3 0000110|101|0011 0x0353
5 4 0000111|000|0011 0x0383
5 5 0001001|010|0100 0x04A4
6 0 0001110|001|0000 0x0710
6 1 0001111|000|0000 0x0780
6 2 0010000|000|0011 0x0803
BX = 101 Event : 6
3 0 0010100|001|0101 0x0A15
3 1 0010101|010|0111 0x0AA7
3 2 0010110|010|0111 0x0B27
3 3 0100010|101|0011 0x1153
5 0 0000100|101|0000 0x0250
5 1 0000111|010|0010 0x03A2
BX = 110 Event : 7
1 0 0100101|001|0100 0x1294
3 0 0011001|100|0100 0x0CC4
3 1 0011101|001|0101 0x0E95
3 2 0011110|100|0111 0x0F47
5 0 0000011|110|0010 0x01E2
5 1 0001011|101|0110 0x05D6
6 0 0001111|100|0011 0x07C3
6 1 0010000|001|0011 0x0813
7 0 0010100|100|0111 0x0A47
7 1 0010101|000|0111 0x0A87
7 2 0010110|001|0111 0x0B17
BX = 111 Event : 8
0 0 0010101|001|0101 0x0A95
2 0 0011000|100|0011 0x0C43
3 0 0001101|010|0100 0x06A4
3 1 0010000|100|0111 0x0847
3 2 0011010|000|0000 0x0D00
4 0 0000001|010|0111 0x00A7
5 0 0000100|010|0001 0x0221
5 1 0000110|010|0011 0x0323
BX = 000 Event : 9
0 0 0101001|000|0000 0x1480
0 1 0101011|000|0101 0x1585
1 0 0101100|001|0001 0x1611
1 1 0101101|101|0100 0x16D4
1 2 0101110|001|0100 0x1714
1 3 0101111|100|0100 0x17C4
1 4 0110011|101|0111 0x19D7
2 0 0111000|001|0111 0x1C17
3 0 0111001|100|0001 0x1CC1
3 1 0111010|101|0001 0x1D51
3 2 0111011|010|0010 0x1DA2
3 3 0111100|101|0010 0x1E52
3 4 0111101|010|0011 0x1EA3
4 0 0000001|000|0100 0x0084
4 1 0000100|000|0111 0x0207
4 2 0011110|101|0000 0x0F50
4 3 0011111|001|0000 0x0F90
4 4 0100000|100|0000 0x1040
4 5 0100111|000|0011 0x1383
4 6 0101000|000|0011 0x1403
5 0 0001110|101|0110 0x0756
6 0 0010000|101|0011 0x0853
7 0 0010110|100|0010 0x0B42
7 1 0011001|000|0111 0x0C87
BX = 001 Event : 10
1 0 0010100|101|0111 0x0A57
2 0 0010101|100|0001 0x0AC1
3 0 0001111|000|0111 0x0787
3 1 0011000|101|0011 0x0C53
5 0 0000010|101|0110 0x0156
6 0 0000110|000|0110 0x0306
7 0 0000111|000|0010 0x0382
7 1 0001000|000|0111 0x0407
7 2 0001001|001|0111 0x0497
BX = 010 Event : 11
1 0 0010110|001|0100 0x0B14
2 0 0011010|001|0001 0x0D11
2 1 0011011|101|0001 0x0DD1
3 0 0011110|001|0000 0x0F10
3 1 0011111|101|0000 0x0FD0
4 0 0000001|001|0110 0x0096
4 1 0010100|010|0010 0x0A22
5 0 0000110|000|0101 0x0305
5 1 0000111|100|0110 0x03C6
6 0 0001000|100|0000 0x0440
6 1 0001010|001|0011 0x0513
6 2 0001011|100|0011 0x05C3
6 3 0001100|001|0110 0x0616
6 4 0001110|101|0110 0x0756
6 5 0010000|001|0110 0x0816
7 0 0010001|100|0111 0x08C7
BX = 011 Event : 12
1 0 0101011|001|0001 0x1591
1 1 0101111|001|0111 0x1797
3 0 0010100|100|0100 0x0A44
3 1 0011000|001|0101 0x0C15
3 2 0011001|100|0110 0x0CC6
3 3 0011010|101|0110 0x0D56
3 4 0111000|010|0011 0x1C23
4 0 0000100|010|0101 0x0225
4 1 0100001|000|0010 0x1082
4 2 0100010|000|0010 0x1102
4 3 0100100|010|0011 0x1223
4 4 0100101|101|0011 0x12D3
BX = 100 Event : 13
1 0 0011001|100|0100 0x0CC4
2 0 0011010|001|0100 0x0D14
3 0 0001110|010|0111 0x0727
3 1 0001111|010|0111 0x07A7
3 2 0010000|010|0111 0x0827
3 3 0011110|100|0001 0x0F41
4 0 0010100|101|0011 0x0A53
6 0 0000100|000|0000 0x0200
6 1 0000111|100|0000 0x03C0
7 0 0001001|100|0010 0x04C2
7 1 0001010|100|0010 0x0542
BX = 101 Event : 14
0 0 0010101|100|0101 0x0AC5
1 0 0010110|101|0100 0x0B54
2 0 0011010|110|0110 0x0D66
2 1 0011011|010|0110 0x0DA6
2 2 0011100|000|0111 0x0E07
2 3 0011110|101|0111 0x0F57
2 4 0011111|001|0111 0x0F97
3 0 0010001|000|0101 0x0885
3 1 0010010|000|0110 0x0906
3 2 0100000|001|0000 0x1010
3 3 0100010|100|0011 0x1143
3 4 0100011|101|0011 0x11D3
3 5 0100100|000|0011 0x1203
4 0 0000001|010|0100 0x00A4
4 1 0000100|000|0110 0x0206
5 0 0000101|101|0000 0x02D0
5 1 0000110|110|0000 0x0360
5 2 0000111|001|0010 0x0392
5 3 0001000|101|0100 0x0454
6 0 0001010|101|0000 0x0550
6 1 0001011|101|0011 0x05D3
6 2 0001100|100|0110 0x0646
BX = 110 Event : 15
0 0 0011111|001|0000 0x0F90
1 0 0100010|001|0100 0x1114
1 1 0100100|001|0111 0x1217
3 0 0011000|000|0101 0x0C05
3 1 0011010|000|0111 0x0D07
3 2 0011100|101|0111 0x0E57
4 0 0000110|101|0101 0x0355
4 1 0011110|101|0010 0x0F52
5 0 0001100|110|0010 0x0662
6 0 0010010|000|0110 0x0906
BX = 111 Event : 16
0 0 0101000|000|0101 0x1405
1 0 0101010|000|0001 0x1501
2 0 0101100|000|0010 0x1602
2 1 0101110|001|0100 0x1714
2 2 0101111|100|0111 0x17C7
2 3 0110000|110|0111 0x1867
3 0 0110100|001|0010 0x1A12
3 1 0110101|110|0010 0x1AE2
4 0 0000010|100|0100 0x0144
4 1 0000011|010|0100 0x01A4
4 2 0001001|000|0110 0x0486
4 3 0001011|100|0111 0x05C7
4 4 0011110|101|0001 0x0F51
4 5 0100010|100|0011 0x1143
4 6 0100011|010|0011 0x11A3
4 7 0100100|010|0011 0x1223
5 0 0001111|110|0010 0x07E2
6 0 0010010|000|0011 0x0903
7 0 0010111|000|0010 0x0B82
BX = 000 Event : 17
1 0 0011011|101|0001 0x0DD1
1 1 0011101|000|0001 0x0E81
2 0 0100111|001|0010 0x1392
2 1 0101010|101|0011 0x1553
2 2 0101011|010|0100 0x15A4
2 3 0101101|000|0110 0x1686
3 0 0010001|000|0110 0x0886
4 0 0000001|101|0101 0x00D5
4 1 0000010|001|0101 0x0115
5 0 0000110|010|0010 0x0322
5 1 0000111|010|0011 0x03A3
6 0 0001010|001|0011 0x0513
BX = 001 Event : 18
1 0 0011101|001|0001 0x0E91
3 0 0010100|000|0100 0x0A04
3 1 0010110|010|0111 0x0B27
3 2 0100010|001|0000 0x1110
3 3 0100011|100|0000 0x11C0
4 0 0000001|100|0111 0x00C7
5 0 0000110|010|0010 0x0322
5 1 0000111|000|0010 0x0382
6 0 0001011|010|0000 0x05A0
7 0 0010000|000|0111 0x0807
BX = 010 Event : 19
0 0 0100011|100|0000 0x11C0
0 1 0100100|000|0000 0x1200
1 0 0100111|001|0100 0x1394
2 0 0101101|001|0111 0x1697
3 0 0011001|000|0110 0x0C86
3 1 0011010|100|0111 0x0D47
3 2 0110001|110|0011 0x18E3
4 0 0011110|101|0000 0x0F50
4 1 0100001|000|0011 0x1083
5 0 0000111|010|0011 0x03A3
6 0 0001001|000|0110 0x0486
BX = 011 Event : 20
2 0 0101110|010|0100 0x1724
2 1 0110000|010|0100 0x1824
3 0 0010101|001|0100 0x0A94
3 1 0110011|010|0000 0x19A0
3 2 0110100|010|0000 0x1A20
3 3 0110101|001|0000 0x1A90
3 4 0111001|010|0001 0x1CA1
4 0 0000101|010|0101 0x02A5
4 1 0011001|101|0001 0x0CD1
4 2 0011010|100|0001 0x0D41
4 3 0011100|100|0010 0x0E42
4 4 0011101|100|0010 0x0EC2
5 0 0001101|100|0110 0x06C6
6 0 0001111|101|0000 0x07D0
7 0 0010011|100|0010 0x09C2
BX = 100 Event : 21
0 0 0101000|000|0101 0x1405
2 0 0101100|010|0111 0x1627
3 0 0011111|100|0011 0x0FC3
4 0 0000000|000|0100 0x0004
4 1 0000001|101|0100 0x00D4
4 2 0000010|000|0100 0x0104
4 3 0000110|010|0110 0x0326
4 4 0000111|100|0111 0x03C7
4 5 0001000|010|0111 0x0427
5 0 0001101|101|0010 0x06D2
5 1 0010011|101|0100 0x09D4
7 0 0011011|000|0011 0x0D83
BX = 101 Event : 22
3 0 0011000|101|0111 0x0C57
3 1 0011001|100|0111 0x0CC7
3 2 0100101|010|0001 0x12A1
4 0 0000100|001|0101 0x0215
4 1 0000110|010|0111 0x0327
4 2 0001000|001|0111 0x0417
4 3 0011011|000|0001 0x0D81
5 0 0001001|010|0000 0x04A0
6 0 0001110|000|0110 0x0706
7 0 0010001|100|0010 0x08C2
7 1 0010010|001|0111 0x0917
BX = 110 Event : 23
1 0 0101001|001|0001 0x1491
1 1 0101011|000|0100 0x1584
1 2 0110000|001|0111 0x1817
1 3 0110001|000|0111 0x1887
2 0 0110011|001|0100 0x1994
2 1 0110111|000|0101 0x1B85
3 0 0011001|001|0101 0x0C95
3 1 0111011|010|0010 0x1DA2
4 0 0000001|100|0101 0x00C5
4 1 0000010|100|0110 0x0146
4 2 0000011|010|0111 0x01A7
4 3 0011110|001|0000 0x0F10
4 4 0011111|001|0001 0x0F91
5 0 0000110|001|0100 0x0314
6 0 0001111|101|0110 0x07D6
6 1 0010000|000|0110 0x0806
7 0 0010100|100|0010 0x0A42
BX = 111 Event : 24
0 0 0101100|001|0101 0x1615
1 0 0110000|101|0111 0x1857
1 1 0110001|100|0111 0x18C7
2 0 0110110|101|0111 0x1B57
3 0 0011111|101|0100 0x0FD4
3 1 0111000|000|0001 0x1C01
4 0 0000001|101|0100 0x00D4
4 1 0000110|000|0101 0x0305
5 0 0001010|001|0000 0x0510
5 1 0001011|010|0000 0x05A0
6 0 0001111|000|0000 0x0780
6 1 0010000|100|0000 0x0840
6 2 0010001|001|0110 0x0896
6 3 0010100|101|0110 0x0A56
7 0 0010111|001|0111 0x0B97
BX = 000 Event : 25
0 0 0101000|000|0101 0x1405
1 0 0101101|000|0111 0x1687
2 0 0101110|010|0010 0x1722
2 1 0101111|101|0111 0x17D7
2 2 0110000|010|0111 0x1827
3 0 0011111|001|0100 0x0F94
4 0 0000010|010|0100 0x0124
4 1 0000011|001|0100 0x0194
4 2 0000100|010|0101 0x0225
4 3 0000101|010|0101 0x02A5
4 4 0000110|110|0110 0x0366
4 5 0001000|110|0111 0x0467
4 6 0100100|001|0010 0x1212
5 0 0001011|110|0000 0x05E0
5 1 0001100|000|0000 0x0600
5 2 0001101|110|0001 0x06E1
7 0 0010111|000|0010 0x0B82
BX = 001 Event : 26
1 0 0110000|101|0001 0x1851
2 0 0110110|000|0010 0x1B02
2 1 0110111|001|0101 0x1B95
3 0 0111001|100|0000 0x1CC0
3 1 0111110|001|0010 0x1F12
3 2 0111111|001|0011 0x1F93
4 0 0000010|001|0110 0x0116
4 1 0000100|010|0110 0x0226
4 2 0000110|001|0111 0x0317
4 3 0100100|010|0001 0x1221
4 4 0100111|001|0001 0x1391
4 5 0101001|001|0010 0x1492
5 0 0000111|101|0001 0x03D1
5 1 0001000|010|0001 0x0421
5 2 0001010|001|0010 0x0512
5 3 0001110|101|0110 0x0756
6 0 0001111|101|0000 0x07D0
6 1 0010001|010|0000 0x08A0
BX = 010 Event : 27
1 0 0100011|001|0100 0x1194
1 1 0100101|001|0100 0x1294
1 2 0100111|101|0100 0x13D4
2 0 0101010|001|0101 0x1515
3 0 0011010|100|0101 0x0D45
3 1 0011011|100|0111 0x0DC7
4 0 0000011|001|0110 0x0196
4 1 0011100|000|0000 0x0E00
4 2 0011101|010|0000 0x0EA0
5 0 0001010|100|0110 0x0546
6 0 0001101|000|0011 0x0683
6 1 0001111|000|0110 0x0786
7 0 0010001|001|0010 0x0892
BX = 011 Event : 28
0 0 0011000|000|0000 0x0C00
0 1 0011010|000|0000 0x0D00
1 0 0011111|100|0001 0x0FC1
2 0 0100100|110|0110 0x1266
2 1 0100101|010|0110 0x12A6
3 0 0010000|101|0100 0x0854
3 1 0010001|001|0100 0x0894
4 0 0000001|010|0111 0x00A7
4 1 0010101|101|0011 0x0AD3
4 2 0010110|100|0011 0x0B43
4 3 0010111|000|0011 0x0B83
5 0 0000011|100|0010 0x01C2
5 1 0000100|101|0011 0x0253
5 2 0000101|000|0011 0x0283
5 3 0000111|000|0110 0x0386
7 0 0001101|000|0010 0x0682
BX = 100 Event : 29
0 0 0101110|100|0000 0x1740
0 1 0101111|100|0000 0x17C0
1 0 0110010|101|0001 0x1951
1 1 0110011|101|0100 0x19D4
2 0 0110100|001|0010 0x1A12
3 0 0011011|001|0011 0x0D93
3 1 0100011|000|0101 0x1185
3 2 0100100|000|0110 0x1206
3 3 0111011|001|0010 0x1D92
3 4 0111100|000|0010 0x1E02
3 5 0111101|001|0011 0x1E93
4 0 0101011|101|0000 0x15D0
5 0 0010000|001|0101 0x0815
6 0 0010111|100|0000 0x0BC0
6 1 0011000|101|0011 0x0C53
6 2 0011001|100|0110 0x0CC6
6 3 0011010|100|0110 0x0D46
BX = 101 Event : 30
1 0 0100100|000|0001 0x1201
2 0 0100110|000|0100 0x1304
2 1 0100111|010|0111 0x13A7
3 0 0011001|000|0110 0x0C86
3 1 0011010|100|0110 0x0D46
4 0 0000110|101|0111 0x0357
4 1 0000111|001|0111 0x0397
4 2 0001000|100|0111 0x0447
4 3 0100001|100|0010 0x10C2
5 0 0001100|101|0100 0x0654
5 1 0001101|101|0101 0x06D5
5 2 0001110|101|0101 0x0755
6 0 0010000|010|0000 0x0820
6 1 0010010|101|0110 0x0956
6 2 0010011|000|0110 0x0986
6 3 0010100|100|0110 0x0A46
BX = 110 Event : 31
1 0 0011100|101|0001 0x0E51
1 1 0011101|000|0001 0x0E81
1 2 0011110|000|0100 0x0F04
1 3 0011111|100|0111 0x0FC7
2 0 0100010|010|0101 0x1125
3 0 0100100|100|0000 0x1240
3 1 0100111|101|0011 0x13D3
4 0 0000010|000|0100 0x0104
4 1 0000011|001|0100 0x0194
4 2 0000100|000|0100 0x0204
4 3 0000101|000|0100 0x0284
4 4 0000110|100|0111 0x0347
5 0 0001000|100|0000 0x0440
5 1 0001011|010|0010 0x05A2
6 0 0001110|000|0000 0x0700
BX = 111 Event : 32
0 0 0010101|000|0101 0x0A85
1 0 0011000|100|0100 0x0C44
1 1 0011001|001|0111 0x0C97
2 0 0011100|101|0010 0x0E52
2 1 0011110|000|0111 0x0F07
3 0 0011111|001|0010 0x0F92
4 0 0000000|010|0101 0x0025
4 1 0000001|010|0101 0x00A5
5 0 0000100|101|0000 0x0250
5 1 0000101|001|0000 0x0290
5 2 0000110|001|0000 0x0310
5 3 0001000|100|0001 0x0441
5 4 0001010|010|0010 0x0522
BX = 000 Event : 33
0 0 0011110|100|0000 0x0F40
0 1 0100001|100|0000 0x10C0
1 0 0100011|100|0100 0x11C4
2 0 0100101|001|0100 0x1294
2 1 0100111|110|0101 0x13E5
2 2 0101000|101|0101 0x1455
3 0 0010010|000|0100 0x0904
3 1 0010110|001|0101 0x0B15
3 2 0010111|010|0110 0x0BA6
3 3 0011000|100|0110 0x0C46
3 4 0011010|001|0111 0x0D17
5 0 0000100|001|0101 0x0215
6 0 0000110|101|0000 0x0350
6 1 0000111|001|0110 0x0396
6 2 0001000|001|0110 0x0416
6 3 0001001|000|0110 0x0486
6 4 0001010|100|0110 0x0546
6 5 0001011|000|0110 0x0586
7 0 0001100|000|0010 0x0602
BX = 001 Event : 34
0 0 0101001|000|0000 0x1480
0 1 0101010|000|0101 0x1505
0 2 0101011|100|0101 0x15C5
1 0 0101101|000|0001 0x1681
1 1 0110010|001|0111 0x1917
2 0 0110100|001|0010 0x1A12
3 0 0010111|101|0101 0x0BD5
3 1 0011001|001|0110 0x0C96
3 2 0011010|101|0110 0x0D56
3 3 0011100|001|0111 0x0E17
3 4 0011101|001|0111 0x0E97
4 0 0000010|101|0100 0x0154
4 1 0000011|100|0100 0x01C4
4 2 0100010|100|0001 0x1141
4 3 0100111|101|0011 0x13D3
6 0 0010001|100|0011 0x08C3
6 1 0010011|001|0110 0x0996
BX = 010 Event : 35
2 0 0011100|000|0110 0x0E06
3 0 0010101|010|0111 0x0AA7
3 1 0010110|010|0111 0x0B27
3 2 0010111|010|0111 0x0BA7
4 0 0000100|100|0110 0x0246
4 1 0000101|101|0110 0x02D6
4 2 0000110|001|0111 0x0317
5 0 0000111|001|0000 0x0390
BX = 011 Event : 36
0 0 0010010|100|0000 0x0940
0 1 0010100|100|0101 0x0A45
1 0 0010111|100|0001 0x0BC1
1 1 0011000|001|0100 0x0C14
2 0 0011011|001|0010 0x0D92
2 1 0100001|100|0100 0x10C4
2 2 0100100|001|0110 0x1216
2 3 0100101|110|0111 0x12E7
3 0 0100111|010|0001 0x13A1
3 1 0101000|001|0001 0x1411
4 0 0000011|000|0110 0x0186
4 1 0001110|100|0001 0x0741
4 2 0010000|101|0010 0x0852
4 3 0010001|000|0011 0x0883
7 0 0000111|000|0010 0x0382
7 1 0001000|100|0111 0x0447
BX = 100 Event : 37
0 0 0010011|001|0101 0x0995
1 0 0010101|010|0111 0x0AA7
3 0 0001110|010|0100 0x0724
3 1 0010000|100|0111 0x0847
3 2 0011110|100|0011 0x0F43
4 0 0000001|010|0111 0x00A7
5 0 0000011|010|0001 0x01A1
6 0 0000110|001|0000 0x0310
6 1 0000111|001|0011 0x0393
BX = 101 Event : 38
4 0 0000100|101|0100 0x0254
4 1 0000101|101|0101 0x02D5
4 2 0000110|001|0111 0x0317
4 3 0000111|100|0111 0x03C7
4 4 0001000|101|0111 0x0457
5 0 0001010|000|0010 0x0502
7 0 0010000|001|0010 0x0812
7 1 0010001|000|0111 0x0887
BX = 110 Event : 39
2 0 0100011|100|0111 0x11C7
3 0 0010001|101|0100 0x08D4
3 1 0010010|010|0110 0x0926
4 0 0000001|101|0100 0x00D4
5 0 0000101|101|0011 0x02D3
6 0 0001010|101|0011 0x0553
BX = 111 Event : 40
1 0 0100100|100|0100 0x1244
3 0 0010110|101|0101 0x0B55
3 1 0101100|101|0000 0x1650
3 2 0101101|101|0001 0x16D1
4 0 0011100|100|0000 0x0E40
4 1 0011101|000|0000 0x0E80
4 2 0011111|001|0010 0x0F92
5 0 0000000|001|0001 0x0011
5 1 0000010|000|0011 0x0103
5 2 0000100|100|0100 0x0244
6 0 0001001|101|0011 0x04D3
7 0 0001111|100|0111 0x07C7
BX = 000 Event : 41
0 0 0100001|000|0101 0x1085
1 0 0100110|001|0001 0x1311
1 1 0100111|001|0100 0x1394
1 2 0101001|101|0111 0x14D7
3 0 0011010|101|0100 0x0D54
3 1 0110101|010|0001 0x1AA1
3 2 0110110|101|0001 0x1B51
3 3 0110111|101|0001 0x1BD1
3 4 0111000|101|0011 0x1C53
3 5 0111001|010|0011 0x1CA3
3 6 0111011|100|0011 0x1DC3
4 0 0000010|101|0100 0x0154
4 1 0000100|101|0111 0x0257
4 2 0011101|001|0001 0x0E91
5 0 0001100|101|0011 0x0653
5 1 0001101|100|0100 0x06C4
6 0 0010000|001|0011 0x0813
7 0 0010110|000|0111 0x0B07
7 1 0010111|001|0111 0x0B97
BX = 001 Event : 42
1 0 0011011|100|0100 0x0DC4
1 1 0011100|100|0100 0x0E44
1 2 0011101|101|0111 0x0ED7
1 3 0011111|100|0111 0x0FC7
2 0 0100000|000|0001 0x1001
2 1 0101001|010|0111 0x14A7
3 0 0010010|100|0100 0x0944
3 1 0010101|010|0111 0x0AA7
3 2 0101011|101|0011 0x15D3
4 0 0000100|000|0111 0x0207
5 0 0000101|010|0010 0x02A2
7 0 0001110|100|0011 0x0743
BX = 010 Event : 43
1 0 0100010|001|0100 0x1114
1 1 0100110|000|0111 0x1307
2 0 0101000|010|0010 0x1422
3 0 0010111|000|0100 0x0B84
3 1 0110011|110|0001 0x19E1
4 0 0000101|010|0111 0x02A7
5 0 0001011|001|0110 0x0596
6 0 0001100|001|0000 0x0610
6 1 0001101|000|0000 0x0680
6 2 0001110|100|0000 0x0740
6 3 0001111|101|0011 0x07D3
6 4 0010000|000|0011 0x0803
BX = 011 Event : 44
0 0 0100000|100|0000 0x1040
0 1 0100011|100|0101 0x11C5
2 0 0100110|101|0001 0x1351
2 1 0101001|000|0100 0x1484
2 2 0101010|101|0101 0x1555
2 3 0101011|100|0101 0x15C5
2 4 0110001|000|0111 0x1887
3 0 0010101|100|0110 0x0AC6
4 0 0010111|100|0000 0x0BC0
4 1 0011011|101|0000 0x0DD0
4 2 0011101|000|0010 0x0E82
6 0 0001101|001|0110 0x0696
BX = 100 Event : 45
0 0 0011111|100|0000 0x0FC0
1 0 0100011|101|0001 0x11D1
1 1 0100100|100|0001 0x1241
1 2 0100101|001|0001 0x1291
2 0 0101110|101|0001 0x1751
2 1 0101111|010|0100 0x17A4
3 0 0011010|010|0111 0x0D27
3 1 0110110|000|0000 0x1B00
4 0 0000001|001|0100 0x0094
5 0 0001111|101|0100 0x07D4
BX = 101 Event : 46
0 0 0101111|000|0000 0x1780
1 0 0110101|101|0100 0x1AD4
1 1 0110110|101|0100 0x1B54
1 2 0110111|001|0111 0x1B97
2 0 0111011|101|0100 0x1DD4
3 0 0100010|000|0100 0x1104
3 1 0100100|100|0101 0x1245
3 2 0100110|001|0110 0x1316
3 3 1000001|100|0010 0x20C2
3 4 1000010|001|0011 0x2113
4 0 0001000|001|0111 0x0417
4 1 0101000|001|0001 0x1411
4 2 0101011|100|0010 0x15C2
4 3 0101100|100|0011 0x1643
5 0 0001010|110|0000 0x0560
5 1 0001101|001|0010 0x0692
5 2 0010001|101|0101 0x08D5
5 3 0010011|101|0110 0x09D6
BX = 110 Event : 47
0 0 0100110|000|0000 0x1300
0 1 0101001|100|0101 0x14C5
1 0 0101010|101|0001 0x1551
1 1 0101100|000|0100 0x1604
1 2 0101110|100|0100 0x1744
1 3 0101111|000|0100 0x1784
1 4 0110000|101|0111 0x1857
2 0 0110100|110|0101 0x1A65
2 1 0110111|100|0111 0x1BC7
3 0 0010100|001|0100 0x0A14
3 1 0010101|100|0100 0x0AC4
3 2 0010110|000|0100 0x0B04
3 3 0010111|001|0100 0x0B94
4 0 0011100|101|0000 0x0E50
4 1 0011101|100|0000 0x0EC0
5 0 0000011|010|0000 0x01A0
5 1 0000100|000|0010 0x0202
5 2 0000101|001|0100 0x0294
5 3 0000110|001|0110 0x0316
6 0 0001000|100|0000 0x0440
6 1 0001001|001|0000 0x0490
7 0 0010001|001|0010 0x0892
BX = 111 Event : 48
1 0 0100110|000|0001 0x1301
3 0 0110001|101|0011 0x18D3
4 0 0000011|100|0110 0x01C6
4 1 0000101|100|0110 0x02C6
5 0 0000111|110|0000 0x03E0
5 1 0001010|101|0000 0x0550
5 2 0001100|110|0001 0x0661
5 3 0001101|101|0010 0x06D2
5 4 0010000|100|0100 0x0844
6 0 0010010|101|0000 0x0950
6 1 0010011|010|0000 0x09A0
6 2 0011000|101|0011 0x0C53
7 0 0011100|000|0111 0x0E07
BX = 000 Event : 49
0 0 0010111|100|0101 0x0BC5
1 0 0011000|101|0001 0x0C51
3 0 0100000|010|0010 0x1022
4 0 0010101|101|0001 0x0AD1
6 0 0001010|101|0000 0x0550
6 1 0001101|000|0011 0x0683
BX = 001 Event : 50
0 0 0010110|001|0000 0x0B10
2 0 0011010|101|0001 0x0D51
3 0 0011100|100|0000 0x0E40
3 1 0011101|100|0000 0x0EC0
3 2 0011110|101|0000 0x0F50
3 3 0011111|000|0001 0x0F81
4 0 0000010|000|0100 0x0104
4 1 0010001|101|0010 0x08D2
4 2 0010100|000|0011 0x0A03
5 0 0000100|010|0010 0x0222
5 1 0000101|001|0010 0x0292
6 0 0000110|010|0000 0x0320
6 1 0000111|001|0011 0x0393
6 2 0001000|000|0011 0x0403
6 3 0001011|101|0110 0x05D6
BX = 010 Event : 51
1 0 0011001|000|0100 0x0C84
3 0 0001100|100|0100 0x0644
3 1 0001101|000|0100 0x0684
3 2 0001111|101|0101 0x07D5
3 3 0010000|010|0101 0x0825
3 4 0010001|101|0110 0x08D6
3 5 0010010|010|0111 0x0927
3 6 0010011|000|0111 0x0987
3 7 0011111|000|0000 0x0F80
4 0 0000010|110|0111 0x0167
4 1 0000011|101|0111 0x01D7
4 2 0000100|000|0111 0x0207
4 3 0000101|101|0111 0x02D7
5 0 0000110|110|0000 0x0360
BX = 011 Event : 52
