BX = 000 Event : 1
00 010011000111|0010000|10000000100010|000 0x4C7210110
01 010011111011|0100010|10011100111100|000 0x4FB4539E0
02 010011110000|0100010|10000110101100|001 0x4F0450D61
03 010011000011|0100010|10100110101011|100 0x4C3454D5C
04 010010111001|0100010|10100110100011|001 0x4B9454D19
05 010011101011|1110001|10011100110101|000 0x4EBE339A8
06 010110111110|0100010|10111111111111|001 0x5BE457FF9
BX = 001 Event : 2
00 010011101011|0100010|10101010101100|001 0x4EB455561
01 010010101011|0100010|10110000101110|000 0x4AB456170
02 010011111110|1011110|10000011110110|100 0x4FEBD07B4
03 010011101110|1110001|10111010001110|101 0x4EEE37475
04 011000101100|0010000|10100101011110|101 0x62C214AF5
05 010111111001|0010000|10100010111110|100 0x5F92145F4
06 011000010001|0100010|10110001000011|001 0x611456219
BX = 010 Event : 3
00 010010100000|0100010|10101100100111|000 0x4A0455938
01 010111000110|0010000|10100000111111|100 0x5C62141FC
BX = 011 Event : 4
00 010010000100|0010000|10001001010101|001 0x4842112A9
01 010010101100|0100010|10010111010000|000 0x4AC452E80
02 010010001001|0100010|10010111000011|100 0x489452E1C
03 010001111001|0100010|10000011000101|000 0x479450628
04 010010101110|0010000|10111110000000|100 0x4AE217C04
05 010100100101|1011110|10001010101111|000 0x525BD1578
06 010101100100|1110001|10110011111010|001 0x564E367D1
07 010101011110|1110001|10101101110110|100 0x55EE35BB4
08 010101011000|1110001|10100101111000|101 0x558E34BC5
09 010101001001|1110001|10111001101101|101 0x549E3736D
0a 010100011111|1110001|10001010011110|101 0x51FE314F5
0b 010100001000|1011110|10111101101111|100 0x508BD7B7C
0c 011000110010|0100010|10101011010110|000 0x6324556B0
0d 010111110110|0100010|10101010100110|101 0x5F6455535
BX = 100 Event : 5
00 010100000000|0100010|10101100110011|000 0x500455998
01 010011101010|0100010|10010000110001|000 0x4EA452188
02 010010100110|0100010|10101111001010|000 0x4A6455E50
03 010101101100|1110001|10101010001100|100 0x56CE35464
04 010011110000|1110001|10101101001011|000 0x4F0E35A58
05 011000101000|0010000|10100111000100|001 0x628214E21
06 010111111111|0010000|10001101100101|100 0x5FF211B2C
BX = 101 Event : 6
00 010100000011|1011110|10001011111110|101 0x503BD17F5
01 011000101001|0100010|10110011101000|100 0x629456744
BX = 110 Event : 7
00 010011100011|0100010|10010110100001|100 0x4E3452D0C
01 010011001001|0100010|10101101011011|100 0x4C9455ADC
02 010010001000|0010000|10111010001010|100 0x488217454
03 010100010010|1011110|10001011100111|000 0x512BD1738
04 010011110100|1011110|10001100001101|101 0x4F4BD186D
05 010101110001|1110001|10100100010000|000 0x571E34880
06 010101010100|1110001|10011110111011|000 0x554E33DD8
07 010100011001|1110001|10011000110000|100 0x519E33184
08 010100010100|1110001|10001011110001|000 0x514E31788
09 010100000000|1110001|10010101101100|000 0x500E32B60
0a 010011111011|1110001|10001011110111|101 0x4FBE317BD
0b 011000001010|0010000|10100111000001|000 0x60A214E08
0c 011000010001|0100010|10100111001101|000 0x611454E68
BX = 111 Event : 8
00 010010101000|0010000|10001001111001|001 0x4A82113C9
01 010011001000|0100010|10100001100110|001 0x4C8454331
02 010010101101|0010000|10111111101000|100 0x4AD217F44
03 010010011010|0010000|10111111001000|100 0x49A217E44
BX = 000 Event : 9
