BX = 000 Event : 1
0x00 0001100|0010101 0x0615
0x01 0101010|0110100 0x1534
0x02 0101100|0110100 0x1634
0x03 1001101|0110001 0x26B1
BX = 001 Event : 2
0x00 0011010|0110111 0x0D37
0x01 0011010|0111000 0x0D38
0x02 0011101|0110111 0x0EB7
0x03 0011101|0111000 0x0EB8
0x04 0011101|0001101 0x0E8D
0x05 0101011|0101000 0x15A8
BX = 010 Event : 3
0x00 0001111|0010101 0x0795
BX = 011 Event : 4
0x00 0001001|0101010 0x04AA
0x01 0001011|0101010 0x05AA
0x02 0100011|0000010 0x1182
0x03 0100011|0000100 0x1184
0x04 0100011|0001100 0x118C
0x05 0100011|0001111 0x118F
0x06 0100011|1100010 0x11E2
0x07 0111000|1000011 0x1C43
0x08 0111111|1000011 0x1FC3
BX = 100 Event : 5
0x00 0011000|0111011 0x0C3B
0x01 0100111|0100111 0x13A7
0x02 0100111|0101000 0x13A8
0x03 0110000|0110010 0x1832
0x04 0110010|0110010 0x1932
BX = 101 Event : 6
0x00 0000101|0011000 0x0298
0x01 0000110|0011000 0x0318
0x02 0010010|0000110 0x0906
BX = 110 Event : 7
0x00 0001000|0010101 0x0415
0x01 0001010|0010101 0x0515
0x02 0001111|0011010 0x079A
0x03 0001111|0011100 0x079C
0x04 0011001|0111001 0x0CB9
0x05 0011010|0111001 0x0D39
0x06 0011011|0111001 0x0DB9
0x07 0011100|0111001 0x0E39
0x08 0110000|0111001 0x1839
BX = 111 Event : 8
BX = 000 Event : 9
0x00 0000100|0010101 0x0215
0x01 0000101|0011000 0x0298
0x02 0111001|1000000 0x1CC0
BX = 001 Event : 10
BX = 010 Event : 11
0x00 0010110|0100100 0x0B24
BX = 011 Event : 12
0x00 0001000|0011100 0x041C
0x01 0001000|0011101 0x041D
BX = 100 Event : 13
0x00 0000111|0100101 0x03A5
0x01 0001000|0100101 0x0425
0x02 0001101|0001000 0x0688
BX = 101 Event : 14
0x00 0010000|0000000 0x0800
BX = 110 Event : 15
0x00 0101010|0111011 0x153B
0x01 0101010|0111100 0x153C
BX = 111 Event : 16
0x00 0010010|0100111 0x0927
0x01 0011011|1001000 0x0DC8
0x02 0011100|1001000 0x0E48
BX = 000 Event : 17
0x00 0010001|0000100 0x0884
0x01 0010001|0111100 0x08BC
0x02 0010001|0111101 0x08BD
0x03 0010001|0001001 0x0889
0x04 0010001|0111110 0x08BE
0x05 0010101|0111100 0x0ABC
0x06 0010101|0111101 0x0ABD
0x07 0010101|0001001 0x0A89
0x08 0010101|0111110 0x0ABE
BX = 001 Event : 18
0x00 0000011|0001000 0x0188
0x01 0000011|0001100 0x018C
0x02 0010100|0101010 0x0A2A
0x03 0010100|0101100 0x0A2C
0x04 0010100|0101101 0x0A2D
0x05 0010100|0101110 0x0A2E
0x06 0010100|0101111 0x0A2F
BX = 010 Event : 19
0x00 0011001|0000010 0x0C82
0x01 0011001|0000011 0x0C83
0x02 0011001|0110010 0x0CB2
0x03 0011100|0000010 0x0E02
0x04 0011100|0000011 0x0E03
0x05 0011101|0000010 0x0E82
0x06 0011101|0000011 0x0E83
0x07 0011111|0000011 0x0F83
0x08 0101101|0101100 0x16AC
BX = 011 Event : 20
BX = 100 Event : 21
0x00 0000101|0010101 0x0295
0x01 0010100|0011011 0x0A1B
0x02 0100101|0110001 0x12B1
BX = 101 Event : 22
0x00 0011000|0001010 0x0C0A
0x01 0011000|0110110 0x0C36
0x02 0011000|0110111 0x0C37
0x03 0011001|0001010 0x0C8A
0x04 0011001|0110110 0x0CB6
0x05 0011001|0110111 0x0CB7
0x06 0100110|0101111 0x132F
0x07 0100110|0000000 0x1300
0x08 0101001|0101111 0x14AF
0x09 0101001|0000000 0x1480
BX = 110 Event : 23
0x00 0000001|0010101 0x0095
0x01 0000001|0011000 0x0098
0x02 0001111|0100011 0x07A3
0x03 0010110|1000101 0x0B45
0x04 0010110|0000011 0x0B03
0x05 0010110|0000100 0x0B04
0x06 0011001|0000011 0x0C83
0x07 0011001|0000100 0x0C84
0x08 0101100|0100101 0x1625
BX = 111 Event : 24
0x00 0011110|1000000 0x0F40
0x01 0100001|1000001 0x10C1
0x02 0100011|1000001 0x11C1
0x03 0101111|0110000 0x17B0
0x04 0101111|0110010 0x17B2
0x05 0110111|0111011 0x1BBB
0x06 0111000|0111011 0x1C3B
BX = 000 Event : 25
0x00 0000111|0011111 0x039F
0x01 0000111|0100000 0x03A0
0x02 0001111|0011111 0x079F
0x03 0001111|0100000 0x07A0
0x04 0100010|0000010 0x1102
0x05 0100010|0001100 0x110C
0x06 0100010|0111000 0x1138
0x07 0100010|0111001 0x1139
0x08 0100010|0111100 0x113C
0x09 0100010|0111101 0x113D
0x0a 0100010|0111110 0x113E
0x0b 0100010|0111111 0x113F
0x0c 0100011|0111101 0x11BD
0x0d 0100011|0111110 0x11BE
0x0e 0100011|0111111 0x11BF
0x0f 0100011|0001101 0x118D
BX = 001 Event : 26
0x00 0010000|0101100 0x082C
0x01 0101000|1001101 0x144D
BX = 010 Event : 27
0x00 0000111|0010101 0x0395
BX = 011 Event : 28
0x00 0000110|0010110 0x0316
0x01 0010110|0001011 0x0B0B
0x02 0010110|0111111 0x0B3F
0x03 0100001|0101000 0x10A8
BX = 100 Event : 29
0x00 0000100|0001100 0x020C
0x01 0000101|0001100 0x028C
0x02 0011100|0101100 0x0E2C
0x03 0100100|0101100 0x122C
0x04 0100101|0101100 0x12AC
BX = 101 Event : 30
0x00 0011001|0110101 0x0CB5
0x01 0100001|0110101 0x10B5
