BX = 000 Event : 1
0x00 0101001|0110100 0x14B4
0x01 0101011|0110100 0x15B4
0x02 0101101|0110100 0x16B4
BX = 001 Event : 2
0x00 0110011|0101110 0x19AE
BX = 010 Event : 3
0x00 0010000|0010101 0x0815
BX = 011 Event : 4
0x00 0000010|0001100 0x010C
0x01 0000010|1100011 0x0163
0x02 0000010|1100100 0x0164
BX = 100 Event : 5
0x00 0000000|0010000 0x0010
0x01 0000000|1000000 0x0040
0x02 0010100|0000111 0x0A07
0x03 0010100|0110110 0x0A36
0x04 0010100|0111000 0x0A38
0x05 0011100|0000111 0x0E07
0x06 0011100|0111000 0x0E38
0x07 0100001|0000111 0x1087
0x08 0110101|0110110 0x1AB6
0x09 0110101|0111000 0x1AB8
0x0a 0111000|0110110 0x1C36
0x0b 0111000|0111000 0x1C38
0x0c 0111000|0111011 0x1C3B
BX = 101 Event : 6
0x00 0010111|0000110 0x0B86
0x01 0011110|0100111 0x0F27
BX = 110 Event : 7
0x00 0000010|0001011 0x010B
0x01 0000010|0001100 0x010C
0x02 0000100|0001011 0x020B
0x03 0000100|0001100 0x020C
0x04 0000101|0001011 0x028B
0x05 0000101|0001100 0x028C
0x06 0000110|0001011 0x030B
0x07 0000110|0001100 0x030C
0x08 0100111|0101010 0x13AA
0x09 0100111|0101001 0x13A9
0x0a 0101001|0101101 0x14AD
BX = 111 Event : 8
0x00 0000011|0001111 0x018F
BX = 000 Event : 9
0x00 0001010|0011000 0x0518
0x01 0100011|1001101 0x11CD
0x02 0100011|1001110 0x11CE
0x03 0100011|1001111 0x11CF
BX = 001 Event : 10
BX = 010 Event : 11
0x00 0010111|0100100 0x0BA4
0x01 0010111|0100101 0x0BA5
0x02 0010111|0100110 0x0BA6
BX = 011 Event : 12
0x00 0011011|0111010 0x0DBA
0x01 0110101|0101011 0x1AAB
BX = 100 Event : 13
0x00 0000000|0010011 0x0013
0x01 0010001|0001011 0x088B
0x02 0010001|0001100 0x088C
0x03 0010001|0010011 0x0893
0x04 0010001|0111100 0x08BC
0x05 0010001|0111101 0x08BD
BX = 101 Event : 14
0x00 0011101|0101111 0x0EAF
0x01 0011101|0110011 0x0EB3
BX = 110 Event : 15
0x00 0010101|0111000 0x0AB8
0x01 0010111|0111000 0x0BB8
0x02 0101001|0110111 0x14B7
BX = 111 Event : 16
0x00 0011111|0001100 0x0F8C
BX = 000 Event : 17
0x00 0001111|0000101 0x0785
0x01 0001111|0111011 0x07BB
0x02 0010000|0000101 0x0805
0x03 0010000|0111011 0x083B
0x04 0010010|0000101 0x0905
0x05 0010010|0111011 0x093B
0x06 0010100|0000101 0x0A05
0x07 0010100|0111100 0x0A3C
0x08 0010100|0001001 0x0A09
0x09 0101110|0110000 0x1730
0x0a 0110010|0110000 0x1930
BX = 001 Event : 18
0x00 0000010|0001011 0x010B
BX = 010 Event : 19
0x00 0101010|0101000 0x1528
0x01 0101011|0101000 0x15A8
0x02 0101011|0101100 0x15AC
0x03 0101011|0101101 0x15AD
BX = 011 Event : 20
0x00 0011000|0001001 0x0C09
0x01 0011000|0001011 0x0C0B
0x02 0011000|1000011 0x0C43
0x03 0011000|1000101 0x0C45
0x04 0011000|1001001 0x0C49
0x05 0011011|0001001 0x0D89
0x06 0011011|0001011 0x0D8B
0x07 0011011|1000011 0x0DC3
0x08 0011011|1000101 0x0DC5
0x09 0011011|1000110 0x0DC6
0x0a 0011011|1001001 0x0DC9
0x0b 0011111|0001011 0x0F8B
0x0c 0111010|0111001 0x1D39
BX = 100 Event : 21
0x00 0100100|0110001 0x1231
BX = 101 Event : 22
BX = 110 Event : 23
0x00 0011100|1010000 0x0E50
0x01 0011101|1010000 0x0ED0
0x02 0100011|1010000 0x11D0
0x03 0100100|0010100 0x1214
0x04 0100101|0010100 0x1294
0x05 0100110|0010100 0x1314
0x06 0101101|0100101 0x16A5
BX = 111 Event : 24
0x00 0110010|0110101 0x1935
0x01 0110010|0110110 0x1936
0x02 0110010|0111000 0x1938
0x03 0110100|0110101 0x1A35
0x04 0110100|0110110 0x1A36
0x05 0110100|0111000 0x1A38
0x06 0110101|0110101 0x1AB5
0x07 0110101|0110110 0x1AB6
0x08 0110101|0111000 0x1AB8
BX = 000 Event : 25
0x00 0100000|0000010 0x1002
0x01 0100000|0001100 0x100C
0x02 0100000|0111000 0x1038
0x03 0100000|0111001 0x1039
0x04 0100001|0000010 0x1082
0x05 0100001|0001100 0x108C
0x06 0100001|0111000 0x10B8
0x07 0100001|0111001 0x10B9
0x08 0100001|0111111 0x10BF
0x09 0100110|0010101 0x1315
0x0a 0100110|0011000 0x1318
BX = 001 Event : 26
0x00 0000101|0010001 0x0291
0x01 0110001|0110001 0x18B1
0x02 0110001|0110010 0x18B2
0x03 0111011|1000101 0x1DC5
BX = 010 Event : 27
BX = 011 Event : 28
0x00 0001001|0100101 0x04A5
0x01 0001010|0100101 0x0525
0x02 0100000|0101000 0x1028
0x03 0100000|0101001 0x1029
0x04 0100000|0101010 0x102A
0x05 0101011|0110110 0x15B6
BX = 100 Event : 29
BX = 101 Event : 30
0x00 0001010|0010100 0x0514
0x01 0001010|0010101 0x0515
BX = 110 Event : 31
0x00 0000111|0010010 0x0392
0x01 0010111|1000110 0x0BC6
0x02 0010111|1000111 0x0BC7
0x03 0010111|1001000 0x0BC8
0x04 0100101|0111110 0x12BE
0x05 0100101|0111111 0x12BF
0x06 0100101|1000010 0x12C2
BX = 111 Event : 32
0x00 0001100|0010010 0x0612
0x01 0001100|0010011 0x0613
BX = 000 Event : 33
0x00 0000000|0010000 0x0010
0x01 0010100|0111100 0x0A3C
0x02 0010100|1000011 0x0A43
BX = 001 Event : 34
0x00 0000101|0011011 0x029B
0x01 0000101|0011101 0x029D
0x02 0000110|0011011 0x031B
0x03 0000110|0011101 0x031D
0x04 0001000|0011011 0x041B
0x05 0001000|0011101 0x041D
0x06 0011111|1000001 0x0FC1
0x07 0100101|1000001 0x12C1
0x08 0100110|1000001 0x1341
0x09 0110111|0000000 0x1B80
0x0a 0110111|0111101 0x1BBD
BX = 010 Event : 35
0x00 0011000|0001101 0x0C0D
0x01 0011000|0001111 0x0C0F
BX = 011 Event : 36
0x00 0001111|0001101 0x078D
BX = 100 Event : 37
0x00 0000100|0010011 0x0213
0x01 0000101|0010011 0x0293
0x02 0011111|0101010 0x0FAA
BX = 101 Event : 38
0x00 0011000|0000100 0x0C04
0x01 0011100|0000100 0x0E04
0x02 0011100|1000010 0x0E42
BX = 110 Event : 39
0x00 0011100|0010111 0x0E17
BX = 111 Event : 40
0x00 0000011|0010100 0x0194
0x01 0000101|0011000 0x0298
BX = 000 Event : 41
0x00 0101010|0111110 0x153E
BX = 001 Event : 42
0x00 0000010|0001010 0x010A
0x01 0000011|0001010 0x018A
0x02 0000011|0001011 0x018B
0x03 0010110|0001001 0x0B09
0x04 0100110|0101100 0x132C
BX = 010 Event : 43
0x00 0011011|1001011 0x0DCB
0x01 0011100|1001011 0x0E4B
BX = 011 Event : 44
0x00 0000100|0010101 0x0215
0x01 0011111|0001110 0x0F8E
BX = 100 Event : 45
BX = 101 Event : 46
0x00 0101001|0001011 0x148B
0x01 0101001|1001000 0x14C8
0x02 0101001|1001001 0x14C9
0x03 0101001|1001010 0x14CA
0x04 0101101|1001010 0x16CA
BX = 110 Event : 47
BX = 111 Event : 48
0x00 0100001|0111100 0x10BC
0x01 0100111|0101100 0x13AC
0x02 0101000|0101100 0x142C
BX = 000 Event : 49
0x00 0001001|0011001 0x0499
0x01 0001001|0011100 0x049C
0x02 0011110|0110111 0x0F37
BX = 001 Event : 50
BX = 010 Event : 51
0x00 0011100|0011101 0x0E1D
0x01 0100000|0100101 0x1025
0x02 0100001|0100101 0x10A5
BX = 011 Event : 52
0x00 0010001|0111011 0x08BB
0x01 0010010|0111011 0x093B
BX = 100 Event : 53
0x00 0000101|0010001 0x0291
0x01 0000101|0001100 0x028C
0x02 0000111|0001010 0x038A
0x03 0000111|0010001 0x0391
0x04 0000111|0001100 0x038C
0x05 0010001|0100001 0x08A1
0x06 0010011|0100001 0x09A1
0x07 0100001|0111101 0x10BD
0x08 0101111|0100110 0x17A6
BX = 101 Event : 54
0x00 0011011|1000010 0x0DC2
0x01 0101111|0111001 0x17B9
BX = 110 Event : 55
0x00 0000010|0001010 0x010A
0x01 0000010|0001100 0x010C
0x02 0000010|0001110 0x010E
0x03 0000010|0101110 0x012E
0x04 0001101|0010000 0x0690
0x05 0001111|0010000 0x0790
0x06 0001111|0010010 0x0792
0x07 0111000|0100101 0x1C25
0x08 0111000|0101000 0x1C28
BX = 111 Event : 56
0x00 0000100|0010110 0x0216
0x01 0000100|0011001 0x0219
0x02 0000100|0011010 0x021A
0x03 0000100|0011011 0x021B
0x04 0011011|0001011 0x0D8B
0x05 0011011|1001011 0x0DCB
0x06 0011100|0001011 0x0E0B
0x07 0011100|1001101 0x0E4D
BX = 000 Event : 57
0x00 0010000|0000000 0x0800
0x01 0010101|0001001 0x0A89
0x02 0010111|0001001 0x0B89
BX = 001 Event : 58
BX = 010 Event : 59
0x00 0101111|0111010 0x17BA
0x01 0110000|0111010 0x183A
BX = 011 Event : 60
0x00 0010100|0011001 0x0A19
0x01 0111000|0101001 0x1C29
0x02 0111010|0101001 0x1D29
BX = 100 Event : 61
0x00 0101000|0110100 0x1434
BX = 101 Event : 62
0x00 0010010|0010001 0x0911
0x01 0100100|0111011 0x123B
0x02 0100100|0111101 0x123D
0x03 0100110|0111101 0x133D
BX = 110 Event : 63
0x00 0001100|0011110 0x061E
0x01 0100011|0100011 0x11A3
0x02 0101100|0110001 0x1631
0x03 0101101|0110001 0x16B1
0x04 0101110|0110001 0x1731
BX = 111 Event : 64
BX = 000 Event : 65
0x00 0001111|0001000 0x0788
BX = 001 Event : 66
0x00 0000011|0001011 0x018B
0x01 0000011|0001100 0x018C
0x02 0000011|0001111 0x018F
0x03 0010011|0100011 0x09A3
0x04 0011011|0000101 0x0D85
0x05 0011100|0000101 0x0E05
0x06 0011111|0000101 0x0F85
0x07 0011111|0001011 0x0F8B
0x08 0100001|0001011 0x108B
0x09 0100001|0001100 0x108C
0x0a 0100001|0001111 0x108F
0x0b 0100111|0110111 0x13B7
BX = 010 Event : 67
0x00 0001100|0010011 0x0613
0x01 0001100|0011000 0x0618
0x02 0001101|0010011 0x0693
0x03 0001101|0011000 0x0698
0x04 0011001|0111100 0x0CBC
BX = 011 Event : 68
0x00 0001000|0011101 0x041D
0x01 0010110|0000000 0x0B00
0x02 0010110|0000110 0x0B06
0x03 0010110|0000111 0x0B07
0x04 0010110|1000111 0x0B47
0x05 0010110|1001000 0x0B48
0x06 0010110|1001100 0x0B4C
0x07 0010110|1001101 0x0B4D
0x08 0010110|1010000 0x0B50
0x09 0010110|1010011 0x0B53
0x0a 0101110|0000000 0x1700
0x0b 0101110|0000110 0x1706
0x0c 0101110|0000111 0x1707
0x0d 0101110|1000111 0x1747
0x0e 0101110|1001000 0x1748
0x0f 0101110|1001100 0x174C
0x10 0101110|1001101 0x174D
0x11 0101110|1010000 0x1750
0x12 0101110|1010011 0x1753
BX = 100 Event : 69
0x00 0000000|1001001 0x0049
0x01 0011001|1001001 0x0CC9
0x02 0100000|0101111 0x102F
0x03 0100000|0110000 0x1030
0x04 0100000|0110001 0x1031
BX = 101 Event : 70
0x00 0000111|0001110 0x038E
0x01 0001001|0001110 0x048E
BX = 110 Event : 71
0x00 0010010|0000001 0x0901
0x01 0010010|0111001 0x0939
0x02 0110000|0110101 0x1835
BX = 111 Event : 72
0x00 0101000|0110001 0x1431
BX = 000 Event : 73
0x00 0011000|0101111 0x0C2F
0x01 0011111|0101111 0x0FAF
BX = 001 Event : 74
BX = 010 Event : 75
0x00 0011101|0010000 0x0E90
0x01 0011110|0010000 0x0F10
0x02 0100100|0101001 0x1229
BX = 011 Event : 76
0x00 0000010|0001001 0x0109
0x01 0000010|0001011 0x010B
0x02 0000010|0101110 0x012E
0x03 0010010|0010101 0x0915
BX = 100 Event : 77
0x00 0000010|0001001 0x0109
0x01 0000010|0001010 0x010A
0x02 0000011|0001001 0x0189
0x03 0000011|0001010 0x018A
0x04 0000100|0001001 0x0209
0x05 0000100|0001010 0x020A
0x06 0000110|0001001 0x0309
0x07 0000110|0001010 0x030A
0x08 0000111|0001001 0x0389
0x09 0000111|0001010 0x038A
0x0a 0101000|0101011 0x142B
0x0b 0101000|0101010 0x142A
BX = 101 Event : 78
0x00 0100011|0001000 0x1188
0x01 0100100|0001000 0x1208
0x02 0101111|0100101 0x17A5
0x03 0101111|0100110 0x17A6
0x04 0110000|0100101 0x1825
0x05 0110000|0100110 0x1826
0x06 0111111|0110111 0x1FB7
0x07 1000100|0110111 0x2237
BX = 110 Event : 79
BX = 111 Event : 80
0x00 0011011|0110110 0x0DB6
0x01 0100001|0100001 0x10A1
0x02 0101000|0101001 0x1429
0x03 0101011|0101001 0x15A9
0x04 0101011|0101010 0x15AA
BX = 000 Event : 81
0x00 0010011|0100111 0x09A7
0x01 0011110|1010001 0x0F51
0x02 0011110|1010010 0x0F52
0x03 0011110|1010101 0x0F55
