BX = 000 Event : 1
0x00 0101111|0110111 0x17B7
BX = 001 Event : 2
0x00 0000101|0001011 0x028B
BX = 010 Event : 3
BX = 011 Event : 4
0x00 0001001|0100101 0x04A5
0x01 0001001|0100110 0x04A6
0x02 0001011|0100101 0x05A5
0x03 0001011|0100110 0x05A6
0x04 0111000|1000001 0x1C41
0x05 0111100|1000001 0x1E41
BX = 100 Event : 5
BX = 101 Event : 6
BX = 110 Event : 7
BX = 111 Event : 8
0x00 0011100|0011111 0x0E1F
BX = 000 Event : 9
BX = 001 Event : 10
BX = 010 Event : 11
BX = 011 Event : 12
BX = 100 Event : 13
BX = 101 Event : 14
BX = 110 Event : 15
BX = 111 Event : 16
0x00 0011011|1001010 0x0DCA
0x01 0011011|1001011 0x0DCB
0x02 0011101|1001001 0x0EC9
0x03 0011101|1001010 0x0ECA
0x04 0011101|1001011 0x0ECB
BX = 000 Event : 17
BX = 001 Event : 18
BX = 010 Event : 19
0x00 0101110|0101001 0x1729
BX = 011 Event : 20
BX = 100 Event : 21
BX = 101 Event : 22
BX = 110 Event : 23
BX = 111 Event : 24
BX = 000 Event : 25
BX = 001 Event : 26
BX = 010 Event : 27
BX = 011 Event : 28
BX = 100 Event : 29
BX = 101 Event : 30
BX = 110 Event : 31
BX = 111 Event : 32
0x00 0001001|0001101 0x048D
BX = 000 Event : 33
BX = 001 Event : 34
BX = 010 Event : 35
0x00 0011001|1010000 0x0CD0
BX = 011 Event : 36
0x00 0000101|0011111 0x029F
BX = 100 Event : 37
0x00 0001111|0101110 0x07AE
BX = 101 Event : 38
0x00 0110010|0110100 0x1934
BX = 110 Event : 39
0x00 0010100|0101111 0x0A2F
0x01 0010101|0101111 0x0AAF
0x02 0010110|0101111 0x0B2F
BX = 111 Event : 40
0x00 0010111|0111110 0x0BBE
0x01 0010111|1000000 0x0BC0
0x02 0011011|0111110 0x0DBE
0x03 0011011|1000000 0x0DC0
0x04 0011011|1000010 0x0DC2
BX = 000 Event : 41
0x00 0001000|0100000 0x0420
0x01 0001000|0100001 0x0421
0x02 0001010|0100000 0x0520
0x03 0001010|0100001 0x0521
0x04 0101101|0111100 0x16BC
0x05 0110100|1000011 0x1A43
BX = 001 Event : 42
0x00 0011110|0100110 0x0F26
BX = 010 Event : 43
0x00 0100100|0110011 0x1233
0x01 0110000|1000011 0x1843
0x02 0110000|1000101 0x1845
0x03 0110001|1000011 0x18C3
0x04 0110001|1000101 0x18C5
0x05 0110010|1000011 0x1943
0x06 0110010|1000101 0x1945
BX = 011 Event : 44
BX = 100 Event : 45
0x00 0001101|0010000 0x0690
BX = 101 Event : 46
BX = 110 Event : 47
BX = 111 Event : 48
BX = 000 Event : 49
BX = 001 Event : 50
BX = 010 Event : 51
BX = 011 Event : 52
BX = 100 Event : 53
0x00 0110001|0101001 0x18A9
BX = 101 Event : 54
0x00 0001111|0010101 0x0795
BX = 110 Event : 55
BX = 111 Event : 56
BX = 000 Event : 57
BX = 001 Event : 58
BX = 010 Event : 59
BX = 011 Event : 60
0x00 0001000|0010001 0x0411
0x01 0001010|0010001 0x0511
0x02 0001011|0010001 0x0591
0x03 0111011|0101101 0x1DAD
BX = 100 Event : 61
0x00 0100101|0110011 0x12B3
BX = 101 Event : 62
BX = 110 Event : 63
BX = 111 Event : 64
BX = 000 Event : 65
BX = 001 Event : 66
BX = 010 Event : 67
0x00 0011010|0111001 0x0D39
BX = 011 Event : 68
BX = 100 Event : 69
BX = 101 Event : 70
BX = 110 Event : 71
BX = 111 Event : 72
BX = 000 Event : 73
BX = 001 Event : 74
0x00 0000010|0010000 0x0110
BX = 010 Event : 75
BX = 011 Event : 76
0x00 0001010|0001110 0x050E
BX = 100 Event : 77
BX = 101 Event : 78
BX = 110 Event : 79
BX = 111 Event : 80
BX = 000 Event : 81
0x00 0010001|0101000 0x08A8
0x01 0010010|0101000 0x0928
0x02 0110001|0111000 0x18B8
BX = 001 Event : 82
BX = 010 Event : 83
BX = 011 Event : 84
BX = 100 Event : 85
BX = 101 Event : 86
BX = 110 Event : 87
0x00 0001111|0010110 0x0796
BX = 111 Event : 88
BX = 000 Event : 89
BX = 001 Event : 90
BX = 010 Event : 91
BX = 011 Event : 92
0x00 0101111|0100000 0x17A0
0x01 0101111|0100001 0x17A1
BX = 100 Event : 93
0x00 0101111|0101101 0x17AD
BX = 101 Event : 94
0x00 0001111|0101001 0x07A9
BX = 110 Event : 95
0x00 0000100|0001110 0x020E
BX = 111 Event : 96
BX = 000 Event : 97
BX = 001 Event : 98
BX = 010 Event : 99
BX = 011 Event : 100
