BX = 000 Event : 1
0x00 0000000|0110010 0x0032
0x01 0001001|0010010 0x0492
0x02 0001010|0010010 0x0512
0x03 0001111|0011101 0x079D
0x04 0001111|0011110 0x079E
0x05 0100000|0101000 0x1028
0x06 0100000|0101100 0x102C
0x07 0100000|0101101 0x102D
0x08 0100000|0110000 0x1030
0x09 0100011|0110010 0x11B2
0x0a 0100110|0110010 0x1332
0x0b 0100111|0110110 0x13B6
0x0c 0111110|0100110 0x1F26
0x0d 1000110|0101000 0x2328
0x0e 1000110|0101100 0x232C
0x0f 1001010|0110000 0x2530
0x10 1001011|0110000 0x25B0
0x11 1001011|0110010 0x25B2
BX = 001 Event : 2
0x00 0101010|0100100 0x1524
0x01 0101010|0100110 0x1526
BX = 010 Event : 3
0x00 0101101|0011111 0x169F
BX = 011 Event : 4
0x00 0000001|1100101 0x00E5
0x01 0000100|1100101 0x0265
0x02 0001010|0101001 0x0529
0x03 0001100|0101001 0x0629
0x04 0010010|0110000 0x0930
0x05 0100100|1100101 0x1265
BX = 100 Event : 5
0x00 0011001|0111101 0x0CBD
BX = 101 Event : 6
0x00 0000011|0010111 0x0197
0x01 0000011|0011001 0x0199
0x02 0001001|0011011 0x049B
0x03 0100000|0101010 0x102A
BX = 110 Event : 7
0x00 0101011|0110000 0x15B0
BX = 111 Event : 8
BX = 000 Event : 9
0x00 0000000|1000100 0x0044
0x01 0011101|1001001 0x0EC9
0x02 0100001|1001001 0x10C9
0x03 0111110|1000011 0x1F43
0x04 0111110|1000100 0x1F44
BX = 001 Event : 10
0x00 0000100|0010001 0x0211
BX = 010 Event : 11
0x00 0000010|0011000 0x0118
BX = 011 Event : 12
0x00 0000110|0011000 0x0318
0x01 0010010|0101000 0x0928
0x02 0110000|0101000 0x1828
0x03 0110010|0101000 0x1928
0x04 0110100|0101000 0x1A28
BX = 100 Event : 13
BX = 101 Event : 14
BX = 110 Event : 15
0x00 0000100|0010000 0x0210
0x01 0001010|0010001 0x0511
0x02 0001010|0010111 0x0517
0x03 0010000|0100011 0x0823
0x04 0010000|0100100 0x0824
0x05 0010110|0111010 0x0B3A
0x06 0010110|0111101 0x0B3D
0x07 0011011|0111101 0x0DBD
0x08 0011011|0111110 0x0DBE
0x09 0011101|0111110 0x0EBE
0x0a 0101011|0111010 0x15BA
0x0b 0101011|0111101 0x15BD
BX = 111 Event : 16
0x00 0100000|0010000 0x1010
0x01 0110001|1000011 0x18C3
BX = 000 Event : 17
0x00 0100101|0100101 0x12A5
0x01 0101111|0101101 0x17AD
0x02 0110001|0101101 0x18AD
BX = 001 Event : 18
0x00 0000000|0101011 0x002B
0x01 0000000|0110000 0x0030
0x02 0010101|0101011 0x0AAB
0x03 0010101|0110000 0x0AB0
0x04 0010111|0110001 0x0BB1
BX = 010 Event : 19
BX = 011 Event : 20
0x00 0000011|1001011 0x01CB
0x01 0000011|1001101 0x01CD
0x02 0010111|1000001 0x0BC1
0x03 0011110|1001011 0x0F4B
0x04 0011110|1001101 0x0F4D
BX = 100 Event : 21
BX = 101 Event : 22
0x00 0000010|0010000 0x0110
0x01 0001111|0011001 0x0799
0x02 0100000|0011101 0x101D
0x03 0100001|0011101 0x109D
BX = 110 Event : 23
