BX = 000 Event : 1
0x00 0001100|0010011 0x0613
0x01 0101010|0110101 0x1535
0x02 0101111|0110101 0x17B5
BX = 001 Event : 2
0x00 0011010|0110101 0x0D35
0x01 0011011|0110101 0x0DB5
0x02 0011100|0110101 0x0E35
0x03 0101110|0100100 0x1724
BX = 010 Event : 3
0x00 0001000|0001011 0x040B
0x01 0001000|0001101 0x040D
0x02 0010110|0100110 0x0B26
0x03 0100000|0100111 0x1027
BX = 011 Event : 4
0x00 0010101|0110001 0x0AB1
0x01 0010101|0110010 0x0AB2
0x02 0111111|1001100 0x1FCC
BX = 100 Event : 5
0x00 0101100|0101110 0x162E
0x01 0101110|0101110 0x172E
BX = 101 Event : 6
0x00 0000110|0011001 0x0319
0x01 0001000|0011101 0x041D
0x02 0001010|0011101 0x051D
0x03 0001101|0011101 0x069D
0x04 0001101|0011111 0x069F
0x05 0001101|0100000 0x06A0
0x06 0011010|0110101 0x0D35
BX = 110 Event : 7
0x00 0000001|0001010 0x008A
0x01 0001000|0001111 0x040F
0x02 0011010|0111010 0x0D3A
0x03 0011011|0111010 0x0DBA
0x04 0011100|0111010 0x0E3A
BX = 111 Event : 8
BX = 000 Event : 9
BX = 001 Event : 10
0x00 0001110|0100100 0x0724
0x01 0010000|0100100 0x0824
0x02 0010100|0011010 0x0A1A
BX = 010 Event : 11
0x00 0011100|0101110 0x0E2E
0x01 0011100|0110000 0x0E30
BX = 011 Event : 12
0x00 0001000|0011011 0x041B
0x01 0010101|0110110 0x0AB6
0x02 0010101|0110111 0x0AB7
BX = 100 Event : 13
0x00 0001101|0111001 0x06B9
0x01 0011100|0101110 0x0E2E
0x02 0011100|0110000 0x0E30
0x03 0011110|0110011 0x0F33
BX = 101 Event : 14
BX = 110 Event : 15
0x00 0001110|0011100 0x071C
0x01 0001111|0100110 0x07A6
BX = 111 Event : 16
0x00 0000001|0010000 0x0090
0x01 0000001|1001101 0x00CD
0x02 0010000|0011001 0x0819
0x03 0011011|1000111 0x0DC7
0x04 0110011|1000010 0x19C2
BX = 000 Event : 17
0x00 0100011|0100101 0x11A5
0x01 0100110|0100101 0x1325
BX = 001 Event : 18
0x00 0101000|0101011 0x142B
BX = 010 Event : 19
0x00 0000010|0001111 0x010F
0x01 0000011|0001111 0x018F
0x02 0000101|0010110 0x0296
0x03 0100010|0001111 0x110F
BX = 011 Event : 20
0x00 0001111|0011110 0x079E
0x01 0110110|0111110 0x1B3E
0x02 0110111|0111110 0x1BBE
BX = 100 Event : 21
0x00 0000001|0010001 0x0091
0x01 0000011|0010001 0x0191
0x02 0000011|0010011 0x0193
0x03 0000101|0010001 0x0291
0x04 0000101|0010011 0x0293
0x05 0001010|0010011 0x0513
0x06 0001101|0011001 0x0699
0x07 0001111|0011001 0x0799
0x08 0010010|0011001 0x0919
0x09 0010100|0011001 0x0A19
0x0a 0010110|0011110 0x0B1E
BX = 101 Event : 22
0x00 0011000|0110101 0x0C35
0x01 0011001|0110101 0x0CB5
BX = 110 Event : 23
0x00 0010110|1001011 0x0B4B
0x01 0010110|1001100 0x0B4C
0x02 0011000|1001011 0x0C4B
0x03 0011000|1001100 0x0C4C
BX = 111 Event : 24
0x00 0101000|1000101 0x1445
BX = 000 Event : 25
0x00 0100101|1000000 0x12C0
BX = 001 Event : 26
0x00 0001011|0011100 0x059C
BX = 010 Event : 27
0x00 0000001|0111001 0x00B9
0x01 0000101|0010001 0x0291
0x02 0011110|0111000 0x0F38
BX = 011 Event : 28
0x00 0000110|0010111 0x0317
0x01 0000110|0011001 0x0319
0x02 0100110|0111000 0x1338
BX = 100 Event : 29
0x00 0010110|0010101 0x0B15
BX = 101 Event : 30
BX = 110 Event : 31
0x00 0100001|0101111 0x10AF
0x01 0100100|0111100 0x123C
BX = 111 Event : 32
BX = 000 Event : 33
0x00 0001001|0100000 0x04A0
BX = 001 Event : 34
0x00 0001110|0100100 0x0724
0x01 0001111|0100100 0x07A4
0x02 0110001|0101110 0x18AE
0x03 0110001|0101111 0x18AF
BX = 010 Event : 35
0x00 0000000|0100101 0x0025
0x01 0000001|0100101 0x00A5
0x02 0001010|0101010 0x052A
0x03 0011001|1001101 0x0CCD
0x04 0011011|0100101 0x0DA5
BX = 011 Event : 36
0x00 0010001|1000011 0x08C3
0x01 0011001|0101011 0x0CAB
0x02 0011001|0101100 0x0CAC
0x03 0011010|0101011 0x0D2B
0x04 0011010|0101100 0x0D2C
BX = 100 Event : 37
0x00 0001111|0101111 0x07AF
0x01 0010000|0101111 0x082F
BX = 101 Event : 38
BX = 110 Event : 39
0x00 0001011|0010001 0x0591
0x01 0011010|0010100 0x0D14
0x02 0100001|0011111 0x109F
0x03 0100101|0101000 0x12A8
BX = 111 Event : 40
0x00 0000001|0010000 0x0090
BX = 000 Event : 41
0x00 0011110|1011100 0x0F5C
0x01 0110100|1000110 0x1A46
BX = 001 Event : 42
0x00 0011110|0100100 0x0F24
0x01 0100111|0110010 0x13B2
0x02 0101000|0110010 0x1432
BX = 010 Event : 43
0x00 0000111|0010000 0x0390
0x01 0110000|1000110 0x1846
0x02 0110001|1000110 0x18C6
0x03 0110010|1000110 0x1946
BX = 011 Event : 44
0x00 0011110|0111010 0x0F3A
BX = 100 Event : 45
0x00 0000100|0110010 0x0232
0x01 0001100|0010001 0x0611
0x02 0001101|0010001 0x0691
BX = 101 Event : 46
0x00 0000010|0010111 0x0117
0x01 0000101|0010111 0x0297
0x02 0000110|0010110 0x0316
0x03 0000110|0010111 0x0317
0x04 0001001|0010111 0x0497
0x05 0001001|0011010 0x049A
0x06 0001011|0011010 0x059A
0x07 0001011|0011011 0x059B
0x08 0001111|0011010 0x079A
0x09 0001111|0011011 0x079B
0x0a 0001111|0100011 0x07A3
0x0b 0010001|0100011 0x08A3
0x0c 0011000|0101011 0x0C2B
0x0d 0101010|1001011 0x154B
0x0e 0101100|1001011 0x164B
0x0f 0111011|0111100 0x1DBC
BX = 110 Event : 47
0x00 0011100|0111011 0x0E3B
BX = 111 Event : 48
0x00 0010000|0100011 0x0823
0x01 0010000|0100111 0x0827
0x02 0010001|0100011 0x08A3
0x03 0010001|0100111 0x08A7
BX = 000 Event : 49
0x00 0000111|0010110 0x0396
0x01 0001000|0010110 0x0416
0x02 0011100|0110001 0x0E31
0x03 0011101|0110001 0x0EB1
BX = 001 Event : 50
0x00 0010101|0111001 0x0AB9
BX = 010 Event : 51
0x00 0010100|0101100 0x0A2C
BX = 011 Event : 52
0x00 0010111|0111101 0x0BBD
0x01 0011011|0111101 0x0DBD
0x02 0101101|0110100 0x16B4
0x03 0101101|0110110 0x16B6
0x04 0101110|0110100 0x1734
0x05 0101110|0110110 0x1736
0x06 0110001|0110100 0x18B4
0x07 0110001|0110110 0x18B6
BX = 100 Event : 53
0x00 0000011|0001011 0x018B
0x01 0000011|1000100 0x01C4
0x02 0001010|0001011 0x050B
BX = 101 Event : 54
0x00 0011010|0111111 0x0D3F
0x01 0011101|0111111 0x0EBF
BX = 110 Event : 55
0x00 0001001|0010001 0x0491
0x01 0001001|0010011 0x0493
0x02 0001010|0010001 0x0511
0x03 0001010|0010011 0x0513
0x04 0011000|0011100 0x0C1C
0x05 0011010|0011100 0x0D1C
BX = 111 Event : 56
0x00 0001100|0101111 0x062F
BX = 000 Event : 57
0x00 0000110|0010010 0x0312
0x01 0000110|0010011 0x0313
0x02 0001010|0100101 0x0525
0x03 0001100|0100101 0x0625
BX = 001 Event : 58
0x00 0100010|0111111 0x113F
0x01 0100011|0111111 0x11BF
0x02 0100100|0111111 0x123F
0x03 0100101|0111111 0x12BF
BX = 010 Event : 59
0x00 0000110|0011101 0x031D
BX = 011 Event : 60
0x00 0100110|0111001 0x1339
BX = 100 Event : 61
BX = 101 Event : 62
0x00 0000100|0011110 0x021E
0x01 0000100|0011111 0x021F
BX = 110 Event : 63
BX = 111 Event : 64
BX = 000 Event : 65
0x00 0000101|0011000 0x0298
0x01 0001101|0111100 0x06BC
0x02 0001101|1000000 0x06C0
0x03 0001110|1000000 0x0740
0x04 0010011|0101011 0x09AB
BX = 001 Event : 66
0x00 0001001|0011010 0x049A
0x01 0001001|0011011 0x049B
0x02 0010001|0100001 0x08A1
0x03 0010010|0100001 0x0921
0x04 0010110|0101011 0x0B2B
0x05 0011000|0101011 0x0C2B
BX = 010 Event : 67
0x00 0101111|0101010 0x17AA
BX = 011 Event : 68
0x00 0010000|0100011 0x0823
0x01 0010000|0100100 0x0824
BX = 100 Event : 69
0x00 0010100|1000010 0x0A42
0x01 0010100|1000011 0x0A43
0x02 0010100|1000100 0x0A44
0x03 0010100|1000110 0x0A46
0x04 0010110|1000110 0x0B46
0x05 0100111|0110011 0x13B3
0x06 0100111|0110100 0x13B4
BX = 101 Event : 70
0x00 0100101|0011000 0x1298
BX = 110 Event : 71
0x00 0011110|0111100 0x0F3C
BX = 111 Event : 72
0x00 0000001|0001100 0x008C
0x01 0000011|0001100 0x018C
0x02 0001000|0011001 0x0419
0x03 0011000|0111000 0x0C38
0x04 0100011|0101011 0x11AB
0x05 0101110|0110100 0x1734
0x06 0101110|0111000 0x1738
BX = 000 Event : 73
0x00 0001000|0010000 0x0410
0x01 0001001|0010000 0x0490
0x02 0010010|0010010 0x0912
0x03 0110011|0100011 0x19A3
0x04 0110011|0100110 0x19A6
BX = 001 Event : 74
0x00 0000000|0001111 0x000F
0x01 0000001|0001111 0x008F
0x02 0000010|0001111 0x010F
0x03 0000110|0011100 0x031C
0x04 0100111|0110100 0x13B4
0x05 0101001|0110100 0x14B4
BX = 010 Event : 75
0x00 0100011|0101010 0x11AA
BX = 011 Event : 76
BX = 100 Event : 77
0x00 0001100|0011000 0x0618
BX = 101 Event : 78
0x00 0100101|0111101 0x12BD
0x01 0100101|0111110 0x12BE
0x02 0100101|0111111 0x12BF
0x03 0100110|0111101 0x133D
0x04 0100110|0111110 0x133E
0x05 0100110|0111111 0x133F
0x06 0100111|0111101 0x13BD
0x07 0100111|0111110 0x13BE
0x08 0100111|0111111 0x13BF
BX = 110 Event : 79
0x00 0101100|0100111 0x1627
BX = 111 Event : 80
0x00 0000110|0010100 0x0314
0x01 0001100|0011100 0x061C
0x02 0001110|0011100 0x071C
0x03 0011010|0110011 0x0D33
BX = 000 Event : 81
0x00 0000011|0010000 0x0190
0x01 0000011|0010110 0x0196
0x02 0000011|1011000 0x01D8
0x03 0010001|0100011 0x08A3
0x04 0010001|0100110 0x08A6
0x05 0010010|0100011 0x0923
0x06 0010010|0100100 0x0924
0x07 0010010|0100110 0x0926
0x08 0011111|0010000 0x0F90
0x09 0011111|1010100 0x0FD4
0x0a 0011111|1010111 0x0FD7
0x0b 0011111|1011000 0x0FD8
0x0c 0100100|0010000 0x1210
0x0d 0100100|0010110 0x1216
0x0e 0100100|1011000 0x1258
0x0f 0110001|0111001 0x18B9
BX = 001 Event : 82
0x00 0001011|0101000 0x05A8
BX = 010 Event : 83
0x00 0000000|0010010 0x0012
BX = 011 Event : 84
BX = 100 Event : 85
0x00 0100101|0101100 0x12AC
0x01 0100101|0101111 0x12AF
0x02 0100101|0110001 0x12B1
0x03 0100101|0110010 0x12B2
BX = 101 Event : 86
0x00 0001010|0101010 0x052A
BX = 110 Event : 87
0x00 0001111|0011000 0x0798
BX = 111 Event : 88
0x00 0001010|0011101 0x051D
0x01 0001011|0011101 0x059D
0x02 0010110|1000001 0x0B41
0x03 0010110|1000010 0x0B42
0x04 0011010|1000001 0x0D41
0x05 0011010|1000010 0x0D42
0x06 0011011|1000001 0x0DC1
