Event : 0
16 24 40 96 37 33 23  
16 24 40 96 42 36 33  
32 24 48 96 36 32 23  
32 56 56 96 42 32 35  
32 24 32 96 33 33 23  
16 24 64 96 33 32 23  
16 32 56 80 35 32 23  
16 32 48 96 39 33 31  
16 40 24 80 41 42 34  
32 24 16 80 41 32 23  
32 48 40 96 42 33 23  
32 56 24 64 42 43 28  
16 24 40 80 42 37 24  
32 24 64 96 38 36 33  
64 24 8 80 37 39 30  
32 24 56 96 38 35 33  
48 48 40 96 42 39 37  
48 32 40 96 35 32 23  
16 48 40 80 36 32 22  
48 16 40 80 34 32 23  
48 96 88 64 35 33 25  
32 40 64 80 33 32 22  
32 40 40 96 40 48 31  
32 72 48 96 38 54 29  
32 32 48 96 38 32 34  
32 24 48 96 38 34 23  
32 48 48 96 40 33 34  
Event : 6
32 32 48 96 42 41 29  
32 48 32 80 39 35 29  
32 16 40 80 41 31 31  
32 48 48 96 40 34 30  
32 24 56 96 39 33 30  
32 32 40 96 41 32 32  
32 56 40 96 38 32 34  
32 32 48 96 35 32 30  
32 32 56 96 37 32 31  
32 64 40 96 42 44 34  
32 24 40 80 42 33 30  
32 48 56 96 39 40 31  
16 24 24 80 40 33 30  
32 104 32 80 37 45 38  
16 16 32 80 42 36 29  
16 40 32 96 40 41 40  
96 80 72 64 39 36 36  
16 64 48 80 41 32 35  
32 72 56 96 41 35 40  
48 32 24 80 40 32 36  
64 32 56 96 37 32 34  
48 32 48 96 39 32 26  
96 56 72 64 35 32 28  
48 24 32 64 42 46 28  
16 80 56 96 41 50 24  
32 48 48 80 36 48 24  
48 48 56 96 38 51 24  
32 24 24 96 38 41 40  
48 64 32 96 34 45 38  
Event : 7
32 16 40 96 42 33 30  
16 32 24 80 41 33 24  
32 40 32 96 42 39 27  
32 72 40 80 39 41 27  
32 32 48 80 40 38 31  
32 64 48 96 32 33 24  
32 64 56 96 38 33 33  
32 24 56 96 41 33 36  
16 48 40 96 39 33 24  
48 32 32 80 38 38 33  
48 64 8 64 41 43 32  
32 48 32 96 39 35 26  
32 24 48 80 35 38 33  
32 48 48 96 42 34 26  
16 32 40 80 40 54 27  
32 8 24 64 42 56 27  
32 32 64 96 38 32 34  
48 32 40 96 40 34 29  
64 40 32 80 38 37 32  
48 64 48 80 41 38 26  
16 32 48 96 41 32 25  
32 32 16 80 36 34 26  
64 32 48 96 37 45 29  
32 40 40 80 42 37 28  
32 72 40 96 42 42 31  
32 48 40 80 41 33 25  
48 80 40 80 41 50 32  
48 32 48 96 37 46 36  
80 48 48 96 38 47 30  
Event : 8
16 40 32 96 40 34 29  
16 24 40 80 41 38 25  
32 32 24 96 36 38 25  
32 80 48 96 42 43 35  
32 32 48 80 40 33 24  
16 56 32 80 36 36 37  
32 72 16 80 38 37 37  
16 16 8 80 33 37 38  
32 32 40 80 42 38 31  
16 56 40 80 35 37 38  
32 40 40 80 39 38 30  
32 72 48 96 39 32 24  
32 32 48 96 40 42 25  
48 56 48 64 40 37 29  
16 48 16 96 34 36 37  
32 16 48 96 35 36 37  
48 32 40 96 42 42 27  
32 8 40 80 39 37 34  
48 48 48 96 40 32 35  
32 16 48 96 38 34 25  
32 32 32 96 42 41 39  
16 32 32 80 38 37 35  
32 32 48 64 42 33 31  
80 64 64 80 38 35 37  
48 32 16 80 41 50 24  
48 72 32 96 40 51 33  
32 32 32 96 42 41 39  
16 40 24 96 42 46 38  
48 32 56 96 38 33 24  
Event : 9
48 48 48 96 40 32 30  
16 16 40 80 40 40 28  
16 48 24 96 37 41 34  
32 56 48 96 42 34 38  
48 16 40 96 42 43 38  
80 80 48 64 39 35 27  
48 32 40 96 42 44 38  
16 40 32 80 40 32 24  
32 16 32 96 39 40 31  
32 48 56 96 38 35 35  
32 24 48 96 38 34 38  
48 24 40 96 39 36 35  
32 16 32 96 40 32 30  
32 32 56 96 38 41 33  
16 24 32 96 41 35 30  
16 48 32 96 42 38 28  
32 56 48 96 39 34 30  
32 16 32 96 39 34 29  
16 40 40 96 42 47 24  
16 48 48 96 42 56 28  
32 16 56 96 42 52 33  
48 56 40 96 40 49 35  
16 24 16 64 38 56 37  
64 24 32 64 42 32 33  
64 8 32 64 39 33 35  
16 48 48 96 41 40 33  
16 40 40 96 42 40 27  
48 16 32 96 39 35 31  
32 24 56 80 39 37 29  
Event : 10
32 56 16 96 42 41 36  
48 48 48 96 40 34 35  
32 32 32 96 37 42 36  
32 64 40 96 41 36 37  
32 40 48 96 34 35 35  
16 64 48 96 35 44 35  
32 40 48 64 40 39 33  
32 40 32 80 40 39 33  
48 32 32 96 38 44 36  
16 40 40 80 41 37 34  
32 64 8 96 34 42 36  
32 56 32 96 35 34 27  
16 40 8 64 42 34 33  
32 16 56 80 33 42 36  
32 88 56 96 39 41 37  
16 40 48 96 34 34 36  
32 64 40 96 35 41 36  
16 56 48 80 35 38 26  
32 32 40 96 42 41 32  
32 64 48 96 38 42 36  
32 56 32 96 37 35 36  
48 24 32 96 40 40 36  
32 32 32 80 37 36 36  
16 24 40 96 41 35 32  
32 72 80 80 42 34 20  
32 16 24 64 40 53 32  
16 32 56 96 42 47 34  
32 40 16 80 37 56 31  
32 8 32 64 40 54 27  
Event : 11
48 72 32 96 42 38 29  
32 72 72 96 40 42 25  
32 104 40 80 35 40 25  
16 24 32 96 35 40 25  
32 24 48 64 40 38 33  
16 40 48 96 37 35 33  
16 56 48 96 39 32 32  
48 72 48 96 41 42 29  
32 16 32 80 37 37 22  
32 80 32 96 41 42 37  
32 32 48 96 41 47 39  
64 24 56 80 39 35 24  
48 72 32 96 42 38 29  
32 72 56 96 39 47 36  
16 80 56 96 41 53 32  
32 24 40 96 39 50 20  
64 32 8 80 39 38 29  
48 24 48 96 41 32 32  
32 16 8 80 42 43 37  
48 56 48 80 41 34 32  
32 8 40 96 42 42 40  
32 48 48 96 41 40 26  
48 104 48 96 37 41 25  
32 48 40 96 32 40 25  
80 104 40 80 39 40 26  
64 72 48 96 32 39 25  
80 80 72 96 34 39 25  
48 64 24 96 33 40 25  
32 40 40 96 41 40 26  
Event : 12
16 64 24 80 38 36 30  
32 24 40 64 33 37 30  
32 16 32 80 36 37 30  
64 104 48 80 37 37 33  
32 16 32 80 37 37 30  
32 32 40 96 41 32 36  
16 32 32 96 38 35 36  
16 32 40 96 40 32 21  
48 48 40 96 39 40 30  
32 56 40 96 38 42 34  
16 64 56 96 37 38 34  
16 48 48 96 38 35 27  
32 72 48 96 40 41 34  
16 32 56 96 39 46 34  
48 24 48 96 39 32 30  
16 40 24 96 40 39 21  
48 40 32 96 40 42 37  
16 72 56 80 35 37 30  
32 80 48 80 38 37 30  
64 32 48 64 41 37 32  
48 48 40 80 42 38 31  
96 24 16 64 42 46 34  
32 48 24 80 39 50 34  
48 48 32 64 35 56 32  
48 32 48 64 42 34 25  
16 32 48 80 39 34 26  
32 24 32 80 42 37 28  
16 40 32 80 40 37 35  
32 24 56 96 42 46 30  
Event : 13
16 64 56 96 38 46 33  
32 56 56 96 38 36 35  
32 56 64 96 38 40 36  
48 32 40 96 40 35 35  
32 24 40 96 41 35 31  
32 32 48 96 37 34 32  
48 72 48 96 40 33 39  
32 72 32 80 35 35 34  
32 32 32 96 39 33 30  
64 24 40 80 39 36 34  
16 48 8 64 34 38 25  
16 56 48 96 41 33 31  
16 32 56 80 42 35 34  
32 80 48 64 35 53 36  
48 48 56 96 33 53 32  
32 80 32 96 35 54 33  
48 32 40 96 33 52 32  
16 80 40 96 35 53 32  
32 16 16 80 37 54 33  
16 48 32 96 42 48 26  
16 16 8 80 42 56 32  
32 40 40 80 37 53 30  
32 8 8 64 41 56 35  
32 104 80 64 39 53 36  
16 48 24 64 42 41 33  
64 24 40 80 39 36 34  
32 40 24 96 40 32 39  
16 24 32 64 42 36 34  
16 16 24 80 39 35 34  
Event : 14
32 40 32 64 40 41 28  
32 64 16 80 40 37 35  
32 32 40 80 41 42 28  
64 40 48 96 40 33 34  
48 48 48 96 42 33 34  
32 48 24 96 40 41 26  
32 40 48 96 42 33 34  
32 24 32 96 40 47 33  
16 72 48 80 37 34 32  
32 64 40 96 38 32 27  
16 32 48 96 40 53 26  
32 16 16 64 41 57 33  
16 64 32 96 40 51 35  
32 48 48 96 35 51 33  
32 24 40 80 41 39 34  
48 16 40 96 42 41 39  
48 24 32 80 40 33 34  
32 56 48 96 40 45 26  
32 32 40 80 42 43 28  
32 80 72 96 41 32 26  
48 80 72 80 40 47 32  
16 24 56 80 41 36 34  
32 56 64 96 35 34 34  
48 64 40 96 33 35 34  
48 72 56 96 37 47 33  
32 32 48 96 42 43 30  
16 40 40 96 42 42 31  
32 48 8 80 39 37 31  
16 32 32 96 38 39 30  
Event : 15
32 48 32 96 35 32 42  
64 32 64 96 35 32 42  
16 32 56 96 39 40 30  
32 48 56 96 42 44 25  
32 32 40 96 41 38 31  
32 8 32 80 39 37 31  
32 32 48 80 42 33 24  
48 48 32 96 41 42 32  
16 16 32 96 40 34 29  
32 32 32 80 41 32 33  
48 56 8 64 41 46 42  
48 64 48 96 40 48 31  
48 8 24 96 41 53 29  
48 16 24 96 37 52 25  
32 32 32 80 40 43 30  
32 16 32 80 38 37 35  
48 64 40 80 41 35 29  
32 24 48 80 37 39 35  
32 72 40 80 34 39 35  
16 40 32 96 41 38 36  
32 32 40 96 41 44 19  
16 32 32 96 39 39 27  
32 32 48 64 36 38 35  
96 32 32 96 39 43 36  
64 40 48 80 34 38 35  
16 16 56 96 38 36 31  
32 32 40 80 38 33 26  
32 16 32 96 37 39 26  
32 8 40 80 41 38 27  
Event : 16
48 32 48 96 38 33 32  
32 24 48 96 39 33 35  
16 16 48 96 39 32 30  
32 64 40 96 41 42 25  
32 40 32 80 34 38 35  
32 48 40 96 41 44 27  
32 48 24 96 37 46 34  
32 56 48 80 32 37 35  
32 8 32 80 39 32 34  
16 48 32 80 33 38 35  
32 48 48 80 34 37 35  
16 56 24 80 35 37 35  
32 24 48 96 40 33 43  
48 56 32 96 42 42 32  
16 48 8 64 42 37 33  
16 48 48 96 39 45 32  
32 16 24 80 36 38 35  
32 96 48 80 33 37 35  
32 72 56 96 42 32 36  
32 24 32 80 41 42 32  
32 32 48 96 40 32 26  
16 24 32 80 40 32 33  
80 32 64 96 42 33 35  
80 24 48 96 40 48 29  
48 32 48 96 38 47 27  
32 32 48 96 37 54 33  
48 40 64 64 41 53 27  
32 8 8 64 41 42 32  
32 64 24 80 42 42 26  
Event : 17
64 32 40 96 40 32 34  
32 56 48 96 42 34 32  
32 56 40 80 38 41 40  
32 40 40 80 39 38 34  
48 56 48 80 40 38 32  
32 48 48 96 42 43 31  
16 48 40 96 39 35 35  
32 16 40 96 42 35 31  
96 96 72 64 32 33 17  
16 64 40 96 38 44 23  
32 24 48 96 37 34 32  
32 72 56 80 40 33 32  
16 24 48 80 36 36 33  
64 48 48 96 41 50 32  
48 32 56 96 42 41 35  
32 24 48 96 37 34 32  
48 48 32 96 42 35 28  
48 48 48 96 40 36 39  
32 24 40 96 35 34 28  
32 16 48 80 40 35 33  
48 72 48 96 41 33 30  
32 16 32 80 38 41 28  
48 80 40 96 35 32 31  
32 80 56 80 35 32 32  
16 24 40 96 35 32 32  
32 64 32 96 34 32 32  
32 72 24 80 34 37 32  
16 48 48 80 40 38 34  
32 24 48 80 40 32 26  
Event : 18
32 24 48 96 41 41 35  
32 40 32 96 41 46 30  
16 48 40 96 39 34 38  
48 32 32 80 38 37 32  
48 8 32 96 39 41 32  
16 48 32 96 39 45 30  
32 24 48 96 42 32 29  
32 24 56 80 42 37 32  
32 32 40 96 40 34 34  
48 32 48 64 42 47 31  
16 24 56 80 42 54 38  
32 24 40 96 42 53 38  
32 72 64 96 42 34 44  
32 64 32 96 40 33 36  
32 64 32 96 42 45 34  
16 56 32 80 42 40 30  
16 72 48 96 40 44 28  
32 56 40 80 37 38 34  
48 40 32 80 35 32 29  
64 40 32 96 41 42 31  
48 24 40 96 41 36 32  
48 32 32 80 41 33 37  
16 32 32 80 41 39 31  
32 24 40 64 40 37 32  
32 32 24 80 42 33 28  
16 24 56 64 42 33 28  
16 72 48 96 38 48 29  
16 48 48 80 41 47 33  
16 48 24 96 41 49 28  
Event : 19
16 40 40 80 42 32 30  
64 32 56 96 41 34 31  
32 64 32 96 40 41 33  
16 32 24 80 37 42 28  
48 56 8 80 42 43 35  
32 24 40 80 37 36 28  
48 40 40 96 42 46 26  
32 48 32 96 41 36 22  
32 64 48 80 39 54 31  
32 32 24 80 41 47 32  
16 8 32 80 42 56 31  
32 24 24 80 42 52 30  
16 40 40 80 39 37 36  
32 24 48 96 42 34 31  
32 24 56 80 41 36 28  
32 16 56 96 38 46 30  
80 64 40 96 42 40 28  
32 48 40 96 40 32 23  
16 32 40 96 39 43 30  
16 32 40 96 40 45 31  
64 24 32 96 42 37 26  
48 48 72 96 40 41 31  
32 48 40 96 32 35 26  
16 48 32 96 34 35 26  
32 64 48 96 42 38 36  
16 24 40 96 42 35 31  
48 56 40 96 37 46 31  
16 48 48 96 42 36 31  
48 32 48 96 36 32 28  
Event : 20
48 48 16 64 38 38 37  
32 56 56 80 34 38 37  
48 16 16 64 38 38 37  
16 48 40 80 33 37 37  
32 64 48 96 36 32 26  
48 24 48 80 38 39 27  
32 32 48 96 42 38 32  
48 48 56 80 41 34 34  
32 24 56 96 41 32 30  
32 32 40 96 41 32 32  
32 24 16 80 42 43 27  
16 56 24 96 40 39 26  
16 40 48 96 41 41 30  
32 32 32 80 42 39 28  
48 48 48 80 41 42 33  
16 32 32 80 38 38 36  
48 56 40 96 41 49 26  
48 88 72 96 36 56 35  
48 24 8 80 39 54 30  
32 40 32 96 38 35 31  
16 32 40 96 38 47 30  
48 32 56 96 40 34 32  
48 48 48 96 42 40 31  
32 8 48 80 42 38 31  
16 16 48 96 42 39 28  
32 48 32 96 41 40 37  
32 40 40 96 35 35 32  
16 32 16 96 36 44 29  
32 32 48 96 38 32 34  
Event : 21
16 48 40 96 36 39 31  
32 24 48 96 42 33 35  
32 32 32 80 40 39 31  
32 32 24 80 41 32 31  
16 56 32 96 41 38 28  
16 80 64 96 41 44 28  
16 40 48 96 32 33 35  
32 56 48 96 38 32 31  
32 32 40 96 38 32 33  
64 64 32 80 40 33 32  
32 24 48 64 36 35 35  
32 32 64 96 40 34 25  
32 48 32 96 42 32 32  
48 56 64 96 33 35 35  
16 48 64 96 40 45 30  
32 32 48 96 40 34 35  
48 48 48 80 42 42 37  
32 56 32 96 36 47 37  
16 8 32 64 41 55 28  
32 8 32 64 41 55 25  
16 40 48 96 41 50 33  
48 16 16 64 38 55 42  
80 56 32 80 41 54 41  
48 80 32 80 42 52 35  
32 24 24 80 42 41 41  
16 40 40 96 36 35 35  
32 56 48 80 42 38 30  
48 40 56 96 38 35 35  
48 48 48 80 42 42 37  
Event : 22
32 40 64 96 42 32 36  
32 40 16 80 40 37 29  
16 64 40 96 39 46 40  
32 64 48 96 41 36 34  
48 24 40 96 40 40 28  
32 48 48 96 41 45 32  
48 24 16 64 39 39 33  
64 56 64 96 39 35 34  
48 16 48 80 39 46 28  
32 16 32 96 37 54 28  
32 24 32 80 38 56 25  
32 16 32 64 39 56 28  
16 16 32 96 40 56 35  
48 8 48 96 37 52 36  
48 48 32 96 38 53 32  
32 32 40 96 39 41 29  
32 48 56 96 40 33 32  
16 32 40 96 41 36 29  
32 40 32 96 38 32 31  
32 72 32 96 40 43 28  
16 24 48 96 38 42 29  
48 64 48 96 39 34 37  
16 16 48 96 39 32 29  
48 72 72 64 40 36 37  
32 32 24 80 39 53 33  
96 16 56 64 35 53 20  
16 16 24 80 42 48 29  
32 16 48 80 37 52 33  
64 8 24 80 38 53 35  
Event : 23
16 88 48 80 39 41 32  
48 32 40 96 41 35 26  
32 56 48 96 40 35 34  
32 48 48 80 40 36 30  
48 8 40 96 35 34 30  
32 40 32 80 39 32 30  
32 48 32 96 42 38 35  
32 32 48 96 32 35 30  
32 32 40 96 39 36 30  
16 40 48 96 37 33 24  
48 40 48 80 41 42 31  
48 32 48 96 41 35 32  
32 32 32 96 39 42 32  
16 24 48 96 37 35 38  
32 24 40 96 42 34 37  
32 32 48 96 34 32 30  
32 24 48 96 34 32 30  
16 32 48 96 32 32 30  
32 40 56 96 34 32 30  
32 40 48 80 40 32 30  
32 40 48 96 40 35 42  
32 48 40 80 39 37 38  
32 56 56 96 41 43 23  
32 40 24 96 41 45 23  
48 56 56 96 38 40 32  
48 48 56 80 40 32 30  
32 32 24 80 41 32 34  
32 32 40 96 37 54 30  
16 24 48 80 42 56 35  
Event : 24
96 48 32 80 37 33 23  
32 72 48 96 40 38 33  
48 24 32 64 42 35 28  
64 64 48 96 39 40 24  
48 40 48 96 42 40 39  
16 24 64 80 39 47 27  
32 56 48 80 40 39 29  
32 40 48 80 37 34 28  
32 88 40 64 42 50 32  
32 24 40 80 40 55 34  
32 24 40 96 41 54 38  
32 32 40 96 42 50 31  
32 32 48 96 40 46 28  
32 40 64 96 41 47 26  
32 16 32 96 41 45 22  
48 48 40 96 42 36 23  
48 88 32 96 42 43 19  
16 48 48 80 40 37 28  
16 8 48 96 42 36 39  
32 56 24 96 41 40 34  
16 16 32 64 42 40 42  
16 48 48 96 42 43 30  
32 48 56 96 42 42 29  
32 8 48 96 37 33 37  
32 40 32 80 40 38 28  
16 16 56 96 41 32 29  
48 32 48 96 41 41 37  
48 56 48 96 40 41 34  
96 32 16 96 42 46 35  
Event : 25
16 56 48 96 41 39 38  
32 88 32 80 35 34 31  
32 72 56 96 40 33 26  
32 8 24 64 42 36 30  
32 32 48 80 42 41 28  
48 32 48 96 42 45 31  
32 32 56 96 38 34 30  
32 72 56 96 33 33 30  
48 48 48 96 32 33 30  
32 72 16 96 40 41 27  
32 32 32 96 39 35 32  
32 32 40 96 42 33 27  
32 32 56 80 42 32 28  
48 64 40 96 40 51 38  
32 88 80 80 42 51 38  
32 48 48 96 40 53 26  
16 72 32 96 41 48 27  
48 32 40 96 41 50 26  
80 40 32 96 41 50 38  
48 48 32 80 40 32 27  
16 48 64 96 39 35 28  
16 48 32 80 40 43 38  
32 80 32 96 36 44 38  
32 40 32 96 41 42 38  
64 24 32 80 38 40 27  
16 8 40 96 40 32 35  
64 56 40 80 42 40 32  
32 32 64 96 40 35 30  
32 32 48 96 39 35 30  
Event : 26
48 56 32 96 42 32 33  
16 88 40 64 38 35 37  
80 32 24 96 40 34 27  
16 56 48 96 37 33 31  
32 24 24 80 41 34 29  
48 80 48 96 42 43 31  
32 48 48 80 36 32 31  
16 48 48 80 42 37 39  
80 72 32 96 39 44 33  
48 48 56 96 36 43 41  
32 40 48 96 40 39 30  
32 32 32 96 36 36 35  
32 48 56 80 40 33 28  
16 40 56 80 42 32 31  
16 40 40 96 40 44 28  
32 56 48 80 41 33 25  
32 56 40 80 36 32 30  
32 32 16 64 40 33 29  
48 80 24 64 40 49 29  
32 72 48 96 38 48 27  
80 96 72 80 38 53 32  
64 48 56 96 41 49 32  
16 16 8 64 42 52 29  
32 8 16 64 41 55 37  
32 24 24 96 38 53 29  
32 32 56 96 39 54 31  
32 48 48 64 38 48 29  
64 88 48 64 40 49 27  
48 40 40 96 39 33 39  
Event : 27
32 16 64 96 39 32 32  
96 80 72 64 41 43 46  
16 40 32 96 42 42 35  
32 48 32 96 38 42 33  
32 24 64 96 41 33 36  
32 72 32 96 41 47 32  
16 32 32 96 42 41 33  
48 56 56 96 40 37 26  
16 16 40 96 42 47 29  
48 88 48 80 41 35 28  
48 40 32 96 41 35 29  
16 48 32 96 42 36 32  
16 32 40 80 37 34 32  
32 24 32 96 40 34 31  
48 24 48 96 41 40 41  
32 32 8 96 42 46 30  
16 8 40 80 41 47 29  
16 80 8 80 40 44 33  
16 56 24 80 42 56 25  
16 24 32 64 37 57 29  
16 16 40 96 35 45 32  
32 24 32 96 39 35 34  
32 64 40 96 42 44 31  
32 40 64 96 42 47 33  
48 56 32 80 35 43 29  
16 80 16 96 39 39 29  
48 32 8 80 38 39 41  
32 48 32 96 41 32 27  
16 40 24 80 38 37 26  
Event : 28
32 32 64 96 41 32 31  
32 24 40 96 38 42 29  
16 16 40 80 40 37 30  
48 56 56 96 39 33 39  
48 40 48 96 35 39 40  
32 72 8 80 39 33 30  
48 64 56 96 41 32 33  
48 32 24 80 40 37 28  
32 24 48 96 40 34 31  
16 8 16 80 40 35 29  
32 24 48 96 39 34 25  
32 48 32 80 37 39 22  
32 72 24 96 40 33 25  
32 40 64 96 42 34 26  
16 56 40 96 38 33 26  
32 48 64 96 34 41 25  
64 64 40 80 33 42 25  
16 24 24 96 36 41 24  
32 72 32 96 41 35 24  
32 48 40 96 33 41 25  
64 48 16 80 40 40 29  
32 32 48 64 42 37 35  
48 32 40 80 42 34 29  
16 88 32 96 41 43 22  
48 72 40 80 41 43 28  
48 48 24 96 39 50 33  
32 96 40 64 34 42 25  
48 96 40 96 40 40 41  
64 104 48 64 35 41 20  
Event : 29
32 32 48 80 41 39 35  
48 48 32 96 35 34 30  
64 80 48 64 39 41 27  
32 48 32 96 40 42 34  
32 32 24 80 42 38 30  
32 8 16 80 38 38 24  
64 32 72 80 38 37 30  
32 40 48 96 40 33 35  
32 24 32 96 41 35 37  
32 40 32 96 40 34 35  
32 8 32 80 41 32 24  
48 16 40 64 37 37 23  
32 8 48 80 38 32 33  
64 80 40 80 40 39 33  
32 64 48 96 39 47 24  
48 24 48 64 37 57 31  
32 40 48 96 39 52 31  
32 56 48 80 36 56 29  
48 88 48 96 40 41 35  
32 40 32 96 40 36 30  
48 24 48 96 41 34 35  
16 16 40 80 38 36 31  
32 16 64 80 41 32 32  
16 32 48 96 40 32 29  
32 24 48 96 40 46 31  
32 32 32 80 39 40 35  
48 64 48 96 40 42 30  
16 48 64 96 41 46 29  
48 16 40 80 40 37 29  
Event : 30
32 24 24 64 39 37 38  
16 16 48 96 41 34 21  
32 24 48 96 38 35 35  
32 24 8 80 40 38 30  
32 16 56 96 36 33 29  
32 32 48 96 38 36 34  
32 32 32 96 41 36 30  
32 32 40 96 37 33 29  
16 72 48 96 42 32 29  
32 24 48 96 42 32 34  
16 32 8 96 40 46 32  
48 8 24 80 38 37 34  
32 8 24 96 38 39 34  
64 104 32 64 39 39 40  
48 16 40 80 40 39 34  
32 24 48 96 36 36 29  
48 72 64 96 40 43 29  
32 32 48 96 42 52 30  
32 48 56 96 38 51 21  
32 32 48 96 38 47 37  
32 24 40 96 42 52 36  
32 32 48 96 38 52 34  
32 72 32 80 41 38 34  
32 32 48 96 38 39 33  
32 32 48 96 41 40 34  
32 32 32 80 38 42 37  
32 48 40 96 42 33 35  
32 48 40 96 38 45 34  
32 16 48 96 36 33 35  
Event : 31
64 72 24 64 42 39 27  
32 72 48 80 41 39 35  
32 32 32 80 40 41 32  
32 48 32 80 39 48 39  
32 32 24 80 40 37 33  
48 32 48 80 42 33 24  
80 48 56 80 39 34 24  
32 56 56 96 40 47 34  
32 48 8 64 42 55 31  
32 16 8 80 40 55 27  
32 88 32 96 39 53 32  
16 16 56 96 39 32 33  
48 8 48 64 42 37 29  
32 32 40 80 35 38 31  
32 32 64 96 41 32 31  
32 48 40 80 35 39 31  
80 96 32 64 40 34 29  
32 32 40 80 37 37 29  
32 48 72 96 42 45 36  
48 72 32 80 41 33 34  
