BX = 000 Event : 1
0 0 0000110|100|010 0x01A2
0 1 0001001|101|100 0x026C
0 2 0001011|100|100 0x02E4
0 3 0001100|101|110 0x032E
1 0 0001110|010|011 0x0393
1 1 0001111|101|011 0x03EB
1 2 0010000|110|010 0x0432
1 3 0010001|011|010 0x045A
1 4 0010011|010|011 0x04D3
BX = 001 Event : 2
1 0 0010001|011|011 0x045B
2 0 0011000|011|100 0x061C
5 0 0000010|0011|010 0x011A
