BX = 000 Event : 1
0x00 0100100|0100110 0x1226
0x01 0100101|0100110 0x12A6
BX = 001 Event : 2
BX = 010 Event : 3
0x00 0000101|0000101 0x0285
0x01 0000101|0000111 0x0287
0x02 0000101|0001000 0x0288
BX = 011 Event : 4
BX = 100 Event : 5
0x00 0110001|0001000 0x1888
0x01 0110001|0001010 0x188A
0x02 0110001|0001100 0x188C
0x03 0110010|0010000 0x1910
0x04 0110010|0010010 0x1912
BX = 101 Event : 6
BX = 110 Event : 7
BX = 111 Event : 8
BX = 000 Event : 9
BX = 001 Event : 10
0x00 0100010|0000111 0x1107
0x01 0100010|0001000 0x1108
0x02 0100010|0001001 0x1109
0x03 0100010|0001010 0x110A
0x04 0100101|0000111 0x1287
0x05 0100101|0001000 0x1288
0x06 0100101|0001001 0x1289
0x07 0100101|0001010 0x128A
0x08 0101000|0001001 0x1409
0x09 0101000|0001010 0x140A
0x0a 0101000|0001110 0x140E
BX = 010 Event : 11
BX = 011 Event : 12
0x00 0100111|0000011 0x1383
0x01 0100111|0000111 0x1387
0x02 0100111|0001100 0x138C
0x03 0101000|0000011 0x1403
0x04 0101000|0000111 0x1407
0x05 0101001|0101100 0x14AC
0x06 0101010|0101100 0x152C
0x07 0111011|0000011 0x1D83
0x08 0111011|0000111 0x1D87
0x09 0111011|0001100 0x1D8C
0x0a 0111011|0010000 0x1D90
0x0b 0111011|0010001 0x1D91
BX = 100 Event : 13
0x00 0101101|0010000 0x1690
0x01 0110110|0001010 0x1B0A
0x02 0110110|0010000 0x1B10
0x03 0110111|0001010 0x1B8A
0x04 0110111|0010000 0x1B90
0x05 0111000|0001010 0x1C0A
0x06 0111000|0010000 0x1C10
0x07 0111001|0001010 0x1C8A
0x08 0111001|0010000 0x1C90
0x09 0111100|0000010 0x1E02
0x0a 0111100|0000100 0x1E04
0x0b 0111100|0001010 0x1E0A
0x0c 0111100|0010000 0x1E10
BX = 101 Event : 14
0x00 0010001|0000101 0x0885
0x01 0010001|0000111 0x0887
0x02 0010001|0001000 0x0888
0x03 0011111|0000111 0x0F87
0x04 0011111|0001000 0x0F88
0x05 0100110|0010000 0x1310
BX = 110 Event : 15
0x00 0010111|0000101 0x0B85
0x01 0010111|0000110 0x0B86
0x02 0010111|0000111 0x0B87
BX = 111 Event : 16
0x00 0101011|0001001 0x1589
0x01 0101011|0001011 0x158B
0x02 0110000|0010011 0x1813
BX = 000 Event : 17
0x00 0010101|0001010 0x0A8A
0x01 0010101|0001011 0x0A8B
0x02 0010110|0010100 0x0B14
BX = 001 Event : 18
0x00 1001111|0000001 0x2781
0x01 1001111|0000010 0x2782
0x02 1010001|0000001 0x2881
0x03 1010001|0000010 0x2882
0x04 1010010|0000001 0x2901
0x05 1010010|0000010 0x2902
0x06 1010100|0000001 0x2A01
0x07 1010100|0000010 0x2A02
0x08 1010101|1000000 0x2AC0
0x09 1010110|0000001 0x2B01
0x0a 1010110|0000010 0x2B02
0x0b 1011011|0001001 0x2D89
BX = 010 Event : 19
0x00 1000110|1000011 0x2343
0x01 1001101|0011100 0x269C
BX = 011 Event : 20
0x00 0010001|0000000 0x0880
0x01 0010001|0000001 0x0881
BX = 100 Event : 21
BX = 101 Event : 22
0x00 1001000|0110111 0x2437
0x01 1001001|0110111 0x24B7
BX = 110 Event : 23
0x00 0111100|0000110 0x1E06
0x01 1000001|0001100 0x208C
0x02 1000010|0010001 0x2111
0x03 1000011|0010001 0x2191
BX = 111 Event : 24
0x00 0010010|0001100 0x090C
BX = 000 Event : 25
0x00 0011010|0000111 0x0D07
0x01 0100000|0000101 0x1005
0x02 0100000|0000111 0x1007
0x03 0100000|0001100 0x100C
BX = 001 Event : 26
BX = 010 Event : 27
0x00 0001100|0000100 0x0604
0x01 0001100|0000101 0x0605
0x02 0001110|0000100 0x0704
0x03 0001110|0000101 0x0705
BX = 011 Event : 28
0x00 0011101|0001110 0x0E8E
0x01 0011101|0010010 0x0E92
0x02 0011110|0001110 0x0F0E
0x03 0011110|0010010 0x0F12
0x04 0100010|0010000 0x1110
0x05 0100011|0010000 0x1190
0x06 0100101|0011000 0x1298
0x07 0100110|0011100 0x131C
