BX = 000 Event : 1
0x00 0010000|0000000 0x0800
0x01 0010001|0000000 0x0880
0x02 0010011|0000000 0x0980
0x03 0010100|0000010 0x0A02
0x04 0010101|0000000 0x0A80
0x05 0010110|0000010 0x0B02
BX = 001 Event : 2
0x00 0001001|0001110 0x048E
0x01 0001011|0001110 0x058E
0x02 0001100|0001110 0x060E
0x03 0011100|0001110 0x0E0E
BX = 010 Event : 3
0x00 0001101|0100000 0x06A0
0x01 0001101|0100001 0x06A1
0x02 0001110|0100000 0x0720
0x03 0001110|0100001 0x0721
BX = 011 Event : 4
BX = 100 Event : 5
0x00 0100110|0001101 0x130D
0x01 0101001|0001101 0x148D
0x02 0101101|0001101 0x168D
0x03 0101101|0001110 0x168E
0x04 0101110|0000100 0x1704
0x05 0101111|0000100 0x1784
0x06 0110011|0001101 0x198D
0x07 0110011|0001110 0x198E
0x08 0110011|0010001 0x1991
BX = 101 Event : 6
0x00 0001101|0000001 0x0681
0x01 0001110|0000001 0x0701
BX = 110 Event : 7
0x00 0001101|0000101 0x0685
0x01 0001111|0000101 0x0785
0x02 0001111|0001100 0x078C
0x03 0010010|0010010 0x0912
0x04 0010100|0001100 0x0A0C
0x05 0010101|0010010 0x0A92
0x06 0010111|0001100 0x0B8C
0x07 0010111|0010010 0x0B92
0x08 0011000|0010010 0x0C12
0x09 0011101|0010010 0x0E92
0x0a 0011111|1000011 0x0FC3
0x0b 0101010|0001100 0x150C
0x0c 0101010|0010010 0x1512
BX = 111 Event : 8
0x00 0010101|0001100 0x0A8C
0x01 0010101|0010000 0x0A90
0x02 0010110|0001100 0x0B0C
0x03 0010110|0010000 0x0B10
BX = 000 Event : 9
0x00 0100111|0001110 0x138E
0x01 0100111|0001111 0x138F
0x02 0101000|0001110 0x140E
0x03 0101000|0001111 0x140F
0x04 0101001|0001110 0x148E
0x05 0101001|0001111 0x148F
0x06 0110000|0000011 0x1803
BX = 001 Event : 10
0x00 0011110|0010101 0x0F15
0x01 0011111|0010101 0x0F95
0x02 0100000|0110111 0x1037
0x03 0100000|0111001 0x1039
0x04 0100001|0100100 0x10A4
BX = 010 Event : 11
0x00 0010010|0000001 0x0901
0x01 0010010|0000100 0x0904
0x02 0010011|0000001 0x0981
