BX = 000 Event : 1
0x00 0000101|0000010|0010010111|000000010000|0000010 0x05044B80802
0x01 0000101|0000101|0010010111|000000000011|0000010 0x050A4B80182
0x02 0000101|0001100|0010011000|000000000111|0000100 0x05184C00384
BX = 001 Event : 2
BX = 010 Event : 3
0x00 0000011|0000101|0010100110|000000000100|0000000 0x030A5300200
BX = 011 Event : 4
0x00 0000011|0101111|0010000000|111111110100|1101011 0x035E407FA6B
0x01 0000100|0001100|0010110010|000000001000|0000000 0x04185900400
0x02 0000100|0001101|0010110010|000000000110|0000010 0x041A5900302
BX = 100 Event : 5
0x00 0000101|0000000|0010100011|111111001100|0100010 0x050051FE622
0x01 0000101|0000001|0010100011|000000000100|0010111 0x05025180217
0x02 0000111|0000111|0010001001|000000001010|1100010 0x070E4480562
BX = 101 Event : 6
0x00 0000100|0000101|0010010110|111111000111|1100000 0x040A4B7E3E0
BX = 110 Event : 7
0x00 0000111|0000000|0010000010|000000011001|0000011 0x07004100C83
BX = 111 Event : 8
BX = 000 Event : 9
0x00 0000110|0001101|0010101110|000000001010|0010100 0x061A5700514
0x01 0000110|0001110|0010101110|000000000001|0011000 0x061C5700098
BX = 001 Event : 10
0x00 0000001|0000100|0010010110|111111110001|1111000 0x01084B7F8F8
0x01 0000001|0001000|0010010110|000000001110|1111000 0x01104B00778
0x02 0000110|0000001|0010010100|111111110101|1111101 0x06024A7FAFD
BX = 010 Event : 11
0x00 0000100|0000000|0010100110|000000000101|0000110 0x04005300286
0x01 0000110|0001011|0010010010|000000000011|0001111 0x0616490018F
0x02 0000110|0001100|0010010010|000000100000|0000011 0x06184901003
BX = 011 Event : 12
0x00 0000010|0010001|0010011011|000000000100|1110110 0x02224D80276
0x01 0000110|0001011|0010011001|000000011101|1101111 0x06164C80EEF
0x02 0000110|0010110|0010011001|000000010000|1101001 0x062C4C80869
0x03 0000110|0011011|0010000011|111111101111|1100101 0x063641FF7E5
BX = 100 Event : 13
0x00 0000100|0000010|0010000000|000000000001|0101000 0x040440000A8
BX = 101 Event : 14
0x00 0000011|0000000|0010000011|000000001011|1111101 0x030041805FD
0x01 0000011|0000001|0010011100|111111000101|1110010 0x03024E7E2F2
0x02 0000100|0000011|0010011010|000000001010|0000001 0x04064D00501
0x03 0000100|0000100|0010011010|000000000111|0000001 0x04084D00381
0x04 0000100|0000110|0010111101|000000000000|1111111 0x040C5E8007F
0x05 0000111|0010100|0010100001|111111100010|1111010 0x072850FF17A
0x06 0000111|0010111|0010100001|111111101011|1101011 0x072E50FF5EB
0x07 0000111|0011111|0010100001|111111100011|1110100 0x073E50FF1F4
0x08 0000111|0100010|0010100001|111111111110|1011111 0x074450FFF5F
BX = 110 Event : 15
0x00 0000010|0001100|0010111101|000000011111|0000100 0x02185E80F84
0x01 0000100|0001011|0010000100|111111101000|0101010 0x0416427F42A
0x02 0000100|0001101|0010000100|111111110011|0100011 0x041A427F9A3
0x03 0000110|0010110|0010100000|000000010110|0100111 0x062C5000B27
BX = 111 Event : 16
BX = 000 Event : 17
0x00 0000110|0000001|0010110010|000000001111|0000000 0x06025900780
0x01 0000110|0000010|0010110010|000000011001|0000010 0x06045900C82
0x02 0000110|0000011|0010110010|000000001010|0000000 0x06065900500
0x03 0000110|0000100|0010110010|000000001110|0000011 0x06085900703
0x04 0000110|0000101|0010110010|111111111111|0000000 0x060A597FF80
0x05 0000110|0000110|0010110010|111111111011|0000010 0x060C597FD82
0x06 0000110|0000111|0010110010|000000000111|0000010 0x060E5900382
0x07 0000110|0001000|0010110010|000000001011|0000011 0x06105900583
0x08 0000110|0011000|0010011010|000000101100|1010111 0x06304D01657
0x09 0000110|0011001|0010011010|000000100111|1010111 0x06324D013D7
BX = 001 Event : 18
0x00 0000010|0000100|0010000000|000000011110|0100101 0x02084000F25
0x01 0000010|0000101|0010000000|111111100110|0011010 0x020A407F31A
0x02 0000010|0000110|0010000000|111111111101|0011111 0x020C407FE9F
0x03 0000100|0001000|0010111100|000000010100|1111101 0x04105E00A7D
0x04 0000100|0001001|0010111100|000000001011|0000010 0x04125E00582
0x05 0000100|0001010|0010111100|000000011001|1111101 0x04145E00CFD
0x06 0000100|0001011|0010111100|000000010010|0000001 0x04165E00901
0x07 0000100|0001110|0010111100|000000001010|1111100 0x041C5E0057C
0x08 0000100|0011100|0010011100|111111111101|0000000 0x04384E7FE80
BX = 010 Event : 19
0x00 0000011|0000010|0010100111|111111101010|0000000 0x030453FF500
0x01 0000011|0000011|0010100111|111111110011|0000000 0x030653FF980
0x02 0000011|0001011|0010101100|000000000100|0000100 0x03165600204
0x03 0000110|0000101|0010000011|000001001101|1111000 0x060A41826F8
0x04 0000111|0001011|0010000010|000000101011|1010001 0x071641015D1
BX = 011 Event : 20
0x00 0000101|0001010|0010100100|000000100100|1100110 0x05145201266
0x01 0000110|0010100|0010000001|000000100001|1111101 0x062840810FD
0x02 0000110|0010101|0010000001|000000011100|0000000 0x062A4080E00
BX = 100 Event : 21
0x00 0000010|0001001|0010101110|111111110100|0000000 0x0212577FA00
0x01 0000100|0001110|0010010101|111111110010|1110011 0x041C4AFF973
BX = 101 Event : 22
0x00 0000101|0000101|0010000000|000000000010|1111101 0x050A400017D
0x01 0000101|0000110|0010000001|111111111101|0001000 0x050C40FFE88
0x02 0000101|0000111|0010000001|111111110011|0000111 0x050E40FF987
BX = 110 Event : 23
0x00 0000111|0011110|0010101111|000000011111|0001000 0x073C5780F88
BX = 111 Event : 24
0x00 0000010|0010010|0010000110|111111111100|1101100 0x0224437FE6C
0x01 0000010|0010100|0010000011|111111111101|1111111 0x022841FFEFF
BX = 000 Event : 25
0x00 0000010|0001001|0010000101|000001000111|0100100 0x021242823A4
0x01 0000010|0001010|0010000101|000001001101|0100010 0x021442826A2
BX = 001 Event : 26
0x00 0000010|0001011|0010000110|111111111101|0000100 0x0216437FE84
0x01 0000011|0000100|0010000011|000000001111|1110100 0x030841807F4
0x02 0000011|0000110|0010000011|000000001100|1111000 0x030C4180678
0x03 0000100|0010111|0010000111|111111001100|0001001 0x042E43FE609
0x04 0000100|0011001|0010000111|111111010110|0000011 0x043243FEB03
0x05 0000110|0010101|0010001000|111111011010|1100010 0x062A447ED62
BX = 010 Event : 27
0x00 0000100|0001001|0010010101|000000000000|1111100 0x04124A8007C
0x01 0000100|0001010|0010010101|111111111101|1111100 0x04144AFFEFC
BX = 011 Event : 28
0x00 0000011|0001000|0010000001|111111110011|0001110 0x031040FF98E
0x01 0000011|0001001|0010000001|111111111111|0010101 0x031240FFF95
0x02 0000101|0001001|0010001000|000000011000|1011101 0x05124400C5D
0x03 0000101|0010010|0010001000|000000011010|1011101 0x05244400D5D
0x04 0000101|0010100|0010001000|000000010110|1011011 0x05284400B5B
0x05 0000111|0000001|0010001100|111111010011|1101001 0x0702467E9E9
0x06 0000111|0000010|0010001100|111111001001|1100001 0x0704467E4E1
BX = 100 Event : 29
0x00 0000101|0000011|0010101100|111111101110|0000001 0x0506567F701
0x01 0000101|0000100|0010110000|000000010101|1111111 0x05085800AFF
0x02 0000101|0000110|0010110000|000000100110|1111100 0x050C580137C
BX = 101 Event : 30
0x00 0000010|0000010|0010100011|000000001010|1011101 0x0204518055D
0x01 0000111|0001110|0010000011|111111101011|0000010 0x071C41FF582
BX = 110 Event : 31
0x00 0000110|0000010|0010000101|000000010100|0011110 0x06044280A1E
0x01 0000110|0000011|0010000101|000000011111|0011110 0x06064280F9E
0x02 0000110|0000100|0010000000|000000000100|1110110 0x06084000276
0x03 0000111|0001001|0010011000|000000100101|1110101 0x07124C012F5
0x04 0000111|0001010|0010011000|000000101010|1111000 0x07144C01578
BX = 111 Event : 32
BX = 000 Event : 33
0x00 0000101|0001001|0010000000|000000100100|1101011 0x0512400126B
BX = 001 Event : 34
BX = 010 Event : 35
0x00 0000010|0001111|0010000101|111111000111|0110000 0x021E42FE3B0
BX = 011 Event : 36
BX = 100 Event : 37
0x00 0000100|0001011|0010100010|111111101111|0011010 0x0416517F79A
0x01 0000100|0001100|0010100010|111111110100|0011000 0x0418517FA18
BX = 101 Event : 38
0x00 0000010|0000110|0010100000|000000010101|1110011 0x020C5000AF3
0x01 0000011|0000110|0010011010|000000000010|0000001 0x030C4D00101
0x02 0000011|0010011|0010100110|111111110101|1101001 0x0326537FAE9
0x03 0000011|0010100|0010100110|111111111110|1100011 0x0328537FF63
0x04 0000011|0010110|0010100110|111111110111|1101000 0x032C537FBE8
0x05 0000100|0010010|0010000100|111111101011|0101010 0x0424427F5AA
BX = 110 Event : 39
0x00 0000100|0000100|0010100101|111111110110|1111111 0x040852FFB7F
BX = 111 Event : 40
0x00 0000010|0000011|0010101011|111111110001|1111110 0x020655FF8FE
0x01 0000011|0000001|0010101010|000000000000|0000011 0x03025500003
BX = 000 Event : 41
0x00 0000100|0000000|0010101101|000000000100|0000000 0x04005680200
0x01 0000100|0000001|0010101101|000000000110|0000010 0x04025680302
0x02 0000100|0001001|0010000000|000000000011|1101011 0x041240001EB
0x03 0000100|0001010|0010000000|111111111001|1101100 0x0414407FCEC
BX = 001 Event : 42
0x00 0000101|0000010|0010000111|000000110001|0010001 0x05044381891
BX = 010 Event : 43
0x00 0000010|0000010|0010000010|111111111001|0010001 0x0204417FC91
0x01 0000011|0000001|0010110001|000000001010|0000001 0x03025880501
0x02 0000011|0000101|0010010010|111111111010|0000100 0x030A497FD04
0x03 0000011|0000110|0010010010|000000000010|0000100 0x030C4900104
BX = 011 Event : 44
BX = 100 Event : 45
0x00 0000010|0010010|0010011111|111111000001|0000111 0x02244FFE087
0x01 0000010|0010101|0010000101|000000111000|0000101 0x022A4281C05
0x02 0000010|0011010|0010000111|111111111011|0010101 0x023443FFD95
0x03 0000011|0011001|0010000001|000001010110|1110110 0x03324082B76
0x04 0000011|0011010|0010000001|000000010101|1011100 0x03344080ADC
0x05 0000011|0011011|0010000001|000000001001|1100000 0x033640804E0
0x06 0000100|0001000|0010000011|000000011010|1100100 0x04104180D64
0x07 0000101|0000110|0010000000|111111010111|0000110 0x050C407EB86
BX = 101 Event : 46
0x00 0000011|0010001|0010011100|111111110101|1111111 0x03224E7FAFF
0x01 0000100|0011100|0010100011|000000001100|1111111 0x0438518067F
0x02 0000100|0011111|0010100010|000000001100|0000011 0x043E5100603
0x03 0000110|0010010|0010001011|000000000101|0011001 0x06244580299
BX = 110 Event : 47
0x00 0000010|0000001|0010100001|000000100011|0010000 0x02025081190
0x01 0000010|0000101|0010100001|000000000001|1010110 0x020A50800D6
0x02 0000100|0000101|0010011110|000000011101|1111101 0x040A4F00EFD
0x03 0000100|0010001|0010000001|000000010001|0011100 0x0422408089C
0x04 0000100|0011110|0010011101|111111111010|1111110 0x043C4EFFD7E
BX = 111 Event : 48
0x00 0000110|0010011|0010000010|000000110111|0011011 0x06264101B9B
0x01 0000110|0101010|0010000001|111111101101|0010010 0x065440FF692
0x02 0000110|0101011|0010000001|111111101010|0010101 0x065640FF515
0x03 0000110|0101100|0010000001|111111100100|0010001 0x065840FF211
0x04 0000110|0101101|0010000001|111111100011|0010101 0x065A40FF195
BX = 000 Event : 49
0x00 0000011|0000111|0010010000|111111111101|0000000 0x030E487FE80
0x01 0000100|0000010|0010000000|000000110000|0000000 0x04044001800
0x02 0000110|0001001|0010000011|000000000000|1010101 0x06124180055
BX = 001 Event : 50
0x00 0000100|0000111|0010000011|111111010000|0010110 0x040E41FE816
0x01 0000100|0001000|0010000011|111111011101|0011001 0x041041FEE99
BX = 010 Event : 51
0x00 0000011|0000010|0010001111|111111010010|1101000 0x030447FE968
0x01 0000011|0000100|0010001111|111111011100|1101011 0x030847FEE6B
BX = 011 Event : 52
0x00 0000111|0000000|0010000010|000000000010|0010010 0x07004100112
BX = 100 Event : 53
BX = 101 Event : 54
BX = 110 Event : 55
0x00 0000110|0000011|0010101010|111111111101|1111111 0x0606557FEFF
0x01 0000110|0010011|0010001000|000000111001|0000100 0x06264401C84
0x02 0000110|0010101|0010001000|000000100010|1111100 0x062A440117C
BX = 111 Event : 56
0x00 0000111|0000111|0010001011|000000000011|0001011 0x070E458018B
BX = 000 Event : 57
0x00 0000010|0000111|0010000101|000000000001|1100011 0x020E42800E3
0x01 0000100|0001010|0010111000|111111010010|0000000 0x04145C7E900
0x02 0000101|0000101|0010011000|000000100101|0000011 0x050A4C01283
0x03 0000101|0001000|0010011000|000000100010|0000001 0x05104C01101
BX = 001 Event : 58
BX = 010 Event : 59
0x00 0000011|0000011|0010010100|111111100010|1111101 0x03064A7F17D
0x01 0000100|0001000|0010010001|000000001000|1111110 0x0410488047E
0x02 0000100|0001001|0010010001|000000001000|0000011 0x04124880403
0x03 0000101|0001110|0010011111|111111100000|1100000 0x051C4FFF060
0x04 0000101|0010000|0010011111|000000101101|1111001 0x05204F816F9
0x05 0000101|0010001|0010011111|000000111000|1101100 0x05224F81C6C
0x06 0000101|0011001|0010011111|111110110010|0100100 0x05324FFD924
0x07 0000101|0100101|0010100000|000000011011|0010000 0x054A5000D90
0x08 0000110|0000001|0010100100|111111011001|1111101 0x0602527ECFD
0x09 0000110|0001001|0010100100|000000111011|1111111 0x06125201DFF
BX = 011 Event : 60
0x00 0000001|0001011|0010011100|000000010100|1100111 0x01164E00A67
0x01 0000001|0001100|0010011100|000000111000|1101011 0x01184E01C6B
0x02 0000010|0001001|0010011110|000000000011|1110110 0x02124F001F6
0x03 0000010|0010110|0010011101|111111110011|0010001 0x022C4EFF991
0x04 0000011|0000010|0010010100|111111111011|0000000 0x03044A7FD80
0x05 0000011|0000011|0010010100|111111111110|1111110 0x03064A7FF7E
0x06 0000011|0001110|0010010101|111111111010|0000001 0x031C4AFFD01
0x07 0000011|0001111|0010010101|111111111111|0000001 0x031E4AFFF81
0x08 0000011|0010000|0010010101|111111111010|0000001 0x03204AFFD01
0x09 0000110|0000111|0010011011|000000001000|0010111 0x060E4D80417
BX = 100 Event : 61
BX = 101 Event : 62
BX = 110 Event : 63
BX = 111 Event : 64
0x00 0000010|0001000|0010100011|000000000001|1010110 0x021051800D6
0x01 0000100|0000101|0010011101|111111111010|0000011 0x040A4EFFD03
BX = 000 Event : 65
0x00 0000010|0000100|0010000001|000000000100|0010110 0x02084080216
0x01 0000010|0000101|0010000001|111111111111|0010011 0x020A40FFF93
0x02 0000010|0000110|0010000001|000000000100|0011000 0x020C4080218
0x03 0000010|0000111|0010000001|111111111110|0010101 0x020E40FFF15
0x04 0000101|0000000|0010110100|111111111011|0000011 0x05005A7FD83
BX = 001 Event : 66
0x00 0000011|0011011|0010011000|000000000111|0000001 0x03364C00381
BX = 010 Event : 67
0x00 0000110|0000111|0010100000|000000001010|0010100 0x060E5000514
0x01 0000110|0001000|0010100000|000000000001|0011000 0x06105000098
BX = 011 Event : 68
0x00 0000100|0010010|0010011000|111111110011|1100011 0x04244C7F9E3
0x01 0000110|0101101|0010000101|000000011000|1011100 0x065A4280C5C
BX = 100 Event : 69
0x00 0000100|0001001|0010101010|000000000101|0000110 0x04125500286
0x01 0000110|0011000|0010010111|000000000011|0001111 0x06304B8018F
0x02 0000110|0011001|0010010111|000000100000|0000011 0x06324B81003
BX = 101 Event : 70
0x00 0000001|0000101|0010000000|111111111110|0011100 0x010A407FF1C
0x01 0000001|0000111|0010000000|000000000110|0011010 0x010E400031A
0x02 0000001|0001000|0010000000|000000001001|0011010 0x0110400049A
0x03 0000101|0000100|0010011010|000000000001|0000010 0x05084D00082
0x04 0000101|0000101|0010011010|111111110000|0000100 0x050A4D7F804
BX = 110 Event : 71
0x00 0000101|0000110|0010010111|111111110101|1111100 0x050C4BFFAFC
0x01 0000101|0001011|0010010110|000000000111|0000100 0x05164B00384
BX = 111 Event : 72
0x00 0000001|0000111|0010000011|000000001000|0100111 0x010E4180427
0x01 0000011|0010000|0010000001|000000011001|0011100 0x03204080C9C
0x02 0000011|0010101|0010011011|000000010101|1111101 0x032A4D80AFD
0x03 0000011|0011101|0011000010|111111111010|1111110 0x033A617FD7E
BX = 000 Event : 73
0x00 0000011|0000001|0010111101|111111101110|0000011 0x03025EFF703
0x01 0000100|0000011|0010111000|111111111100|0000000 0x04065C7FE00
0x02 0000110|0000011|0010000011|111111100000|1011111 0x060641FF05F
0x03 0000110|0000100|0010000011|111111010110|1011000 0x060841FEB58
0x04 0000111|0000000|0010011000|111111100100|1100111 0x07004C7F267
0x05 0000111|0000001|0010011000|000000001110|1100111 0x07024C00767
BX = 001 Event : 74
0x00 0000001|0010010|0010000000|000000100100|1101111 0x0124400126F
0x01 0000001|0010011|0010000000|000001011111|1011001 0x01264002FD9
0x02 0000001|0010100|0010000000|000000100110|1110010 0x01284001372
0x03 0000101|0000110|0010011111|000000101011|0001110 0x050C4F8158E
0x04 0000101|0000111|0010011111|000001001100|0001010 0x050E4F8260A
BX = 010 Event : 75
0x00 0000010|0000000|0010000001|111111110111|0001000 0x020040FFB88
0x01 0000010|0010100|0010000001|111111111101|0001100 0x022840FFE8C
BX = 011 Event : 76
0x00 0000110|0000000|0010010010|111111111101|1111111 0x0600497FEFF
BX = 100 Event : 77
0x00 0000100|0000011|0010100010|111111010101|0100110 0x0406517EAA6
0x01 0000110|0000100|0010000000|111110101110|0011001 0x0608407D719
BX = 101 Event : 78
0x00 0000101|0000111|0010100001|000000011001|0001100 0x050E5080C8C
BX = 110 Event : 79
0x00 0000100|0000011|0010100000|111111101110|0000000 0x0406507F700
BX = 111 Event : 80
0x00 0000100|0000011|0010000010|000000111011|0100001 0x04064101DA1
0x01 0000100|0000101|0010000010|000000111100|0100011 0x040A4101E23
0x02 0000101|0001000|0010011001|000000000110|1111100 0x05104C8037C
0x03 0000101|0001001|0010011001|111111010011|0000100 0x05124CFE984
0x04 0000101|0001010|0010011001|000000000100|1111111 0x05144C8027F
0x05 0000110|0000000|0010110000|111111111111|1111111 0x0600587FFFF
0x06 0000110|0000001|0010110000|111111101101|1111111 0x0602587F6FF
0x07 0000110|0000010|0010011100|111111101100|0001101 0x06044E7F60D
0x08 0000110|0000011|0010011101|000001001110|0100011 0x06064E82723
BX = 000 Event : 81
0x00 0000110|0010100|0010000110|111111111010|1011101 0x0628437FD5D
0x01 0000110|0010101|0010000101|111111101100|0101100 0x062A42FF62C
BX = 001 Event : 82
0x00 0000101|0001110|0010100010|111111011100|1111101 0x051C517EE7D
0x01 0000110|0000011|0010100010|111111010101|1111111 0x0606517EAFF
BX = 010 Event : 83
0x00 0000100|0000011|0010101111|000000001101|1111101 0x040657806FD
0x01 0000101|0000000|0010110000|000000000111|0000010 0x05005800382
BX = 011 Event : 84
BX = 100 Event : 85
0x00 0000001|0000100|0010100110|000000011110|0000001 0x01085300F01
0x01 0000001|0000111|0010101000|000000011010|1111110 0x010E5400D7E
0x02 0000010|0000000|0010101000|000000010010|0000000 0x02005400900
0x03 0000010|0000001|0010101000|000000010000|1111111 0x0202540087F
0x04 0000010|0001110|0010100111|000000000100|0000101 0x021C5380205
0x05 0000100|0010111|0010000000|111111110111|1111110 0x042E407FBFE
0x06 0000100|0011000|0010000000|111111101000|1111111 0x0430407F47F
0x07 0000110|0000000|0010011011|000001001011|1100101 0x06004D825E5
BX = 101 Event : 86
BX = 110 Event : 87
0x00 0000011|0000011|0010011111|000000000101|1101111 0x03064F802EF
0x01 0000100|0000110|0010010111|111111111011|1111110 0x040C4BFFDFE
0x02 0000110|0000001|0010011010|111111101110|1111110 0x06024D7F77E
BX = 111 Event : 88
