BX = 000 Event : 1
0x10 001010100101001|0001010111110011011|11111100111010|1101100111|1001000110|0100000000|0100011110|0010110010|0010101111|111111111 0x054A457CDFE75B3C8C8023C5915FFF
0x11 001010100111010|0001010111110111100|11111100111010|1101101001|1001000110|0101011010|0100011110|0010110010|0010101111|0010001011 0x0A9D0AFBCFCEB699195A478B22BC8B
0x12 110101100101000|0001000110010111110|11110001110010|0000111111|1000111011|0101000100|0100101101|0110101111|0110101001|0110011100 0x359408CBEF1C83F8ED444B5AF6A59C
0x13 110101100110000|0001000110011001000|11110001110101|0000111011|1000111101|0101000100|0100101101|111111111|0110101001|0110011100 0x1ACC0466478EA1DC7AA225BFF6A59C
0x14 110111100110010|0001001010000010011|00001001001110|0001000101|1010001010|0100100010|0100010111|0100010111|0110000011|111111111 0x1BCC84A09849C22D149122E8BB07FF
0x15 000110101010011|0001011111010000100|00001100001001|0000110010|1010001100|0100101000|0100011000|0100010000|0100000011|0100000011 0x06A98BE840C2432A31284611040D03
0x16 000110101010010|0001011111010000101|00001100001001|0000110101|1010001110|0100101000|0100011000|0100010000|0100000011|0100000100 0x06A90BE850C2435A39284611040D04
0x17 000111100011101|0001100001110101111|00001001010010|1111101000|1010000110|0100011011|111111111|0100001100|0100001001|111111111 0x1E3A30EBC252FA28646FFE86213FF
0x18 000110000110001|0001100100011100110|00010110010101|0001100111|1010010010|0100110101|0100000001|0100000100|0100011111|0100011110 0x06188C8E6165467A49354050447D1E
0x19 110111000100000|0001010101001111110|00000110100101|1110100110|1010000000|0110000011|0110000110|0110001011|111111111|0110001111 0x1B880553F034BD3500C1B0CC5FFD8F
BX = 100 Event : 5
0x00 111001111011110|0000001100101101011|11111110100001|1111100100|0010101001|0000000100|0000101000|0000101110|0000100001|0010010001 0x39EF0196BFE87E42A4040A02E08491
0x01 000100100100110|0000111101010011000|11110100010000|0000111001|0110101001|0010101011|0010100110|0010101010|0010100011|0010100011 0x049307A98F440396A4AB298AA28CA3
0x02 000100100100001|0000111101010010001|11110100001100|0000111110|0110101010|0010101011|0010100110|0010101010|0010100011|0010100011 0x049087A91F4303E6A8AB298AA28CA3
0x03 001001100010100|0001001100001001110|11111110010111|1111100010|1000011111|0100111110|111111111|0010110010|0010110000|0010010000 0x04C504C277F2FF143E9F7FCB22C090
0x04 001010100110100|0001001110011001011|11111001010001|1111101000|1000110011|0100110100|0010101010|0010101111|0010101100|111111111 0x054D04E65FCA3F44669A15457959FF
0x05 000111001011010|0001010101100110111|00001011100010|0000100101|1000000011|0100010110|0100100111|0100000110|0010001001|0100000011 0x072D0AB370B882580D1649D0622503
0x06 111000100010001|0001000110010011011|00010011100011|0000100001|1000001110|0100011110|0100000100|0100000010|0100010001|0100011000 0x388888C9B138C218391E4110244518
0x07 111000000010010|0001001011010010111|11111000010010|0000101011|1010100111|0100110101|0100111101|111111111|0110001001|0110101011 0x1C0484B4BFC2415D4E9AA7BFF625AB
0x08 111010000111111|0001011000110011100|11110010101110|0001000001|1010100011|0110101100|0110100011|0110011101|0110101001|0110010100 0x3A1F8B19CF2B841A8DAC68D9D6A594
0x09 000111000010000|0001101101001101100|11110010001001|0000111011|1100100111|0110101000|0110011111|111111111|0100011000|0100011111 0x038406D3679121DE4ED433FFF4611F
0x0a 000111000000111|0001101101001011011|11110010001000|0000111111|1100101011|0110101000|0110011111|111111111|0100011000|0100011111 0x0381C6D2DF9101FE56D433FFF4611F
BX = 101 Event : 6
0x00 001010110010101|0000110000000010011|00001001000110|1110000100|0100000111|0010001001|0000001100|111111111|0000001011|111111111 0x2B2A1804C246E11072240CFF817FF
0x01 001000000111000|0000111000001010000|11110111101110|0000101111|0110101110|0010101100|0010011011|0010100100|0010001111|0000001101 0x081C07050F7B82F6B8AC26CA423C0D
0x02 001000000111001|0000111000001010001|11110111101111|0000110000|0110101111|0010101100|0010011011|0010100100|0010001111|0000001101 0x081C87051F7BC306BCAC26CA423C0D
0x03 111010001000100|0000101011110111001|00000111010010|1110001001|0110001110|0010000101|0010000101|0010011000|0010001100|0100001001 0x3A22057B9074B89638852149823109
0x04 001000100000101|0000111111011011100|11110011110010|1110101110|0110101100|0010100110|0010010101|0010101101|0010010110|0010010011 0x088287EDCF3CBAE6B0A6254AD25893
0x05 000011101001001|0000111011010100100|00000001110001|1111010010|0110000010|0010110110|0010000011|0010000001|0010000110|0010000110 0x03A4876A401C7D2608B620C8121886
0x06 000001010101011|0000111100110010101|00000001101100|1111001110|0110000001|0010110101|111111111|0010010001|0010000100|0010000010 0x00AAC3CCA80D9E73025AFFC9121082
0x07 000001010101010|0000111100110010101|00000001101001|1111010001|0110110101|0010110101|111111111|0010010001|111111111|0010000010 0x05541E654069F45B52D7FE48FFC82
0x08 111100101001110|0000111000111011111|00000010110001|1110010110|0110000001|0010110111|111111111|0100000000|111111111|0100001000 0xF29C1C77C0B1E59812DFFE807FD08
0x09 111100101011010|0000111001000000001|00000010000111|1111001111|0110000100|0010111000|111111111|0100000000|0100000000|0100001000 0x1E5683900810FE7B085C7FD0040108
0x0a 111100101011001|0000111001000000000|00000010101011|1110100101|0110110110|0010111000|111111111|0100000000|111111111|0100001000 0xF2B21C8000ABE95B62E3FE807FD08
0x0b 111100101011010|0000111001000000010|00000010001000|1111001101|0110111000|0010111000|111111111|0100000000|0100000000|0100001000 0x1E56839010111E6B705C7FD0040108
0x0c 001010111001110|0001000111111110011|11111000010001|0000011011|0110110000|0010101101|0010100000|0010110011|0010010001|0000001110 0x0AE708FF3F8441B6C0AD280B32440E
0x0d 001010111010010|0001000111111111100|11111000010000|0000011101|0110110000|0010101110|0010011111|0010110011|0010010001|0000001110 0x0AE908FFCF8401D6C0AE27CB32440E
0x0e 111110111110100|0000111011100001101|00000001011110|1111110111|0110111001|0010110111|111111111|0010010000|0010001011|0010000101 0x1F7D03B8680BDFBB725BFFC9022C85
0x0f 111101011101110|0001000011100001111|00000010000101|1111010000|1000011001|0100110101|0100110101|0100001000|0100000010|0100000000 0x3D770870F0217D0865354D50840900
0x10 111000011110000|0001010001000110110|00010000111000|0000010111|1010001000|0100011110|0100101001|0110000010|0110000001|0110010100 0x38780A23610E017A211E4A58260594
0x11 110101101011101|0001010011001010011|11110010110110|1111100011|1010100011|0110100001|0110100010|0110100110|0110011101|0110010111 0x35AE8A653F2DBE3A8DA1689A667597
0x12 000111110010011|0001110010001011101|00010010110010|1111111111|1100001000|0110010011|111111111|0100000010|0110000000|0110010001 0x03E4C722E8965FFE10C9FFD0260191
0x13 000111110100100|0001110010001110110|00010010110111|1111111000|1100001110|0110010011|111111111|0100000010|0110000000|0110010001 0x03E90723B096FFC61CC9FFD0260191
0x14 000111010011001|0001110001010011101|11111100100001|1111111011|1100000000|0110000000|0110001101|0110100011|0100010001|0100001111 0x074C8E29DFC87FBC0180635A34450F
0x15 000111010011010|0001110001010011101|11111100100001|1111111011|1100000000|0110110001|0110001101|0110100011|0100010001|0100001111 0x074D0E29DFC87FBC01B1635A34450F
0x16 000111110010000|0001110010001001111|00010010110010|0000000001|1100001000|0110010010|111111111|0100000010|0110000000|0110010001 0x03E407227896400E10C97FD0260191
0x17 000111110100100|0001110010001101110|00010010110110|1111111110|1100001000|0110011000|111111111|0100000010|0110000000|0110010001 0x03E907237096DFF610CC7FD0260191
0x18 000111110101011|0001110010001110010|00010010111001|1111111000|1100001110|0110010010|111111111|0100000010|0110000000|0110010001 0x03EAC72390973FC61CC97FD0260191
0x19 000111110110001|0001110010010000100|00010010111011|1111110110|1100001110|0110011000|111111111|0100000010|0110000000|0110010001 0x03EC472420977FB61CCC7FD0260191
0x1a 000111010010101|0001110001010010100|11111100100000|1111111101|1100010011|0110000000|0110001101|0110100011|0100010001|0100001111 0x074A8E294FC83FDC4D80635A34450F
0x1b 000111010010111|0001110001010011000|11111100100000|1111111101|1100010011|0110110001|0110001101|0110100011|0100010001|0100001111 0x074B8E298FC83FDC4DB1635A34450F
BX = 110 Event : 7
0x00 111000000010100|0000101010101001100|00000001011111|1111101000|0110000111|0010110111|111111111|0010100000|0100000000|0100001010 0x1C0502AA600BFF430E5BFFCA04010A
0x01 001010100101100|0000111111010000100|00000000000110|1110111111|0110000100|0010110101|0010001101|0010111100|0010100000|0000001110 0x0A9607E84001BBF610B5234BC2800E
0x02 110111000010011|0000101100111100001|11111111110101|1110111101|0110000011|0010110011|111111111|0100101000|0100011110|0100010010 0x1B84C2CF0FFEBDEB0659FFD2847912
0x03 110110101111100|0000111111001010100|11110100011110|1110011101|1000100111|0100101010|0100010111|0100101001|0100100100|0100011001 0x36BE07E54F47B9D89D2A45D2949119
0x04 110110101111100|0000111111001010010|11110100011110|1110011101|1000100111|0100101001|0100010111|0100101001|0100100100|0100011001 0x36BE07E52F47B9D89D2945D2949119
0x05 001010100000001|0001010101111001111|00001111011000|0001111110|1000001011|0100010101|0100001110|0010000100|0010000010|111111111 0x0540455E787B03F4168AA1C42105FF
0x06 001011001010100|0001011111000100001|00000000100100|1110110100|1010010110|0100000011|0100010010|0100000000|0010001111|0010000011 0x0B2A0BE210093B4A59034490023C83
0x07 110101101111111|0001010011101101111|00010000011001|1110100000|1010001010|0110010101|0110001100|0110001000|0110000010|0110000011 0x35BF8A76F1067A0A29956318860983
0x08 001010010100111|0001110011010110101|00001111110100|1110001110|1100001011|0110001111|0110001011|0100001010|0100000000|0100000010 0x0A538E6B50FD38EC2D8F62D0A40102
0x09 001010010100011|0001110011010101011|00001111110010|1110001111|1100001011|0110010010|0110001011|0100001010|0100000000|0100000010 0x0A518E6AB0FCB8FC2D9262D0A40102
0x0a 001010010101011|0001110011010111000|00001111110100|1110001110|1100001011|0110010100|0110001011|0100001010|0100000000|0100000010 0x0A558E6B80FD38EC2D9462D0A40102
0x0b 001011000001111|0001110011111010111|00000000001110|0000010110|1100101001|0110000010|0110010010|0100011010|0100010111|111111111 0x0583C73EB801C0B652C13248D22FFF
0x0c 001011000010010|0001110011111011100|00000000001110|0000010110|1100101001|0110111101|0110010010|0100011010|0100010111|111111111 0x0584873EE001C0B652DEB248D22FFF
0x0d 001011000001110|0001110011111010111|00000000001110|0000010110|1100101010|0110000010|0110010010|0100011010|0100010111|111111111 0x0583873EB801C0B654C13248D22FFF
0x0e 001011000010001|0001110011111011111|00000000001110|0000010111|1100101010|0110111101|0110010010|0100011010|0100010111|111111111 0x0584473EF801C0BE54DEB248D22FFF
BX = 111 Event : 8
0x00 000110001111101|0000101010001110100|11111010011100|0000010101|0100100111|0010000000|0000010000|0000100111|0000101011|0000010101 0x063E85474FA701549C80040270AC15
0x01 000110001111011|0000101010001101100|11111010011011|0000010110|0100100111|0010101011|0001000010|0000100111|0000101011|0000010101 0x063D8546CFA6C1649CAB108270AC15
0x02 111011011000101|0000011111111000110|11111001101110|0000101111|0100100110|0010101010|0010111110|0010100101|0010100011|0010101101 0x3B6283FC6F9B82F498AA2F8A528CAD
0x03 000101111110001|0000111010001100001|11111110010011|0000110000|0110000011|0010110010|0010001001|0010100111|0010011111|0010100111 0x05F887461FE4C3060CB2224A727CA7
0x04 111100010111010|0000110011100000000|11111111011110|0000110000|0110000101|0010110100|111111111|0010101110|0010100111|0100010100 0x1E2E833807FBC1830A5A7FCAE29D14
0x05 000111010100110|0001011001010011100|00001000010100|0000110010|1010000100|0100001100|0100010111|0100000011|0100000000|111111111 0x03A98594E0428195088622E81A01FF
0x06 000111010101001|0001011001010100010|00001000010101|0000101111|1010000101|0100001100|0100010111|0100011011|0100000000|111111111 0x03AA45951042A17D0A8622E8DA01FF
0x07 001001110111100|0001100000010000000|00010100010010|0001001101|1010001110|0100010110|0100000110|0100000000|0100010110|0100010010 0x09DE0C08014484DA39164190045912
0x08 000110000111111|0001011110111111110|00001101000000|0000001000|1010001001|0100001110|0100011011|0100011101|0100000101|0100000001 0x061F8BDFE0D0008A250E46D1D41501
0x09 000110001000011|0001011111000000101|00001101000001|0000001001|1010001010|0100001110|0100011011|0100011101|0100000101|0100000001 0x06218BE050D0409A290E46D1D41501
0x0a 001001110110001|0001100000100001000|11111111101100|0000110101|1010011111|0100000100|0100000101|0100000111|0101000111|0010101001 0x09D88C108FFB035A7D044150751CA9
0x0b 000101100001101|0001100101110111110|00000110111100|0000101110|1100000111|0100001011|0100010101|0100100001|0100100001|0100000011 0x05868CBBE06F02EC1D0B4552148503
0x0c 000010111000111|0001100110010000010|00000110101110|0001000011|1100001011|0110000111|0110001100|0100100011|111111111|0100000101 0x0171C6641035C21E16C3B1891FFD05
0x0d 111110010001101|0001100010010010100|00000111000110|0000110000|1100001011|0110001000|0110010001|0110000011|0110010010|0110001110 0x3E468C494071830C2D88645836498E
0x0e 000011000110110|0001100110101010101|00000110111100|0000101110|1100001000|0110000111|0110010000|0100100011|0100100000|0100001001 0x031B0CD5506F02EC21876412348109
0x0f 111110010011000|0001100010010110110|00000111100110|0000001001|1100001000|0110001000|111111111|0110000011|0110010010|111111111 0xF930312D81E602708623FEC1B25FF
0x10 000110011000011|0001101110111011100|00000111011010|0000101100|1100001110|0110001010|0110010110|111111111|0100100011|0100001011 0x0330C6EEE03B41661CC532DFF48D0B
0x11 000111000011111|0001110000000000010|00011000100110|1111001111|1100011110|0110100111|111111111|0110100010|0110011001|0110010011 0x0387C70010C4DE7E3CD3FFDA266593
0x12 000111000100100|0001110000000001100|00011000100110|1111001111|1100100111|0110100111|111111111|0110100010|0110011001|0110010011 0x0389070060C4DE7E4ED3FFDA266593
BX = 000 Event : 9
0x00 110101111101110|0000001101111100110|00000111100001|0000000011|0010001110|0000001011|0000010110|0010000100|0010000110|111111111 0x1AFB80DF303C20191C0582C4210DFF
0x01 110101111101010|0000001101111011010|00000111100011|0000000000|0010011010|0000001011|0000010110|0010000100|0010000110|111111111 0x1AFA80DED03C6001340582C4210DFF
0x02 110101111101000|0000001101111010011|00000111100010|0000000001|0010011011|0000001011|0000010110|0010000100|0010000110|111111111 0x1AFA00DE983C4009360582C4210DFF
0x03 111011100100010|0000010101111000100|11111010000111|1111110011|0011000000|0000111001|0001001000|0010010110|0010101110|0010100110 0x3B9102BC4FA1FF330039120962B8A6
0x04 111011100100011|0000010101111000111|11111010000111|1111110011|0011000010|0000111001|0001001000|0010010110|0010101110|0010100110 0x3B9182BC7FA1FF330839120962B8A6
0x05 111010100111100|0000010101100100001|00000001110100|1111000111|0010000110|0000000011|0000010000|0010000001|0010000001|0010000000 0x3A9E02B2101D3C7218030408120480
0x06 000011110111100|0000011111011110000|11111010100111|1111111000|0011000110|0000111101|0001001100|0001001111|0000111110|0000110010 0x03DE03EF0FA9FF83183D1304F0F832
0x07 000100001100010|0000100110000011010|11111000001110|1111110101|0100110011|0010110110|0001000100|0001010110|0000111001|0000110001 0x043104C1AF83BF54CCB6110560E431
0x08 111010000110000|0000011110001100110|00001110100011|1110101101|0100010111|0010011001|0010010101|0010000101|111111111|0010000100 0x1D0C01E330747D6A2E4C92A42FFC84
0x09 111010000101101|0000011110001100110|00001110100101|1110101010|0100011000|0010011001|0010010101|0010000101|111111111|0010000100 0x1D0B41E33074BD52304C92A42FFC84
0x0a 111011110100110|0000100100111011001|00000010101101|1111000011|0100001010|0010001001|0010001001|0010001010|0010001100|0010100010 0x3BD3049D902B7C3428892248A230A2
0x0b 111101100011100|0000100110111111010|11111010001111|1111110010|0100111010|0010111010|0010111110|0010101110|0011000101|0010110000 0x3D8E04DFAFA3FF24E8BA2F8AE314B0
0x0c 000111111110110|0000111011010100010|11111110111111|0000000010|0110000100|0011000100|0010000100|0010110010|0010110010|0000110000 0x07FB076A2FEFC02610C4210B22C830
0x0d 110111010100001|0000110111110101000|11111000111000|1111110010|0111000100|0101000010|0101001000|0100111010|0100100010|0100001111 0x375086FA8F8E3F2711425213A4890F
0x0e 110100111110101|0000111001001010010|11111001110010|0000011000|1000111110|0101000100|0101001011|0100111011|0100100101|111111111 0x1A7D439297CE40C47CA22969DA4BFF
0x0f 001010111100000|0001001111011101110|11101111000111|0001100100|1000110100|0100110011|0010100010|0010010110|0010101110|111111111 0x057804F77778E32468999444B15DFF
0x10 001010111101101|0001001111011111111|11101111001000|0001100011|1000110110|0100110011|0010100010|0010010110|0010101110|111111111 0x057B44F7FF79031C6C999444B15DFF
0x11 000111011101000|0001010010100011100|11111000100100|1111110110|1000111001|0101000000|0101000111|0100101110|0011001100|0010101100 0x07740A51CF893F68E54051D2E330AC
0x12 110111000001001|0001000011100001001|00000101010000|0010101110|1000000100|0100010100|0100010101|0100101011|0100011010|0110000011 0x3704887090540AE811144552B46983
0x13 110110111110111|0001000001001000100|11101110011000|0010010011|1000110111|0100110101|0100111100|0100010100|0100100010|0101000101 0x36FB88244EE60938DD354F11448945
0x14 001001111011010|0001010100110010101|00000010001010|1110111111|1000011110|0101001110|0100110001|0010010010|0010000111|111111111 0x04F6854CA8115DFC3CA72624910FFF
0x15 000111011101001|0001010010100011101|11111000100011|1111110111|1000111010|0101000000|0101000111|0100101110|0011001100|0010101100 0x07748A51DF88FF78E94051D2E330AC
0x16 000101111010000|0001010011011000101|11101111011000|1110010011|1000110011|0100101111|0100111010|0100010011|0100100000|0101000010 0x05E80A6C5EF63938CD2F4E91348142
0x17 001011000001000|0001110001000110001|00000001011001|1110110011|1100101011|0110000010|0100000101|0100001010|0100001100|0100000010 0x0B040E2310167B3CAD824150A43102
0x18 001010011111011|0001110110110101011|00001011101010|0001001100|1100011001|0110010111|0110011000|0100101100|0100000111|0100000110 0x0A7D8EDAB0BA84CC65976612C41D06
BX = 001 Event : 10
