BX = 000 Event : 1
BX = 001 Event : 2
0x00 0001011|0000000|0110100011|111101111000|000000111 0x02C0347EF007
0x01 0001011|0000001|0110100011|111110011000|000001001 0x02C0B47F3009
BX = 010 Event : 3
0x00 0001000|0000101|0110001011|000000001000|000000111 0x0202B1601007
BX = 011 Event : 4
0x00 0001000|0010100|0110000110|000001011000|000000100 0x020A30C0B004
0x01 0001001|0000000|0110100001|000011000000|000000100 0x024034218004
0x02 0001001|0000010|0110100001|000010011000|000000010 0x024134213002
0x03 0001010|0001011|0110111001|000011110000|111110111 0x0285B721E1F7
BX = 100 Event : 5
0x00 0001000|0000110|0110100011|000000001000|000000000 0x020334601000
0x01 0001001|0000111|0110011111|111111100000|111111100 0x0243B3FFC1FC
0x02 0001001|0001000|0110011111|111110110000|000000000 0x024433FF6000
BX = 101 Event : 6
0x00 0001000|0100001|0110100010|000001011000|111111010 0x0210B440B1FA
0x01 0001001|0001001|0110001101|000001110000|000000001 0x0244B1A0E001
0x02 0001001|0001010|0110001101|000001101000|000000001 0x024531A0D001
0x03 0001001|0010010|0110001101|000000110000|000000011 0x024931A06003
0x04 0001001|0010100|0110001101|000000010000|000000011 0x024A31A02003
BX = 110 Event : 7
0x00 0001000|0010001|0110001100|000010000000|000000101 0x0208B1810005
0x01 0001001|0000011|0110001011|111111100000|111111100 0x0241B17FC1FC
0x02 0001001|0000100|0110001011|000000011000|111110111 0x0242316031F7
0x03 0001001|0000101|0110001011|111111111000|111111100 0x0242B17FF1FC
0x04 0001001|0001000|0110010010|000000110000|111111111 0x0244324061FF
0x05 0001001|0001001|0110010010|000000001000|000000001 0x0244B2401001
0x06 0001001|0001010|0110010010|000001000000|111111111 0x0245324081FF
0x07 0001001|0001011|0110010010|000000110000|000000001 0x0245B2406001
BX = 111 Event : 8
0x00 0001001|0001011|0110001100|111110010000|000001011 0x0245B19F200B
0x01 0001001|0001100|0110010110|000001001000|000000100 0x024632C09004
0x02 0001001|0010001|0110010001|000000001000|111111001 0x0248B22011F9
0x03 0001001|0010011|0110110000|111111101000|000000000 0x0249B61FD000
0x04 0001001|0010110|0110010000|000000100000|000000100 0x024B32004004
0x05 0001001|0010111|0110010110|000011110000|111111000 0x024BB2C1E1F8
0x06 0001001|0101011|0110010110|111111011000|000000001 0x0255B2DFB001
BX = 000 Event : 9
0x00 0001010|0000011|0110011000|111111110000|000000101 0x0281B31FE005
BX = 001 Event : 10
BX = 010 Event : 11
0x00 0001010|0000000|0110010100|111110110000|000000000 0x0280329F6000
0x01 0001010|0000001|0110010100|111110111000|111111011 0x0280B29F71FB
BX = 011 Event : 12
0x00 0001000|0001101|0110001100|000001100000|000000001 0x0206B180C001
0x01 0001000|0010011|0110111100|111111000000|111111111 0x0209B79F81FF
0x02 0001010|0000000|0110011111|111101110000|000000010 0x028033FEE002
0x03 0001010|0000001|0110011111|111110110000|000000100 0x0280B3FF6004
BX = 100 Event : 13
0x00 0001000|0001001|0110010010|000001011000|000000010 0x0204B240B002
0x01 0001001|0000010|0110001111|000001011000|000000000 0x024131E0B000
0x02 0001001|0000011|0110001111|000001001000|000000000 0x0241B1E09000
0x03 0001001|0000110|0110001111|000000011000|000000001 0x024331E03001
BX = 101 Event : 14
0x00 0001000|0001110|0110011101|000000011000|000000010 0x020733A03002
0x01 0001001|0000011|0110011101|000000010000|000000010 0x0241B3A02002
BX = 110 Event : 15
BX = 111 Event : 16
0x00 0001000|0101100|0110110101|111111011000|000000000 0x021636BFB000
0x01 0001000|0101101|0110110101|111111001000|000000000 0x0216B6BF9000
0x02 0001001|0001001|0110100111|000001101000|000000001 0x0244B4E0D001
0x03 0001001|0001010|0110100111|000010000000|000000010 0x024534E10002
BX = 000 Event : 17
0x00 0001000|0001101|0110010100|111111111000|111111110 0x0206B29FF1FE
0x01 0001000|0010010|0110010100|111111101000|111111101 0x0209329FD1FD
0x02 0001010|0000110|0110111111|000000001000|000000111 0x028337E01007
BX = 001 Event : 18
BX = 010 Event : 19
BX = 011 Event : 20
0x00 0001001|0001011|0110010000|111111010000|000000000 0x0245B21FA000
0x01 0001001|0001100|0110010000|111111101000|000000001 0x0246321FD001
0x02 0001011|0000000|0110111010|111110000000|111111011 0x02C0375F01FB
BX = 100 Event : 21
0x00 0001000|0000100|0110000100|000010001000|000000100 0x020230811004
BX = 101 Event : 22
BX = 110 Event : 23
BX = 111 Event : 24
0x00 0001010|0000000|0110010010|111111010000|111111010 0x0280325FA1FA
BX = 000 Event : 25
0x00 0001000|0001010|0110001111|000010100000|000000000 0x020531E14000
0x01 0001000|0010010|0110001111|000010011000|000000010 0x020931E13002
BX = 001 Event : 26
0x00 0001001|0000110|0110100000|000001001000|111111110 0x0243340091FE
0x01 0001001|0001000|0110100000|000000111000|111111100 0x0244340071FC
0x02 0001001|0001001|0110100000|000000111000|111111110 0x0244B40071FE
0x03 0001001|0001011|0110100000|000000101000|111111100 0x0245B40051FC
0x04 0001010|0000000|0110100110|000001011000|000000000 0x028034C0B000
0x05 0001010|0000001|0110100110|000001001000|000000001 0x0280B4C09001
0x06 0001010|0000010|0110100110|000000100000|000000000 0x028134C04000
0x07 0001010|0000011|0110100110|000000000000|000000001 0x0281B4C00001
0x08 0001010|0000101|0110001001|000010000000|111111101 0x0282B12101FD
0x09 0001010|0000110|0110001001|000000101000|000000101 0x028331205005
BX = 010 Event : 27
0x00 0001000|0001000|0110010101|111110001000|111111010 0x020432BF11FA
0x01 0001001|0000010|0110010010|000000001000|111111101 0x0241324011FD
0x02 0001001|0000011|0110010010|000001011000|000000000 0x0241B240B000
0x03 0001001|0000111|0110100011|000000010000|000000010 0x0243B4602002
0x04 0001001|0001010|0110010001|000000010000|000000101 0x024532202005
0x05 0001010|0000010|0110111000|000000010000|000000110 0x028137002006
BX = 011 Event : 28
BX = 100 Event : 29
BX = 101 Event : 30
BX = 110 Event : 31
0x00 0001001|0001011|0110011110|000000001000|000000000 0x0245B3C01000
0x01 0001001|0001101|0110011110|000000110000|000000000 0x0246B3C06000
BX = 111 Event : 32
0x00 0001000|0000111|0110010011|000001111000|000000111 0x0203B260F007
0x01 0001001|0000111|0110101101|000000011000|111111010 0x0243B5A031FA
0x02 0001011|0000001|0110100100|000000001000|000000011 0x02C0B4801003
BX = 000 Event : 33
BX = 001 Event : 34
0x00 0001000|0100011|0110000111|000001100000|000000000 0x0211B0E0C000
0x01 0001001|0000111|0110101001|000000010000|000000010 0x0243B5202002
0x02 0001001|0001001|0110101001|000001011000|000000010 0x0244B520B002
0x03 0001001|0011000|0110101010|000000100000|111111101 0x024C354041FD
0x04 0001001|0011001|0110101010|000001000000|000000000 0x024CB5408000
0x05 0001010|0000010|0110001011|000001000000|000000001 0x028131608001
0x06 0001010|0000101|0110001011|000000001000|000000001 0x0282B1601001
0x07 0001010|0000110|0110001011|000000100000|000000001 0x028331604001
BX = 010 Event : 35
0x00 0001000|0001100|0110000110|000001000000|000000011 0x020630C08003
0x01 0001000|0001101|0110000110|111111100000|111111111 0x0206B0DFC1FF
0x02 0001001|0000101|0110001110|000010010000|000000001 0x0242B1C12001
0x03 0001001|0000111|0110001110|000001101000|000000001 0x0243B1C0D001
0x04 0001001|0001000|0110001110|000001110000|000000001 0x024431C0E001
0x05 0001001|0001001|0110001110|000000111000|000000000 0x0244B1C07000
0x06 0001001|0001011|0110001110|000001010000|000000011 0x0245B1C0A003
0x07 0001001|0001110|0110001110|000000010000|000000011 0x024731C02003
0x08 0001010|0000000|0110100100|000000101000|000000100 0x028034805004
0x09 0001010|0000001|0110100100|000001110000|000000100 0x0280B480E004
0x0a 0001010|0000010|0110100100|000001010000|000000110 0x02813480A006
BX = 011 Event : 36
0x00 0001000|0000000|0110000000|000000100000|000000000 0x020030004000
0x01 0001001|0001001|0110101111|000010101000|111110111 0x0244B5E151F7
0x02 0001010|0000000|0110001100|000000011000|000000011 0x028031803003
0x03 0001010|0000001|0110001100|000000000000|000000001 0x0280B1800001
0x04 0001010|0000110|0110001100|000000000000|000000010 0x028331800002
0x05 0001010|0000111|0110001100|111111110000|000000000 0x0283B19FE000
BX = 100 Event : 37
0x00 0001000|0010010|0110000001|000001001000|000000010 0x020930209002
0x01 0001000|0010011|0110000001|000010011000|111111100 0x0209B02131FC
0x02 0001001|0100000|0110100010|111111110000|111111111 0x0250345FE1FF
0x03 0001001|0101000|0110100010|111111110000|000000010 0x0254345FE002
BX = 101 Event : 38
0x00 0001010|0000001|0110110100|111110001000|111111010 0x0280B69F11FA
0x01 0001010|0000011|0110110100|111110000000|111111100 0x0281B69F01FC
BX = 110 Event : 39
BX = 111 Event : 40
0x00 0001001|0000110|0110101100|000000101000|000000010 0x024335805002
0x01 0001001|0001001|0110101100|000000111000|000000000 0x0244B5807000
0x02 0001010|0000000|0110001110|000001100000|111111111 0x028031C0C1FF
0x03 0001010|0000001|0110001110|111111101000|000000011 0x0280B1DFD003
BX = 000 Event : 41
0x00 0001000|0010100|0110000111|000001011000|000000100 0x020A30E0B004
0x01 0001001|0000101|0110011010|000011000000|000000100 0x0242B3418004
0x02 0001001|0000110|0110011010|000010011000|000000010 0x024333413002
