BX = 000 Event : 1
0x00 0001000|0001001|0100000010|000000001100|0001110 0x0812810060E
0x01 0001001|0000011|0100000100|000000001101|0010100 0x09068200694
BX = 001 Event : 2
BX = 010 Event : 3
0x00 0000101|0000011|0100100010|111111111101|1111110 0x0506917FEFE
BX = 011 Event : 4
0x00 0000101|0000001|0100101000|111111111001|0100110 0x0502947FCA6
0x01 0000101|0001011|0100100101|111111101000|1110101 0x051692FF475
0x02 0000101|0001101|0100100101|111111110110|1110011 0x051A92FFB73
0x03 0000110|0001010|0100100011|111111011010|0000100 0x061491FED04
0x04 0001000|0000111|0100000011|000000011100|0001000 0x080E8180E08
0x05 0001000|0001000|0100000011|000000110011|0000000 0x08108181980
0x06 0001000|0010011|0100011111|000000010100|1111101 0x08268F80A7D
BX = 100 Event : 5
0x00 0000111|0001010|0100010001|111111111101|0000100 0x071488FFE84
0x01 0001001|0000111|0100011000|000000001011|1111111 0x090E8C005FF
0x02 0001001|0001000|0100011000|111111101100|0000010 0x09108C7F602
BX = 101 Event : 6
BX = 110 Event : 7
0x00 0000110|0000001|0100100100|000000101001|0001001 0x06029201489
0x01 0000110|0000010|0100100100|000000111100|0010000 0x06049201E10
0x02 0001001|0000011|0100000000|111111101111|0001010 0x0906807F78A
0x03 0001001|0000100|0100000000|111111101101|0010000 0x0908807F690
0x04 0001001|0000101|0100000000|111111101111|0001100 0x090A807F78C
BX = 111 Event : 8
0x00 0000111|0000100|0100010110|000000001110|1111100 0x07088B0077C
0x01 0001000|0000100|0100000101|000000010100|0001001 0x08088280A09
0x02 0001000|0000101|0100000101|000000011011|0001010 0x080A8280D8A
BX = 000 Event : 9
0x00 0000110|0010111|0100100010|000000100111|1101111 0x062E91013EF
0x01 0000111|0001110|0100100000|000000000001|0001110 0x071C900008E
0x02 0001000|0001011|0100011110|111111001011|0000010 0x08168F7E582
0x03 0001010|0000011|0100000111|000000110100|0010101 0x0A068381A15
BX = 001 Event : 10
0x00 0000111|0000100|0100000001|000000011010|1111110 0x07088080D7E
0x01 0000111|0000101|0100000000|000000010100|0001000 0x070A8000A08
BX = 010 Event : 11
0x00 0000011|0000010|0100000110|000000110011|1111100 0x030483019FC
BX = 011 Event : 12
0x00 0000101|0001111|0100100011|111111101011|1010101 0x051E91FF5D5
0x01 0000110|0001000|0100100001|111111100111|1011011 0x061090FF3DB
0x02 0000110|0011001|0100100011|111111010000|0100000 0x063291FE820
0x03 0000110|0011010|0100100100|111111001011|0001010 0x0634927E58A
0x04 0001001|0000110|0100100000|111111110101|0000010 0x090C907FA82
BX = 100 Event : 13
0x00 0000100|0000111|0100011110|111111000010|1110111 0x040E8F7E177
0x01 0000100|0001000|0100011110|111110111100|1110010 0x04108F7DE72
0x02 0000110|0001110|0100010110|000000001100|0000000 0x061C8B00600
0x03 0000110|0001111|0100010110|000000011111|0000010 0x061E8B00F82
0x04 0000110|0010001|0100011011|000001010100|0101101 0x06228D82A2D
0x05 0000111|0000000|0100011011|000000101101|0101100 0x07008D816AC
0x06 0001000|0001010|0100000100|111111110001|0111101 0x0814827F8BD
BX = 101 Event : 14
0x00 0000111|0000010|0100001101|111111111101|0000100 0x070486FFE84
0x01 0000111|0000011|0100001101|000000000000|0000000 0x07068680000
0x02 0000111|0010001|0100000101|111111011111|1111100 0x072282FEFFC
0x03 0001000|0000101|0100001110|000000000100|0000001 0x080A8700201
0x04 0001000|0001010|0100001110|000000000100|0000001 0x08148700201
BX = 110 Event : 15
BX = 111 Event : 16
0x00 0001001|0000010|0100110101|000000001100|1111101 0x09049A8067D
BX = 000 Event : 17
0x00 0000110|0001110|0100011000|000000010111|0011101 0x061C8C00B9D
0x01 0000110|0100010|0100011110|111111101001|1110110 0x06448F7F4F6
0x02 0001000|0010000|0100011101|000000110001|1100110 0x08208E818E6
0x03 0001000|0010001|0100011101|000000101110|1100010 0x08228E81762
0x04 0001001|0000100|0100110001|000000000110|0000010 0x09089880302
BX = 001 Event : 18
BX = 010 Event : 19
0x00 0001000|0000100|0100100000|111111111100|0000000 0x0808907FE00
0x01 0001000|0000101|0100100000|111111111011|0000000 0x080A907FD80
0x02 0001000|0000110|0100110000|111111111100|0000001 0x080C987FE01
0x03 0001000|0000111|0100110000|000000000001|0000100 0x080E9800084
BX = 011 Event : 20
BX = 100 Event : 21
BX = 101 Event : 22
BX = 110 Event : 23
0x00 0000111|0001000|0100101010|111111111011|0010111 0x0710957FD97
0x01 0000111|0001010|0100100010|111111110100|0000001 0x0714917FA01
0x02 0000111|0001100|0101000100|111111111110|1111101 0x0718A27FF7D
0x03 0000111|0010011|0100100101|000000011010|0000000 0x07269280D00
0x04 0000111|0010100|0100100101|000000010100|0000010 0x07289280A02
0x05 0000111|0010110|0101000001|000000000110|0000000 0x072CA080300
0x06 0001000|0001100|0100000110|111111101111|0000000 0x0818837F780
BX = 111 Event : 24
0x00 0000101|0000100|0100110101|111111111001|0000110 0x05089AFFC86
BX = 000 Event : 25
0x00 0001000|0000010|0100110011|000000000001|0000010 0x08049980082
0x01 0001000|0000110|0100110100|111111101111|1111110 0x080C9A7F7FE
BX = 001 Event : 26
0x00 0000101|0000001|0100110111|111111110101|1111110 0x05029BFFAFE
0x01 0001000|0000101|0100000010|000000001010|1110010 0x080A8100572
0x02 0001000|0000110|0100111100|000000000100|0000100 0x080C9E00204
BX = 010 Event : 27
0x00 0000110|0000011|0100100111|111111110100|0000101 0x060693FFA05
0x01 0000110|0000100|0100010010|111111110000|0100111 0x0608897F827
0x02 0000110|0000101|0100100111|111111101110|0000011 0x060A93FF703
0x03 0000110|0000110|0100100111|111111100101|0000101 0x060C93FF285
0x04 0000111|0000100|0100001101|000000000100|0000001 0x07088680201
0x05 0000111|0001000|0100000010|000000001101|1100101 0x071081006E5
BX = 011 Event : 28
0x00 0000110|0001100|0100010011|000000001010|1111111 0x0618898057F
0x01 0000110|0001101|0100010011|000000000111|1111110 0x061A89803FE
BX = 100 Event : 29
0x00 0000111|0000100|0100000000|111110111101|1110001 0x0708807DEF1
0x01 0000111|0000101|0100010010|000000001000|0000101 0x070A8900405
BX = 101 Event : 30
