BX = 000 Event : 1
0 0 0010111|0011|0111 0x1737
3 0 0100110|1000|0110 0x2686
4 0 0000111|0001|0111 0x0717
5 0 0001010|0000|0111 0x0A07
6 0 0001101|0001|0111 0x0D17
7 0 0001110|0000|0000 0x0E00
BX = 001 Event : 2
0 0 0010100|1001|0010 0x1492
0 1 0010110|1100|0101 0x16C5
2 0 0011001|0010|0011 0x1923
3 0 0011111|0001|0100 0x1F14
3 1 0100000|0011|0110 0x2036
3 2 0100010|0000|0111 0x2207
3 3 0100011|1011|0111 0x23B7
3 4 0100100|0010|0111 0x2427
3 5 0100101|1001|0111 0x2597
3 6 0100110|0010|0111 0x2627
4 0 0000101|0100|0000 0x0540
7 0 0001010|1010|0000 0x0AA0
BX = 010 Event : 3
3 0 0011101|0000|0000 0x1D00
4 0 0000001|1000|0010 0x0182
5 0 0000101|1000|0110 0x0586
6 0 0000110|1000|0000 0x0680
6 1 0000111|1001|0010 0x0792
6 2 0001001|1010|0011 0x09A3
6 3 0001010|1000|0100 0x0A84
6 4 0001011|1000|0100 0x0B84
6 5 0001100|1010|0101 0x0CA5
6 6 0001101|0000|0101 0x0D05
6 7 0001110|1011|0101 0x0EB5
BX = 011 Event : 4
2 0 0101001|0100|0000 0x2940
3 0 0101010|0010|0010 0x2A22
3 1 0101011|1001|0011 0x2B93
3 2 0101101|0011|0110 0x2D36
6 0 0001010|0000|0010 0x0A02
6 1 0001011|0010|0100 0x0B24
6 2 0001100|0010|0100 0x0C24
6 3 0001101|0001|0101 0x0D15
7 0 0001111|0001|0001 0x0F11
7 1 0010000|1100|0100 0x10C4
BX = 100 Event : 5
0 0 0100111|0100|0010 0x2742
2 0 0110000|1000|0010 0x3082
4 0 0010100|1010|0100 0x14A4
4 1 0010101|0000|0100 0x1504
7 0 0011010|0100|0110 0x1A46
BX = 101 Event : 6
0 0 0101101|1011|0010 0x2DB2
1 0 0110011|1011|0111 0x33B7
5 0 0000110|0000|0011 0x0603
5 1 0000111|1001|0111 0x0797
7 0 0001101|0010|0011 0x0D23
7 1 0001110|1001|0011 0x0E93
7 2 0001111|0000|0100 0x0F04
BX = 110 Event : 7
0 0 0101110|1010|0101 0x2EA5
0 1 0110001|0000|0110 0x3106
1 0 0110011|0001|0110 0x3316
2 0 0110110|1000|0100 0x3684
2 1 0110111|1000|0100 0x3784
2 2 0111000|0000|0110 0x3806
3 0 0111011|0011|0111 0x3B37
4 0 0001000|0100|0110 0x0846
4 1 0001001|0000|0110 0x0906
6 0 0010011|1000|0101 0x1385
6 1 0010100|0011|0101 0x1435
6 2 0010101|1000|0101 0x1585
6 3 0010110|0000|0111 0x1607
6 4 0010111|1001|0111 0x1797
6 5 0011000|1011|0111 0x18B7
6 6 0011001|1001|0111 0x1997
7 0 0011011|1010|0000 0x1BA0
7 1 0011100|1000|0000 0x1C80
7 2 0011111|1010|0101 0x1FA5
BX = 111 Event : 8
3 0 0100111|1010|0100 0x27A4
4 0 0001010|0100|0111 0x0A47
5 0 0001011|0100|0011 0x0B43
5 1 0001100|0001|0100 0x0C14
5 2 0001101|1000|0100 0x0D84
5 3 0001110|0001|0110 0x0E16
6 0 0010001|0001|0010 0x1112
7 0 0011100|1010|0100 0x1CA4
BX = 000 Event : 9
0 0 0011100|0010|0001 0x1C21
0 1 0100000|1010|0100 0x20A4
0 2 0100001|1011|0101 0x21B5
0 3 0100010|0100|0101 0x2245
0 4 0100011|0100|0101 0x2345
1 0 0100111|0010|0010 0x2722
2 0 0101101|0011|0000 0x2D30
2 1 0101110|0001|0011 0x2E13
3 0 0110000|0000|0011 0x3003
3 1 0110001|1010|0011 0x31A3
4 0 0001000|1011|0000 0x08B0
4 1 0001010|0001|0100 0x0A14
7 0 0001111|0001|0101 0x0F15
7 1 0010000|0010|0110 0x1026
BX = 001 Event : 10
0 0 0001101|1011|0101 0x0DB5
0 1 0001110|0010|0110 0x0E26
0 2 0001111|1010|0110 0x0FA6
0 3 0010000|1001|0111 0x1097
1 0 0010001|1001|0011 0x1193
2 0 0010010|0100|0000 0x1240
2 1 0010100|0011|0010 0x1432
2 2 0010101|0001|0010 0x1512
3 0 0010110|0011|0011 0x1633
BX = 010 Event : 11
0 0 0101001|0100|0101 0x2945
1 0 0101110|0001|0111 0x2E17
2 0 0110101|0000|0010 0x3502
3 0 0111111|1011|0000 0x3FB0
3 1 1000000|1011|0000 0x40B0
3 2 1000001|1010|0000 0x41A0
3 3 1000010|1001|0000 0x4290
3 4 1000011|1001|0000 0x4390
3 5 1000100|1000|0000 0x4480
3 6 1000101|0001|0000 0x4510
3 7 1000110|0000|0000 0x4600
3 8 1000111|0000|0000 0x4700
3 9 1001000|0000|0000 0x4800
4 0 0001100|0100|0100 0x0C44
4 1 0001101|0001|0110 0x0D16
5 0 0001110|1000|0000 0x0E80
5 1 0010001|1001|0111 0x1197
BX = 011 Event : 12
0 0 0111011|0000|0100 0x3B04
2 0 1000100|1001|0110 0x4496
4 0 0010101|0000|0000 0x1500
5 0 0011101|1011|0000 0x1DB0
5 1 0100000|1100|0010 0x20C2
6 0 0100001|0000|0010 0x2102
6 1 0100010|0001|0011 0x2213
BX = 100 Event : 13
0 0 0011101|0001|0111 0x1D17
4 0 0000010|0011|0000 0x0230
4 1 0000011|0100|0010 0x0342
4 2 0000100|0011|0011 0x0433
4 3 0000101|0010|0100 0x0524
7 0 0001000|1001|0110 0x0896
7 1 0001001|0000|0110 0x0906
7 2 0001010|0001|0110 0x0A16
BX = 101 Event : 14
0 0 0101101|1001|0010 0x2D92
1 0 0110000|1001|0001 0x3091
1 1 0110010|0000|0110 0x3206
1 2 0110011|0000|0110 0x3306
1 3 0110100|1000|0110 0x3486
1 4 0110101|0000|0111 0x3507
1 5 0110110|1001|0111 0x3697
1 6 0110111|1100|0111 0x37C7
2 0 0111000|0000|0000 0x3800
