BX = 000 Event : 1
00 011|1110101|001110111001|11010100101001
01 011|1110101|001110011101|11010100101001
02 011|1100100|001111001000|10110110100011
03 011|1011111|000010111000|01101000110111
04 011|1100101|000000001111|10111011001101
05 101|1101111|000000100110|10010110101111
06 010|1100000|000000010010|01111110010001
07 101|1011101|001000101101|00100000010111
08 101|1011110|001100111111|01001110110000
09 101|1110010|001100010001|10111110010111
0a 001|1011110|000000011100|01001001111110
0b 001|1011110|001011011011|00111011011000
0c 110|1101101|000111101000|01110110010011
0d 111|1100100|000111001000|10110001011111
0e 111|1011110|001110111011|00111111011000
0f 000|1100010|000000100100|10010111111001
10 000|1101110|000001000011|10001001010110
11 111|1011110|000001101110|01001011110001
12 111|1110001|000011001111|10110101100000
13 000|1100100|000100110100|10101110100101
14 000|1011111|000110101100|01101101101000
15 000|1011111|000010001111|01011111111010
16 000|1101011|001010100001|01010001001010
17 000|1100001|000000001111|10001000101111
18 000|1100000|001010110101|01111001001000
19 000|1011110|000001110000|00111010001011
1a 000|1101110|000110100001|10010000011011
1b 000|1011110|001100111100|01001111110000
BX = 001 Event : 2
00 011|1100110|000000000000|11000100011110
01 100|1101011|001100001110|01001110011100
02 011|1011110|001100110111|01010101010110
03 011|0011010|000100001010|11010100001010
04 011|0001101|000100000011|11010100110101
05 011|1101010|000101011001|00111000111000
06 011|0001101|000000000101|11010110111110
07 011|1101011|000011101000|01011011101000
08 010|1110101|000011111000|11010110001000
09 110|1100111|001101001011|11001010101001
0a 110|1100110|000000000000|11000110000001
0b 110|0001100|001011100001|11011011011100
0c 111|1101011|001010011110|01001111000010
0d 000|0011011|000110001111|11001001110001
0e 111|1110000|001010110101|10101010001010
0f 111|1101010|000110010111|00111000010010
10 000|1100001|000010100100|10001100000110
11 000|1011110|000100100100|01001010100100
12 000|1100100|000000100110|10110001111000
13 000|1101101|000011110000|10000100010110
14 111|0001101|000100010111|11010100000111
15 111|0011010|001111000011|11010010011011
16 111|0001101|001111000010|11010000111010
17 000|1101011|001110101100|01001001100110
BX = 010 Event : 3
00 100|1101101|000111101010|01111110110010
01 011|1101011|000001011100|01000100111011
02 011|1100010|001101000110|10010111010011
03 100|1100110|001011010100|11001001101011
04 011|1100001|001101000110|10001100101100
05 100|1011110|000000010111|01010111010101
06 010|1110001|001100010001|10101110010100
07 101|1101011|001010100011|01000010001101
08 101|1011110|001010100101|01000001100101
09 010|1101111|001110000101|10010101011001
0a 101|1110001|001000010011|10101110101101
0b 010|1101111|001100010100|10010111111000
0c 001|1100001|000010101001|10001001001000
0d 001|1100010|001101101101|10011101001100
0e 110|1101111|001110001011|10010100110101
0f 001|1011110|001011011110|00111110011000
10 111|1011111|000000100001|01100010101100
11 000|1101010|001110100111|00110001110111
12 000|1100010|000010011001|10010101100010
13 000|1101010|001100110101|00100101100110
14 000|1101010|001100001100|00100101100110
15 000|1110010|001100110101|10111010011010
16 111|1011110|000000011111|01000110011000
17 111|1101010|001110110110|00110000111001
18 000|1100110|001101010011|11000100011110
19 000|1110000|000001110110|10101000011100
1a 000|1100111|001101010001|11001100111101
1b 000|1101010|001110111100|00101111010101
1c 000|1011110|001111001101|00111110111110
BX = 011 Event : 4
00 011|0011010|000000101110|11010001011000
01 011|1011111|000110110110|01100111110111
02 011|1110010|000011110101|10111001101010
03 011|1110100|000011010110|11001001101000
04 100|1101111|000001010111|10011010010111
05 100|1100110|000000001101|11001010000100
06 010|1100010|001111011100|10011101011000
07 101|1100001|000111001011|10010010001100
08 010|1110101|000001011100|11010100011101
09 010|1100101|000100110100|10110111101101
0a 001|1101010|001010101011|00100110001100
0b 001|1110010|000011111010|10111001110110
0c 001|1101111|000001000101|10011111010100
0d 110|1110011|001010001010|11000010100000
0e 000|1101110|000001100100|10001000001100
0f 111|0001111|001010101000|11000100011111
10 111|0011010|000001100100|11010000110111
11 111|1011110|000000000111|01001010100100
12 000|1011101|001111010100|00100111100100
13 111|1101010|001110111100|00100101001101
14 111|1101010|001110110100|00100101001101
15 000|1100001|001110110000|10001101110111
16 000|1101111|001110001011|10011110010111
17 000|1110001|000110000101|10110000111110
18 000|1011101|001111001101|00101011100100
19 000|1011101|000010000111|00101101010111
1a 000|1101101|000001100100|10000010000011
1b 000|1101100|001000000111|01100001101001
1c 000|1011110|000111011100|01001001010011
BX = 100 Event : 5
00 011|1101100|000011100110|01110010010000
01 100|1100111|000110010101|11010010010100
02 011|1110001|000011110011|10110100111100
03 100|1100101|001100101111|10111101010101
04 100|1100101|000101001000|10111101001000
05 100|1101011|001110001000|01001011001001
06 011|1100101|001011001111|10111010001111
07 011|1101010|000011010100|00111010000010
08 100|1011110|001101010110|01001000001011
09 010|1101110|000101101001|10001111011110
0a 010|1110000|001010011001|10100100110101
0b 010|1110000|001010011001|10100101110010
0c 101|0001101|001111000000|11011000000011
0d 101|1110010|001010110101|10111100110111
0e 101|1100111|001000101000|11001100111101
0f 110|1100001|001101101111|10000111010111
10 001|1011110|000111011111|00111100011000
11 001|1101011|001001111010|00111101010110
12 110|1100110|000010110011|11000101010000
13 001|1110011|001001111010|11000000110100
14 001|1100110|000110100111|11000010111100
15 111|1011101|001000110101|00100001001010
16 000|1110000|001010011110|10100101111110
17 111|1101011|001100111010|01001001000000
18 111|1100101|001010110010|10111000011111
19 000|1101110|000101101110|10001111000110
1a 111|1101000|000110101100|11010100001111
1b 111|0001100|001100111100|11011101001110
1c 111|1011101|001001000001|00100011110000
1d 000|1110000|000101110011|10100010010111
1e 111|1011110|001100110100|01000001011000
1f 000|1011101|001000110111|00100010001010
20 000|1101101|001000011110|01111000000010
BX = 101 Event : 6
00 011|1110000|000001000011|10100011100000
01 100|1101111|000000111000|10011110110000
02 011|1011101|000010110110|00100110010111
03 010|1100000|001101110010|01111101010010
04 010|0001100|001001001110|11011011011100
05 101|1011110|000110100100|01000001110001
06 010|1110011|001111001110|11000011010000
07 101|1101011|001100111111|01011110100010
08 010|0001101|000000001101|11010100010011
09 110|1101010|001111001000|00101011000011
