BX = 000 Event : 1
00 101|1110011|000101110010|11000000011100
01 010|0010011|001011110110|00110000001101
02 010|1100101|001110001001|10011000110101
03 001|1101001|000001100010|11011100100001
04 001|1100101|001001001000|10101100110100
05 001|0010011|001011100111|00110000110010
06 001|0010011|001000101111|00110010010010
07 001|0010010|001110000110|00100000111111
08 000|1110110|001100001001|01000101100011
09 111|1100101|000110011100|01110000000101
0a 000|0100001|000101100101|00111110010101
0b 000|0100000|001010010000|00110001011110
0c 111|1101000|000101111011|11010100110101
0d 000|0100001|001010000001|00111010010100
0e 000|0100001|000111001110|00111010111110
0f 111|1110101|000010101001|01001011110111
10 000|1110010|001010001110|01101110111100
11 000|1100101|001111100010|10001111101101
12 000|0010100|001111100111|00111011011010
13 000|1101000|000100010001|11010111001011
BX = 001 Event : 2
00 011|1100101|001111111100|10001100011111
01 100|1100110|001111101100|10111110000101
02 011|0100001|000101011011|00111000000111
03 100|0100000|000111111010|00110001111101
04 100|1100110|001111110010|10110101101010
05 011|1100110|000111000101|01101101001110
06 011|1101001|001011101100|11011101011110
07 010|1110110|000000000000|00111111010000
08 101|1110100|001111011011|11000101110000
09 010|0011111|001010001011|00101010001111
0a 110|1110010|001111100101|10001100111000
0b 001|1110011|000111001110|01101100100111
0c 111|1110100|001100101101|11001010101101
0d 111|0010010|000001110100|00100111011111
0e 111|1100101|001111100111|10001100001110
0f 000|1110010|000101111111|10011110110101
10 111|0010011|001001010101|00101110001000
11 111|0010100|000110101110|00110110100110
12 111|1100110|001101001011|10111101101001
BX = 010 Event : 3
00 011|1101001|000001011101|01000011100110
01 011|1110010|001000001100|10110010100100
02 011|1100110|000011100101|01101100101100
03 011|1110101|000000111101|01010000000011
04 011|1100101|000110010010|10100010010011
05 100|1100101|001000110001|10010101100111
06 011|1110010|000010111101|01110010010010
07 010|1100101|001011100111|10001111011100
08 101|1101001|000011011101|00111111011000
09 101|1100111|000001100000|01011001101101
0a 101|1110011|000010011110|01100111001000
0b 101|1100110|000001111111|01100001010000
0c 001|1100111|000001001110|01011011000001
0d 110|1110110|000011011111|01000000000001
0e 001|1100110|000001111100|01011111010000
0f 000|1100101|000100011101|10001010110000
10 000|1100101|000011101010|01110111000111
11 000|1100101|000001100101|10011001110010
12 000|1110100|000101111010|01011010111101
13 111|1100101|000001101101|10011000001110
14 111|1110100|000100111110|01010011011101
15 000|1100110|000010001011|01100111011111
16 000|1110101|001010000011|11010011100101
17 000|1110010|001110111100|10110100010001
18 000|1110101|001010001011|11010011101011
19 000|0100010|001100100101|01000000100010
1a 111|1110010|001010000110|01111100001110
BX = 011 Event : 4
00 011|1110011|001100011110|01100010010000
01 100|0010100|000010001011|00110101110001
02 100|1100111|000001011101|11001010101110
03 010|1100111|000100100011|01011001101101
04 010|1100111|001000101111|01011110001000
05 110|0011111|000010101011|00100010100110
06 001|1110010|000101101111|10000000101100
07 110|0100000|000010100001|00110011110000
08 001|1100110|001111110111|01101101101111
09 111|1110011|000000100001|10110101011110
0a 111|1110010|000111011000|01111010010110
BX = 100 Event : 5
00 011|1110100|001111100011|01010110001100
01 100|1101000|001101001110|11010000111100
02 011|1110011|001100110111|01011110100101
03 010|1110101|001110101101|01010000011000
04 001|1100101|000110110001|10001101111000
05 001|1100101|000110001111|10010001111000
06 110|1100101|000011111100|01110011011110
07 110|1110010|001000010100|01101110100110
08 001|1100101|000101111011|10011001010001
09 001|1100101|000110001010|10011101101100
0a 110|1110011|001010110100|01100110000111
0b 001|0011111|001010100111|00100010011011
0c 001|1110101|000000000101|11011001001110
0d 000|1110010|000111101101|10001011100110
0e 111|0010010|001001000001|00101001101110
0f 111|1110010|000000010100|10001100111110
10 000|1101000|001110001110|11010001100011
11 000|1100110|001110010001|11000001101000
12 000|1110010|000101111100|10011000001110
13 111|1100111|001101101111|01010011001001
14 111|1100110|001000010010|01101101010011
15 000|1100110|000001001110|01101100100001
16 000|1110011|000100111110|11000001111111
17 111|1110010|001010010101|01110111100000
BX = 101 Event : 6
00 011|1110010|001010100010|01101110100000
01 100|1110100|001010000110|11001100001111
02 011|1110100|000111011011|01011000101011
03 100|1110100|001010101100|11001001010000
04 010|1110010|001010101010|01111000000001
05 010|1110010|001010010101|01110110100100
06 101|1110010|001010100010|01110100010101
07 101|1110010|001010011010|10000000010110
08 101|1110010|001111100000|10110100111101
09 001|1110100|001010100010|11000101010100
0a 110|1110101|000101000001|11011001110100
0b 001|1110010|001110011011|10000000101100
0c 001|1110010|000111100101|01101100110010
0d 110|1101000|000001110111|01001000110111
0e 000|0100010|001100111010|01000001001100
0f 000|1110101|000000011001|11010011011011
10 111|1110010|001010110100|01111100101111
11 000|0011111|000010011001|00101010111110
12 111|1110100|000111111100|01010011011000
