BX = 000 Event : 1
00 011|1110001|000001011110|01101010111111
01 011|1100101|000100100100|01101010010011
02 011|1101001|000111010001|00110100101100
03 011|1100011|000111001100|10011100001101
04 011|1101000|000111001100|00111110010100
05 011|1110100|000011110110|11111101101000
06 101|1110011|001101000000|11101111100111
07 010|1110000|001101101011|10111011000010
08 101|1100011|000101001110|10011101111110
09 010|1110010|001100111000|11011100010011
0a 001|1110010|001000111110|01011010100101
0b 001|1110000|000001011000|10101011011011
0c 000|1100011|000101001011|10011101001101
0d 111|1110000|001101101011|10111100101001
0e 000|1100011|000111101011|10011101001101
0f 111|1110001|000101101110|01101011011111
10 000|1110011|001010011110|11110010000011
11 111|1100111|000010001010|01001100001100
12 111|1100011|000111010100|10011011110101
13 000|1100100|000010110110|10111111011001
14 000|1110001|000011110011|11000101101111
15 111|1110100|001011001100|01000010110011
BX = 001 Event : 2
00 100|1100011|001001000100|10111000101001
01 100|1100100|000000001110|11010001000001
02 011|1100011|001000111111|10010110100101
03 100|1100100|000101010101|11001010011001
04 011|1110010|000011110011|01011101100001
05 011|1100100|000011000011|11001001101001
06 010|1110000|001000111011|10010110011111
07 010|1100110|001011110001|01010110101000
08 101|0100001|000001110010|00100111111110
09 101|1110000|001010100011|10110100110001
0a 001|1100100|000000100110|11000010101001
0b 001|1110010|001010011011|11100011100001
0c 110|1100101|001100000101|01011100011110
0d 001|1110111|001111111001|00101100100111
0e 110|1100100|001110101110|01110001111011
0f 110|1100101|001001111010|11011010100000
10 001|0100010|000011011010|00101010011111
11 111|1110101|000011101001|00111111111000
12 111|0010010|000001110110|00010100101011
13 000|1100111|000101011101|01001000011110
14 111|1110101|001101100100|00111011100001
15 111|1101010|000100011010|00101011100101
16 111|1100011|001010000010|10010110001101
17 111|1100011|001001110011|10001101111100
18 111|1110110|000100000011|00110110101010
BX = 010 Event : 3
00 011|1110000|001101111011|10001110100000
01 011|1100011|001000111101|10010110000101
02 100|1101000|001110000010|11111111001001
03 011|1100011|001101110101|10101100001111
04 010|1110011|000101111011|11100110110101
05 010|1100011|000111001111|10110010101000
06 101|1100100|000100100010|10111100110001
07 101|1100100|001110000111|10000010101011
08 101|1110010|000110100110|01100110111100
09 101|1110001|001000100111|11001111111011
0a 001|1101000|000100100010|00111101001101
0b 110|1110000|001011100001|10110011000011
0c 001|1100111|001011011010|01000110111111
0d 001|1110110|000001110101|00110000011111
0e 110|1100101|000011000001|11011011100111
0f 001|1101001|000001110110|00110001001111
10 001|1110000|000110011001|10110111110110
11 110|1100100|001001010001|01101101111011
12 111|1100100|000111101011|01101101011011
13 111|1100011|001000111101|10001000000011
14 111|1100110|001101101110|01010010010001
15 111|0010100|001110100001|00101000010010
16 000|1110000|001000111110|10000110011000
17 111|1110000|000101100011|10111000101101
18 111|1110000|001010111000|10110101100000
19 000|1110100|001011011001|01000110000101
1a 000|0100001|000101101110|00100011110110
1b 111|1100101|000010010101|11100000110110
1c 000|1100110|000111110101|11101101010000
1d 000|1100101|001011011100|01100000000101
1e 000|0010101|000001110011|00101101100010
1f 000|1100100|000111100011|10111100010001
20 000|1110010|000110101110|11100010111010
21 000|0010001|001110110000|00000111010100
22 111|1100110|000111001111|01011010000111
BX = 011 Event : 4
00 100|1100011|000101000011|10110101001000
01 100|1100011|001110000111|10110000011000
02 011|1101010|001110000111|00101001010111
03 101|1100111|000010011111|11111000110101
04 010|1100100|000001110011|01111110110011
05 010|1100111|001011100100|01001010011101
06 101|1110000|000000111100|10111101111111
07 010|1110011|001000000101|11101101111010
08 010|1110110|001011100100|00110101110100
09 101|1110100|001011011100|01001010001110
0a 001|1100011|000100101100|10101000001111
0b 001|0010011|000111100001|00011110010001
0c 110|1101010|001110110000|00101001001000
0d 110|1110010|001010010110|01011011110011
0e 001|1101000|001001010110|11111111110001
0f 001|1110001|001000000101|01111011010100
10 110|0010101|001100000101|00101010100111
11 000|1110010|000011110001|11011010000110
12 111|1110011|000011010010|11101001111000
13 111|1110100|001001000001|01001001111111
14 000|1101000|000100010010|00111101010101
15 000|1101000|001011111001|00111101110101
16 000|0010011|000111011001|00011011101100
17 000|0100000|000110100100|00011111000001
18 111|1100110|000010101001|01011010101111
19 000|0100001|000100000101|00100111010010
1a 000|0100000|001100111101|00010101110101
1b 111|1110001|000011011111|10000000101110
1c 000|0011110|001011000000|00000010001110
1d 000|0010001|000111011110|00000011110010
BX = 100 Event : 5
00 011|1110011|000001010001|01010001010011
01 011|1110100|001111110111|01001010110101
02 100|0010100|000100010010|00100011010010
03 011|1100100|000000001001|01111001011010
04 100|1110100|001000000011|11111100111001
05 011|0010011|000100111100|00011110010001
06 100|1110001|001111001101|11000110010110
07 101|1100101|000000001110|11011010111000
08 010|1100011|001110001111|10001001010011
09 010|1110001|001100110101|01101101110100
0a 101|1110011|000011010100|11101100010100
0b 101|1110001|001111011111|11001111000100
0c 110|0010001|000100011101|00000110001001
0d 001|0010001|000000000111|00000101100011
0e 001|1100101|000111101110|01100010100101
0f 110|1100111|000010010000|11110110111110
10 000|1100110|001001001100|11110001100001
11 111|1100011|000010010101|10111001011001
12 000|1110011|001100110101|01010011111111
BX = 101 Event : 6
00 011|1101000|001000111101|00111010010111
01 011|0100000|000000111111|00011011110011
02 011|1110001|001101001010|11000111000101
03 100|1110001|001101000000|11001000000100
04 100|1110000|001101011110|10101100101001
05 011|1110001|001111100101|11001011101000
06 101|1110001|001010101110|11000011011001
07 010|1100111|000010110110|01001001101101
08 010|1100110|001101111010|01010010010001
09 101|1110010|000000101101|01100111111011
0a 010|1100011|000101010011|10100101111111
0b 101|1100100|000100111001|01111111001011
0c 101|1100111|000010000011|01001001011110
0d 001|1110001|001010011011|11000101100111
0e 001|1100011|000100010101|10010100100100
0f 110|0011111|001111000011|00010101001001
10 110|1110011|000001011011|01010110110011
11 110|1110010|001111111100|11011000110000
12 110|1110011|001101111000|01010010111001
13 000|1100100|000111011001|10000100111011
14 000|1100011|000100100100|10100110000111
15 000|0010001|000011000001|00000000101111
16 111|1110010|000011100100|01011101010001
17 111|1110000|001000010010|10101011101010
18 111|1110011|000000101000|01011010000110
19 111|1100111|001001111000|11111001010101
1a 111|1100100|000100011000|11000100011001
1b 111|1110011|000001001100|01011000011000
1c 111|1100100|001001111000|01110100001011
1d 111|1100110|000000101000|01011000101111
1e 000|1100100|001110110000|11001100110001
1f 000|1100101|000000100000|01101001001100
20 000|1100011|000000011011|10011101110110
21 111|1101000|000010110100|01000010100010
22 000|1110001|001000000000|11010001010001
23 111|1101000|001001110000|00111001111000
24 111|1100100|000010100111|01101110110011
BX = 110 Event : 7
00 100|1101000|001100011101|11111110100010
01 100|0100000|000000111010|00011011000000
02 010|0010101|000000010110|00101001101100
03 010|1100110|000010100010|01010000001010
04 110|1100011|000111110101|10110001010000
05 110|1110011|001000101001|01010110001100
06 110|0011111|001101011110|00010010100110
07 111|1110100|001111100010|01001010010110
08 111|1100011|000100010101|10010111101101
09 000|0010001|000000001110|00000110010000
0a 000|1110001|001111000011|11001111010100
0b 000|1100100|001110110000|11010001001001
0c 000|1100100|001101111010|11010010001001
BX = 111 Event : 8
00 011|1110001|000011010100|11000000110100
01 011|1100100|001000111111|01110000101011
02 100|1110001|000000101010|11001110001101
03 011|1110111|001000100100|00101100001000
04 011|1101000|001001011110|01000001000010
05 010|1100110|001110110110|01011000110111
06 010|0011111|001000100100|00010001101011
07 101|1110011|001000101001|11101011011110
08 101|1110001|000001010001|11001110000101
09 001|0100000|001111100010|00011011110011
0a 110|0010001|000010110110|00000011001101
0b 110|1110001|000101100110|01110110101001
0c 110|1110001|000110001010|11000001110011
0d 110|1110001|000001101000|10111111111101
0e 001|0011111|000001110111|00001110010110
0f 000|1110001|001010111101|01101010101000
10 111|1110011|000000111010|11101111000000
11 111|1110100|001010100110|01001100011011
12 111|0010001|000010010000|00000100000010
13 111|1110100|000000101010|01000101111110
14 111|1110000|001111010000|10010101011001
15 000|1101000|001000111111|01000001010010
16 000|0010010|000001110110|00001111100001
17 000|1100110|001100001000|01001110111011
18 111|1100101|001101101000|01100111110100
19 111|1100111|000000101000|01000100100000
1a 111|1100011|001110000000|10010010011100
1b 000|1110001|001111111110|11001100110110
BX = 000 Event : 9
00 011|1110001|001000101111|01101011111110
01 011|1110001|000101110011|10111111000110
02 011|1110100|001101101110|01000100011000
03 101|1110010|000011010100|11011011111100
04 010|1110011|001111010011|11101010010111
05 010|1110101|001010100011|00111000101110
