BX = 000 Event : 1
00 011|0011111|000011001000|10101011110110
01 011|1100011|000010100100|00100101110111
02 011|0001111|001100011010|11110111001110
03 011|1100011|000111001010|00010011011100
04 011|1100011|001001111101|00010011100100
05 010|0010101|000000000111|10001111111110
06 010|0011111|001111000001|10110011000110
07 010|0010101|000100100111|10010011110100
08 010|1100011|001110010111|00110111101001
09 010|1100100|001001011001|00000011010011
0a 101|0010011|001011101100|10101001110111
0b 010|1101010|001110110110|10010001000010
0c 110|1110000|001101101001|00101011001011
0d 110|1110000|001100111000|00101011001011
0e 110|1100100|001110100001|01000100010001
0f 110|0010000|000100110100|11001110101111
10 110|1101001|000000000010|10001111101100
11 001|0010000|001001110000|11001000100111
12 000|0100001|000011010010|10011010000010
13 000|1110011|000001001110|01110001011100
14 000|1100101|001001000100|01010111011000
15 111|0010101|000000100000|10001111101000
16 000|1100011|001101111010|00100110000111
17 000|0100000|001011000000|10100110111001
18 000|1100011|001110000101|00010001011100
19 111|0010000|001100010010|11010001101100
1a 111|1100011|001101101011|00101010010111
1b 111|1110000|000100001101|00100011111010
1c 000|1110011|000110000000|01101101110010
1d 111|1110010|001011001010|01010110100011
1e 111|0010010|000001110110|10101101110110
1f 111|0100000|001101011001|10101001010100
20 000|1110110|001011001010|10001110000000
21 000|1100101|000111101110|01010110110000
22 000|1110000|000011001101|00111101011000
23 111|1100011|000010110100|00010100100100
24 111|1100011|000111110000|00001111011100
25 000|1100110|000001110011|01101011100011
26 000|1110001|001111001011|01010010101111
BX = 001 Event : 2
00 011|1110110|001010111101|10001010101111
01 100|1100100|001001000010|01001100000001
02 011|1100100|001110011110|01000110110001
03 101|1110001|001000001011|01010101101100
04 101|0100000|000000111100|10100111110100
05 001|0100000|001101001100|10100001101110
06 001|1110000|000001101000|00011011001011
07 110|1110001|001011100001|00111110111110
08 110|0011111|001101001010|10110000010101
09 110|0011100|001010010100|11100101001000
0a 111|0011100|000001100011|11100010000111
0b 111|1110000|000101111000|00000100000010
0c 111|1100110|001010000101|01100101011101
0d 000|1110011|000110011111|01101001110000
0e 111|1110000|000110001101|00001011110010
0f 000|1110000|000001010001|00011011010011
10 111|0001111|000001111011|11111000010010
11 111|0001111|000010001010|11110001101011
12 111|0001111|000010000011|11101100100110
13 000|1101000|001001010001|01111111001001
BX = 010 Event : 3
