BX = 000 Event : 0
0x00 0000000|0000101 0x0005
0x01 0000001|0000101 0x0085
0x02 0000010|0000101 0x0105
0x03 0000011|0000101 0x0185
0x04 0000100|0000101 0x0205
0x05 0000101|0000101 0x0285
0x06 0001000|0000101 0x0405
0x07 0001001|0000101 0x0485
