BX = 000 Event : 1
0x00 0000110|0001000|10001111000100|111101001010|0010110111|1111110011  0x0C223C4F4A2DFF3
0x01 0000110|0001001|10011001000101|001000011110|0100101101|0000010101  0x0C2664521E4B415
0x02 0000110|0001010|10010101110111|001011110001|0011110110|0000110010  0x0C2A5772F13D832
0x03 0000110|0001011|10001110110110|001011111011|0000010101|0000110101  0x0C2E3B62FB05435
0x04 0000110|0001100|10011000000001|111110100000|0011111001|0000000010  0x0C32601FA03E402
0x05 0000110|0001101|10010001011000|001101000001|0001100111|0001000110  0x0C3645834119C46
0x06 0000110|0001110|10011110011001|111010001001|0101011100|1111011111  0x0C3A799E89573DF
0x07 0000110|0001111|10011100111001|110101100111|0101010000|1111010111  0x0C3E739D67543D7
0x08 0000110|0010000|10001001101011|111110010111|1101110101|0000000000  0x0C4226BF97DD400
0x09 0000110|0010001|10001011101000|001111000001|1100101001|0001010001  0x0C462E83C1CA451
0x0a 0000110|0010010|10010011111101|111010000100|0000010110|1111011110  0x0C4A4FDE8405BDE
0x0b 0000110|0010101|10100100111111|011110010101|0011111111|0010000101  0x0C5693F7953FC85
BX = 001 Event : 2
0x00 0000110|0000101|10011100100000|111110001101|0010101101|1111110100  0x0C16720F8D2B7F4
BX = 010 Event : 3
0x00 0000110|0000011|10000011001101|000000010000|1110010011|1111111011  0x0C0E0CD010E4FFB
0x01 0000110|0000100|10011000000100|111001100100|0100011000|1111100100  0x0C12604E64463E4
0x02 0000110|0000101|10010001100011|000110011101|0001001011|0000100101  0x0C1646319D12C25
BX = 011 Event : 4
0x00 0000110|0000011|10001011000111|100010110100|1111100101|1101111010  0x0C0E2C78B4F977A
0x01 0000110|0000100|10010100100111|100011001111|0010001101|1101111110  0x0C125278CF2377E
0x02 0000110|0000101|10010100101010|100011001000|0010001110|1101111101  0x0C1652A8C823B7D
0x03 0000110|0001011|10000110101101|100010001011|1101001000|1101101111  0x0C2E1AD88BD236F
0x04 0000110|0001100|10001100011001|100010000100|1110100101|1101101110  0x0C32319884E976E
0x05 0000110|0001101|10001000100000|100001111110|1101100110|1101101110  0x0C3622087ED9B6E
0x06 0000110|0001110|10000111000011|100011001000|1101001110|1101110111  0x0C3A1C38C8D3B77
0x07 0000110|0001111|10001101001011|111101101011|1101010101|1111110100  0x0C3E34BF6BD57F4
BX = 100 Event : 5
0x00 0000110|0000110|10001111011011|111101000100|0010010110|1111100001  0x0C1A3DBF4425BE1
0x01 0000110|0000111|10001100110001|000000110100|0001101100|1111111111  0x0C1E3310341B3FF
0x02 0000110|0001011|10000010010110|010011000111|1110010010|0001001100  0x0C2E0964C7E484C
0x03 0000110|0001100|10000000000001|010011110000|1101101011|0001010001  0x0C320014F0DAC51
0x04 0000110|0001110|10010001000011|010010011010|0001001010|0001100001  0x0C3A44349A12861
0x05 0000110|0001111|10001101110011|010010000001|1111101011|0001011011  0x0C3E373481FAC5B
0x06 0000110|0010000|10000111100010|111111111001|1111000001|0000000111  0x0C421E2FF9F0407
0x07 0000110|0010001|10001010111001|111111001111|0000011011|1111111111  0x0C462B9FCF06FFF
0x08 0000110|0010010|10001101110010|111101000100|0001101001|1111100001  0x0C4A372F441A7E1
0x09 0000110|0010011|10001011001000|000000110100|0000111111|1111111111  0x0C4E2C80340FFFF
0x0a 0000110|0010100|10010101110011|110101001100|0011011100|1111001100  0x0C52573D4C373CC
0x0b 0000110|0010101|10011011111111|001110110110|0011011110|0001000000  0x0C566FF3B637840
0x0c 0000110|0010110|10011101010101|111001011101|0100010110|1111010101  0x0C5A755E5D45BD5
0x0d 0000110|0010111|10011111110001|111000111111|0101100001|1111001110  0x0C5E7F1E3F587CE
0x0e 0000110|0011000|10001111001001|010110011011|1101100000|0001110001  0x0C623C959BD8071
0x0f 0000110|0011001|10001110110000|010110001101|1101011001|0001101111  0x0C663B058DD646F
0x10 0000110|0011010|10010011100011|010100110000|1111101011|0001010111  0x0C6A4E3530FAC57
0x11 0000110|0011011|10010110010111|010110100110|0000011001|0001100111  0x0C6E5975A606467
0x12 0000110|0011100|10010110010100|010110100011|0000011001|0001100110  0x0C725945A306466
0x13 0000110|0011101|10010111011101|111001101100|0001011110|1111011000  0x0C765DDE6C17BD8
0x14 0000110|0011110|10011001110101|000100001101|0010100100|0000011000  0x0C7A67510D29018
0x15 0000110|0011111|10010110010001|000110000101|0001101100|0000100111  0x0C7E5911851B027
0x16 0000110|0100000|10010110011011|000110011111|0001101110|0000101010  0x0C8259B19F1B82A
0x17 0000110|0100001|10001111010100|000101110010|1110010000|0000100010  0x0C863D4172E4022
0x18 0000110|0100010|10001111011110|000110001100|1110010011|0000100101  0x0C8A3DE18CE4C25
0x19 0000110|0100011|10001111101000|000111001100|1110010101|0000101101  0x0C8E3E81CCE542D
0x1a 0000110|0100100|10011100110011|111011101001|0010010000|1111101001  0x0C92733EE9243E9
0x1b 0000110|0100101|10100111111001|111100100010|0100111100|1111110000  0x0C969F9F224F3F0
0x1c 0000110|0100110|10100010110110|111111110111|0011101110|0000001010  0x0C9A8B6FF73B80A
0x1d 0000110|0100111|10011110110111|111011011111|0011010011|1111100111  0x0C9E7B7EDF34FE7
0x1e 0000110|0101000|10100101000110|111111101101|0100110011|0000001000  0x0CA2946FED4CC08
0x1f 0000110|0101001|10100101101000|000101001001|0101011011|0000011111  0x0CA696814956C1F
BX = 101 Event : 6
0x00 0000110|0000010|10011000110000|011100011001|0011001101|0001111110  0x0C0A6307193347E
0x01 0000110|0000011|10011000110100|011100011110|0011001110|0001111110  0x0C0E63471E3387E
