BX = 000 Event : 1
0 0 0011000|100|100 0x0624
0 1 0011001|000|100 0x0644
0 2 0100111|000|110 0x09C6
1 0 0101000|001|011 0x0A0B
2 0 0011010|110|111 0x06B7
2 1 0011011|000|110 0x06C6
2 2 0110000|101|111 0x0C2F
3 0 0000000|010|100 0x0014
3 1 0000001|001|100 0x004C
3 2 0000010|000|101 0x0085
3 3 0110001|001|010 0x0C4A
4 0 0000011|000|101 0x00C5
4 1 0000100|101|101 0x012D
4 2 0010101|000|101 0x0545
4 3 0100010|100|010 0x08A2
4 4 0100011|000|010 0x08C2
5 0 0001000|101|100 0x022C
6 0 0001111|100|110 0x03E6
6 1 0010110|100|000 0x05A0
7 0 0010000|000|000 0x0400
7 1 0010111|000|100 0x05C4
