BX = 000 Event : 1
1 0 0101010|000|0001 0x1501
1 1 0101100|000|0111 0x1607
1 2 0101101|000|0111 0x1687
2 0 0101111|101|0011 0x17D3
3 0 0100011|001|0110 0x1196
3 1 0110001|000|0010 0x1882
3 2 0110010|000|0010 0x1902
3 3 0110101|010|0010 0x1AA2
3 4 0110110|010|0011 0x1B23
3 5 0110111|110|0011 0x1BE3
3 6 0111000|110|0011 0x1C63
3 7 0111001|011|0011 0x1CB3
4 0 0001010|100|0101 0x0545
4 1 0001011|001|0101 0x0595
4 2 0001100|010|0110 0x0626
4 3 0100111|001|0100 0x1394
5 0 0010000|010|0010 0x0822
5 1 0010011|100|0110 0x09C6
6 0 0011010|000|0111 0x0D07
BX = 001 Event : 2
0 0 0100001|100|0101 0x10C5
0 1 0100010|100|0101 0x1145
1 0 0100111|001|0111 0x1397
2 0 0101111|110|0111 0x17E7
3 0 0010011|101|0100 0x09D4
3 1 0010100|101|0100 0x0A54
3 2 0010111|101|0111 0x0BD7
3 3 0011001|000|0111 0x0C87
3 4 0110000|010|0000 0x1820
3 5 0110001|001|0001 0x1891
4 0 0000001|000|0110 0x0086
4 1 0000011|110|0111 0x01E7
4 2 0011100|100|0011 0x0E43
4 3 0011101|001|0011 0x0E93
5 0 0000100|110|0000 0x0260
6 0 0001011|001|0000 0x0590
6 1 0001100|000|0000 0x0600
6 2 0001110|000|0011 0x0703
BX = 010 Event : 3
0 0 0011100|000|0101 0x0E05
1 0 0011101|001|0001 0x0E91
1 1 0100000|100|0001 0x1041
1 2 0100001|000|0001 0x1081
2 0 0100010|101|0001 0x1151
3 0 0010101|001|0101 0x0A95
3 1 0100101|011|0011 0x12B3
4 0 0000010|010|0100 0x0124
4 1 0000100|100|0111 0x0247
4 2 0010111|100|0000 0x0BC0
4 3 0011000|010|0001 0x0C21
4 4 0011001|001|0001 0x0C91
5 0 0000110|100|0001 0x0341
6 0 0001001|001|0000 0x0490
7 0 0001110|100|0011 0x0743
7 1 0001111|000|0111 0x0787
BX = 011 Event : 4
0 0 0011110|000|0101 0x0F05
1 0 0100000|001|0001 0x1011
2 0 0100101|000|0001 0x1281
2 1 0100110|010|0001 0x1321
2 2 0100111|100|0011 0x13C3
3 0 0101001|110|0001 0x14E1
3 1 0101011|011|0010 0x15B2
3 2 0101101|110|0011 0x16E3
4 0 0000010|001|0101 0x0115
4 1 0000100|010|0110 0x0226
4 2 0000101|010|0111 0x02A7
4 3 0011101|101|0000 0x0ED0
5 0 0000111|010|0000 0x03A0
5 1 0001000|010|0001 0x0421
5 2 0001001|011|0001 0x04B1
5 3 0001111|101|0110 0x07D6
6 0 0010000|001|0011 0x0813
6 1 0010001|000|0011 0x0883
BX = 100 Event : 5
0 0 0100011|001|0101 0x1195
0 1 0100101|001|0101 0x1295
1 0 0011000|001|0000 0x0C10
1 1 0100110|001|0001 0x1311
1 2 0101001|001|0001 0x1491
1 3 0101010|001|0100 0x1514
2 0 0110001|011|0111 0x18B7
3 0 0011001|101|0101 0x0CD5
3 1 0011011|000|0110 0x0D86
3 2 0011100|000|0110 0x0E06
3 3 0011101|001|0111 0x0E97
3 4 0110010|101|0000 0x1950
3 5 0110011|110|0000 0x19E0
3 6 0110100|101|0000 0x1A50
3 7 0110110|101|0010 0x1B52
3 8 0110111|000|0011 0x1B83
4 0 0000010|000|0111 0x0107
4 1 0000011|001|0111 0x0197
4 2 0011111|001|0000 0x0F90
4 3 0100001|001|0001 0x1091
5 0 0000101|000|0010 0x0282
5 1 0000111|110|0010 0x03E2
6 0 0001111|101|0011 0x07D3
6 1 0010001|001|0110 0x0896
6 2 0010010|001|0110 0x0916
7 0 0010101|100|0010 0x0AC2
BX = 101 Event : 6
2 0 0010110|101|0011 0x0B53
3 0 0011011|001|0010 0x0D92
5 0 0000100|001|0110 0x0216
5 1 0000101|000|0110 0x0286
6 0 0000110|100|0000 0x0340
6 1 0000111|101|0000 0x03D0
6 2 0001000|101|0011 0x0453
6 3 0001001|001|0011 0x0493
6 4 0001011|100|0110 0x05C6
6 5 0001110|100|0011 0x0743
BX = 110 Event : 7
0 0 0100010|100|0101 0x1145
2 0 0100110|100|0001 0x1341
2 1 0101000|000|0101 0x1405
2 2 0101001|010|0111 0x14A7
3 0 0011100|000|0111 0x0E07
4 0 0000001|010|0100 0x00A4
4 1 0000010|101|0100 0x0154
4 2 0000100|001|0100 0x0214
4 3 0000101|001|0101 0x0295
5 0 0001010|000|0000 0x0500
5 1 0001011|110|0000 0x05E0
6 0 0010000|000|0110 0x0806
BX = 111 Event : 8
0 0 0100011|100|0000 0x11C0
0 1 0100100|100|0101 0x1245
1 0 0101000|100|0001 0x1441
1 1 0101010|001|0100 0x1514
1 2 0101011|001|0100 0x1594
1 3 0101100|000|0100 0x1604
1 4 0101110|101|0111 0x1757
2 0 0110010|101|0001 0x1951
2 1 0111010|001|0110 0x1D16
2 2 0111011|001|0111 0x1D97
2 3 0111100|000|0111 0x1E07
3 0 0011000|101|0100 0x0C54
3 1 0111110|010|0000 0x1F20
3 2 1000000|010|0010 0x2022
4 0 0000000|011|0101 0x0035
4 1 0000001|000|0111 0x0087
5 0 0000101|101|0011 0x02D3
7 0 0010001|000|0111 0x0887
BX = 000 Event : 9
0 0 0100000|001|0000 0x1010
0 1 0100010|000|0101 0x1105
1 0 0100100|001|0001 0x1211
2 0 0101000|000|0001 0x1401
2 1 0101001|010|0001 0x14A1
2 2 0101010|000|0010 0x1502
2 3 0101011|000|0011 0x1583
2 4 0101100|110|0011 0x1663
2 5 0101101|101|0111 0x16D7
3 0 0010110|001|0100 0x0B14
3 1 0010111|100|0101 0x0BC5
3 2 0011001|000|0110 0x0C86
3 3 0101111|110|0010 0x17E2
3 4 0110000|010|0010 0x1822
3 5 0110010|010|0010 0x1922
3 6 0110100|000|0011 0x1A03
3 7 0110101|110|0011 0x1AE3
3 8 0110110|000|0011 0x1B03
4 0 0000001|001|0101 0x0095
4 1 0000010|010|0110 0x0126
4 2 0000011|010|0111 0x01A7
5 0 0000111|010|0000 0x03A0
5 1 0001000|010|0001 0x0421
5 2 0001001|011|0001 0x04B1
5 3 0001110|101|0110 0x0756
BX = 001 Event : 10
1 0 0111000|000|0001 0x1C01
1 1 0111001|101|0100 0x1CD4
1 2 0111011|101|0111 0x1DD7
1 3 0111100|001|0111 0x1E17
3 0 1000010|001|0010 0x2112
3 1 1000100|000|0011 0x2203
3 2 1000101|100|0011 0x22C3
3 3 1000110|011|0011 0x2333
3 4 1001000|001|0011 0x2413
4 0 0000001|101|0110 0x00D6
4 1 0000010|010|0110 0x0126
4 2 0000011|110|0110 0x01E6
4 3 0110001|001|0010 0x1892
4 4 0110010|001|0010 0x1912
4 5 0110011|001|0010 0x1992
4 6 0110110|101|0011 0x1B53
5 0 0000100|000|0000 0x0200
5 1 0000101|001|0000 0x0290
5 2 0000110|100|0001 0x0341
5 3 0000111|110|0010 0x03E2
5 4 0001000|010|0010 0x0422
5 5 0001001|010|0011 0x04A3
5 6 0010001|010|0101 0x08A5
6 0 0010101|001|0000 0x0A90
6 1 0010111|000|0011 0x0B83
6 2 0011001|101|0011 0x0CD3
6 3 0011100|001|0110 0x0E16
6 4 0011110|001|0110 0x0F16
6 5 0100000|000|0110 0x1006
BX = 010 Event : 11
1 0 0010101|100|0111 0x0AC7
2 0 0010110|101|0001 0x0B51
2 1 0011001|001|0011 0x0C93
2 2 0011010|101|0011 0x0D53
2 3 0011011|100|0100 0x0DC4
2 4 0011100|000|0100 0x0E04
2 5 0011111|000|0110 0x0F86
2 6 0100000|101|0111 0x1057
