BX = 000 Event : 1
0 0 0101000|100|0000 0x1440
1 0 0101011|100|0100 0x15C4
3 0 0011111|001|0101 0x0F95
3 1 0100000|000|0101 0x1005
3 2 0100010|000|0101 0x1105
3 3 0110000|101|0000 0x1850
3 4 0110011|000|0010 0x1982
3 5 0110100|100|0010 0x1A42
4 0 0000110|100|0101 0x0345
4 1 0000111|010|0101 0x03A5
4 2 0001000|100|0101 0x0445
4 3 0001001|110|0101 0x04E5
5 0 0001111|110|0000 0x07E0
7 0 0010100|001|0010 0x0A12
7 1 0010111|001|0111 0x0B97
7 2 0011000|001|0111 0x0C17
BX = 001 Event : 2
2 0 0101011|000|0011 0x1583
2 1 0101100|000|0100 0x1604
2 2 0101101|100|0100 0x16C4
3 0 0011000|101|0111 0x0C57
3 1 0110100|101|0011 0x1A53
4 0 0000000|110|0101 0x0065
4 1 0011010|100|0000 0x0D40
5 0 0000110|010|0110 0x0326
5 1 0001000|100|0110 0x0446
6 0 0001101|100|0011 0x06C3
BX = 010 Event : 3
0 0 0011010|001|0000 0x0D10
0 1 0011011|000|0101 0x0D85
1 0 0011110|100|0001 0x0F41
1 1 0011111|001|0001 0x0F91
3 0 0010110|101|0111 0x0B57
3 1 0100011|100|0001 0x11C1
3 2 0100100|000|0010 0x1202
5 0 0000101|110|0000 0x02E0
7 0 0001100|000|0010 0x0602
7 1 0001101|100|0010 0x06C2
BX = 011 Event : 4
2 0 0100011|110|0001 0x11E1
2 1 0100100|110|0001 0x1261
3 0 0011010|100|0110 0x0D46
3 1 0011011|101|0111 0x0DD7
4 0 0000000|101|0100 0x0054
4 1 0000011|010|0101 0x01A5
5 0 0000110|000|0000 0x0300
5 1 0001010|110|0001 0x0561
5 2 0001011|010|0100 0x05A4
5 3 0001100|100|0100 0x0644
5 4 0001101|110|0101 0x06E5
5 5 0001110|010|0110 0x0726
7 0 0010010|001|0010 0x0912
BX = 100 Event : 5
0 0 0100100|100|0101 0x1245
1 0 0101011|100|0111 0x15C7
2 0 0101110|100|0001 0x1741
2 1 0101111|010|0111 0x17A7
2 2 0110000|011|0111 0x1837
4 0 0100010|100|0001 0x1141
5 0 0000100|000|0001 0x0201
5 1 0001000|110|0011 0x0463
5 2 0001001|001|0011 0x0493
5 3 0001010|001|0011 0x0513
5 4 0001011|101|0100 0x05D4
5 5 0001100|110|0100 0x0664
5 6 0001110|101|0101 0x0755
6 0 0010011|100|0110 0x09C6
6 1 0010100|100|0110 0x0A46
BX = 101 Event : 6
1 0 0010010|101|0100 0x0954
2 0 0011000|001|0111 0x0C17
2 1 0011001|000|0111 0x0C87
4 0 0010000|100|0010 0x0842
4 1 0010001|000|0010 0x0882
5 0 0000011|000|0010 0x0182
